"Var1","Freq","prop","sample"
"Myoepi",8001,0.0800356113956466,"TCGA-AQ-A0Y5"
"Plasma",19,0.000190060819462228,"TCGA-AQ-A0Y5"
"Stromal",17714,0.177196702944942,"TCGA-AQ-A0Y5"
"T",9120,0.0912291933418694,"TCGA-AQ-A0Y5"
"unassigned",78,0.000780249679897567,"TCGA-AQ-A0Y5"
"B",62,0.00219967359682112,"TCGA-AR-A0TX"
"DC_Mast",99,0.00351238203363372,"TCGA-AR-A0TX"
"Macrophage",7036,0.249627474632796,"TCGA-AR-A0TX"
"Malignant",5808,0.206059745973178,"TCGA-AR-A0TX"
"Myoepi",1979,0.070212162066274,"TCGA-AR-A0TX"
"Plasma",15,0.000532179096005109,"TCGA-AR-A0TX"
"Stromal",11159,0.395905768821401,"TCGA-AR-A0TX"
"T",2022,0.0717377421414887,"TCGA-AR-A0TX"
"unassigned",6,0.000212871638402044,"TCGA-AR-A0TX"
"B",528,0.00528237706968136,"TCGA-AR-A1AT"
"DC_Mast",581,0.00581261567705467,"TCGA-AR-A1AT"
"Macrophage",7947,0.07950577759992,"TCGA-AR-A1AT"
"Malignant",43129,0.431484167875544,"TCGA-AR-A1AT"
"Myoepi",11334,0.113391025961683,"TCGA-AR-A1AT"
"Plasma",190,0.00190085538492322,"TCGA-AR-A1AT"
"Stromal",23884,0.238947526386874,"TCGA-AR-A1AT"
"T",12233,0.122385073282977,"TCGA-AR-A1AT"
"unassigned",129,0.0012905807613426,"TCGA-AR-A1AT"
"B",219,0.00219059145969412,"TCGA-AR-A1AX"
"DC_Mast",967,0.00967261160513339,"TCGA-AR-A1AX"
"Macrophage",17311,0.173156752323127,"TCGA-AR-A1AX"
"Malignant",54984,0.549988496894161,"TCGA-AR-A1AX"
"Myoepi",5548,0.0554949836455843,"TCGA-AR-A1AX"
"Plasma",186,0.00186050233563062,"TCGA-AR-A1AX"
"Stromal",15168,0.151720964660458,"TCGA-AR-A1AX"
"T",5569,0.0557050403608974,"TCGA-AR-A1AX"
"unassigned",21,0.000210056715313135,"TCGA-AR-A1AX"
"B",1194,0.0119442999479813,"TCGA-AR-A24U"
"DC_Mast",1357,0.0135748869593053,"TCGA-AR-A24U"
"Macrophage",17686,0.176923692529311,"TCGA-AR-A24U"
"Malignant",28728,0.287383458044896,"TCGA-AR-A24U"
"Myoepi",6788,0.0679044456004162,"TCGA-AR-A24U"
"Plasma",194,0.00194069865151455,"TCGA-AR-A24U"
"Stromal",25177,0.251860669841143,"TCGA-AR-A24U"
"T",18824,0.18830779080469,"TCGA-AR-A24U"
"unassigned",16,0.000160057620743468,"TCGA-AR-A24U"
"B",29,0.000290121851177495,"TCGA-AR-A254"
"DC_Mast",102,0.0010204285800036,"TCGA-AR-A254"
"Macrophage",4301,0.0430280717901519,"TCGA-AR-A254"
"Malignant",52688,0.527101382580684,"TCGA-AR-A254"
"Myoepi",12473,0.124782408611617,"TCGA-AR-A254"
"Plasma",5,5.0021008823706e-05,"TCGA-AR-A254"
"Stromal",29736,0.297484943676344,"TCGA-AR-A254"
"T",394,0.00394165549530803,"TCGA-AR-A254"
"unassigned",230,0.00230096640589047,"TCGA-AR-A254"
"B",667,0.00667226857131425,"TCGA-AR-A255"
"DC_Mast",955,0.00955324810435548,"TCGA-AR-A255"
"Macrophage",14518,0.145229377988516,"TCGA-AR-A255"
"Malignant",37182,0.371946461797011,"TCGA-AR-A255"
"Myoepi",9860,0.0986335354020367,"TCGA-AR-A255"
"Plasma",9,9.00306104075386e-05,"TCGA-AR-A255"
"Stromal",31287,0.312976411980073,"TCGA-AR-A255"
"T",5457,0.0545885601104375,"TCGA-AR-A255"
"unassigned",31,0.000310105435848188,"TCGA-AR-A255"
"B",1296,0.0129653157794696,"TCGA-AR-A2LJ"
"DC_Mast",1884,0.018847727568303,"TCGA-AR-A2LJ"
"Macrophage",23550,0.235596594603788,"TCGA-AR-A2LJ"
"Malignant",35510,0.355245650716794,"TCGA-AR-A2LJ"
"Myoepi",5087,0.0508908652547544,"TCGA-AR-A2LJ"
"Plasma",160,0.00160065626907032,"TCGA-AR-A2LJ"
"Stromal",17087,0.170940085435028,"TCGA-AR-A2LJ"
"T",15271,0.15277263678108,"TCGA-AR-A2LJ"
"unassigned",114,0.0011404675917126,"TCGA-AR-A2LJ"
"B",357,0.003571714422923,"TCGA-AR-A5QN"
"DC_Mast",820,0.00820393789018729,"TCGA-AR-A5QN"
"Macrophage",8088,0.080918841043701,"TCGA-AR-A5QN"
"Malignant",57640,0.576676804866336,"TCGA-AR-A5QN"
"Myoepi",10425,0.104300064030735,"TCGA-AR-A5QN"
"Plasma",22,0.000220105650712342,"TCGA-AR-A5QN"
"Stromal",18033,0.180416599967985,"TCGA-AR-A5QN"
"T",4547,0.045491836081319,"TCGA-AR-A5QN"
"unassigned",20,0.000200096046102129,"TCGA-AR-A5QN"
"B",592,0.00592236894757903,"TCGA-BH-A0AW"
"DC_Mast",1849,0.0184973989595838,"TCGA-BH-A0AW"
"Macrophage",12302,0.123069227691076,"TCGA-BH-A0AW"
"Malignant",35331,0.353451380552221,"TCGA-BH-A0AW"
"Myoepi",8827,0.0883053221288515,"TCGA-BH-A0AW"
"Plasma",264,0.00264105642256903,"TCGA-BH-A0AW"
"Stromal",28678,0.286894757903161,"TCGA-BH-A0AW"
"T",12016,0.120208083233293,"TCGA-BH-A0AW"
"unassigned",101,0.00101040416166467,"TCGA-BH-A0AW"
"B",458,0.00458206192786754,"TCGA-BH-A0B6"
"DC_Mast",987,0.00987444349957481,"TCGA-BH-A0B6"
"Macrophage",5039,0.0504126857085689,"TCGA-BH-A0B6"
"Malignant",60608,0.606352858786454,"TCGA-BH-A0B6"
"Myoepi",7832,0.0783552598669401,"TCGA-BH-A0B6"
"Plasma",8,8.00360162072933e-05,"TCGA-BH-A0B6"
"Stromal",17028,0.170356660497224,"TCGA-BH-A0B6"
"T",7934,0.0793757190735831,"TCGA-BH-A0B6"
"unassigned",61,0.000610274623580611,"TCGA-BH-A0B6"
"B",267,0.00267106842737095,"TCGA-BH-A0HY"
"DC_Mast",491,0.00491196478591437,"TCGA-BH-A0HY"
"Macrophage",7193,0.0719587835134054,"TCGA-BH-A0HY"
"Malignant",45599,0.456172468987595,"TCGA-BH-A0HY"
"Myoepi",11642,0.116466586634654,"TCGA-BH-A0HY"
"Plasma",60,0.000600240096038415,"TCGA-BH-A0HY"
"Stromal",28234,0.282452981192477,"TCGA-BH-A0HY"
"T",6403,0.0640556222488996,"TCGA-BH-A0HY"
"unassigned",71,0.000710284113645458,"TCGA-BH-A0HY"
"B",268,0.00268136749742369,"TCGA-BH-A18H"
"DC_Mast",436,0.00436222473461465,"TCGA-BH-A18H"
"Macrophage",7037,0.0704059070125764,"TCGA-BH-A18H"
"Malignant",57082,0.571111266746041,"TCGA-BH-A18H"
"Myoepi",11818,0.118240302554303,"TCGA-BH-A18H"
"Plasma",40,0.000400204104093087,"TCGA-BH-A18H"
"Stromal",18098,0.181072346896917,"TCGA-BH-A18H"
"T",5059,0.0506158140651732,"TCGA-BH-A18H"
"unassigned",111,0.00111056638885832,"TCGA-BH-A18H"
"B",91,0.000910364145658263,"TCGA-BH-A18I"
"DC_Mast",161,0.00161064425770308,"TCGA-BH-A18I"
"Macrophage",5012,0.050140056022409,"TCGA-BH-A18I"
"Malignant",54204,0.542256902761104,"TCGA-BH-A18I"
"Myoepi",15083,0.150890356142457,"TCGA-BH-A18I"
"Plasma",13,0.000130052020808323,"TCGA-BH-A18I"
"Stromal",24126,0.241356542617047,"TCGA-BH-A18I"
"T",1230,0.0123049219687875,"TCGA-BH-A18I"
"unassigned",40,0.00040016006402561,"TCGA-BH-A18I"
"B",32,0.000320128051220488,"TCGA-BH-A18T"
"DC_Mast",495,0.00495198079231693,"TCGA-BH-A18T"
"Macrophage",4027,0.0402861144457783,"TCGA-BH-A18T"
"Malignant",69519,0.69546818727491,"TCGA-BH-A18T"
"Myoepi",5825,0.0582733093237295,"TCGA-BH-A18T"
"Plasma",305,0.00305122048819528,"TCGA-BH-A18T"
"Stromal",14806,0.14811924769908,"TCGA-BH-A18T"
"T",4940,0.0494197679071629,"TCGA-BH-A18T"
"unassigned",11,0.000110044017607043,"TCGA-BH-A18T"
"B",59,0.000590265619528788,"TCGA-BH-A42T"
"DC_Mast",189,0.0018908508828973,"TCGA-BH-A42T"
"Macrophage",15331,0.153379020559252,"TCGA-BH-A42T"
"Malignant",37685,0.377019658846481,"TCGA-BH-A42T"
"Myoepi",7140,0.0714321444650093,"TCGA-BH-A42T"
"Plasma",12,0.00012005402431094,"TCGA-BH-A42T"
"Stromal",38248,0.382652193487069,"TCGA-BH-A42T"
"T",1267,0.0126757040668301,"TCGA-BH-A42T"
"unassigned",24,0.00024010804862188,"TCGA-BH-A42T"
"B",43,0.000430202195031665,"TCGA-C8-A12Q"
"DC_Mast",363,0.00363170690224405,"TCGA-C8-A12Q"
"Macrophage",9117,0.091212870048923,"TCGA-C8-A12Q"
"Malignant",34393,0.344091723109862,"TCGA-C8-A12Q"
"Myoepi",10228,0.102328094204276,"TCGA-C8-A12Q"
"Plasma",747,0.00747351255089892,"TCGA-C8-A12Q"
"Stromal",39867,0.398857463007614,"TCGA-C8-A12Q"
"T",5175,0.0517743339369504,"TCGA-C8-A12Q"
"unassigned",20,0.000200094044200774,"TCGA-C8-A12Q"
"B",455,0.00455191180295724,"TCGA-C8-A1HF"
"DC_Mast",2170,0.0217091178294884,"TCGA-C8-A1HF"
"Macrophage",8247,0.0825046519538206,"TCGA-C8-A1HF"
"Malignant",35797,0.35812041057244,"TCGA-C8-A1HF"
"Myoepi",6945,0.0694791812561276,"TCGA-C8-A1HF"
"Plasma",744,0.00744312611296745,"TCGA-C8-A1HF"
"Stromal",28902,0.28914143940455,"TCGA-C8-A1HF"
"T",16635,0.16641989635647,"TCGA-C8-A1HF"
"unassigned",63,0.000630264711178695,"TCGA-C8-A1HF"
"B",96,0.000960364938676697,"TCGA-C8-A278"
"DC_Mast",1822,0.0182269262319681,"TCGA-C8-A278"
"Macrophage",13639,0.136441847902203,"TCGA-C8-A278"
"Malignant",32596,0.326083911886517,"TCGA-C8-A278"
"Myoepi",5827,0.0582921510173866,"TCGA-C8-A278"
"Plasma",276,0.0027610491986955,"TCGA-C8-A278"
"Stromal",31598,0.316100118044857,"TCGA-C8-A278"
"T",14026,0.140313319061243,"TCGA-C8-A278"
"unassigned",82,0.000820311718453012,"TCGA-C8-A278"
"B",1296,0.0129649266721354,"TCGA-C8-A3M8"
"DC_Mast",3050,0.0305115944058742,"TCGA-C8-A3M8"
"Macrophage",15052,0.15057721934335,"TCGA-C8-A3M8"
"Malignant",38088,0.38102478941998,"TCGA-C8-A3M8"
"Myoepi",4263,0.0426462055581121,"TCGA-C8-A3M8"
"Plasma",69,0.000690262299673876,"TCGA-C8-A3M8"
"Stromal",27842,0.278525839819131,"TCGA-C8-A3M8"
"T",10270,0.102739040835517,"TCGA-C8-A3M8"
"unassigned",32,0.000320121646225566,"TCGA-C8-A3M8"
"B",64,0.000640256102440976,"TCGA-C8-A8HP"
"DC_Mast",534,0.0053421368547419,"TCGA-C8-A8HP"
"Macrophage",2773,0.0277410964385754,"TCGA-C8-A8HP"
"Malignant",45669,0.45687274909964,"TCGA-C8-A8HP"
"Myoepi",13409,0.134143657462985,"TCGA-C8-A8HP"
"Plasma",148,0.00148059223689476,"TCGA-C8-A8HP"
"Stromal",34775,0.347889155662265,"TCGA-C8-A8HP"
"T",2584,0.0258503401360544,"TCGA-C8-A8HP"
"unassigned",4,4.0016006402561e-05,"TCGA-C8-A8HP"
"DC_Mast",658,0.00658315991676004,"TCGA-D8-A1JA"
"Macrophage",11040,0.110453017448375,"TCGA-D8-A1JA"
"Malignant",51693,0.517178245557868,"TCGA-D8-A1JA"
"Myoepi",609,0.00609292460380983,"TCGA-D8-A1JA"
"Plasma",134,0.00134064350888426,"TCGA-D8-A1JA"
"Stromal",34884,0.349007523611333,"TCGA-D8-A1JA"
"T",934,0.00934448535296943,"TCGA-D8-A1JA"
"B",24,0.000240122462455852,"TCGA-D8-A1XJ"
"DC_Mast",298,0.0029815205754935,"TCGA-D8-A1XJ"
"Macrophage",12127,0.121331879258422,"TCGA-D8-A1XJ"
"Malignant",43368,0.433901289657725,"TCGA-D8-A1XJ"
"Myoepi",2878,0.0287946852894976,"TCGA-D8-A1XJ"
"Plasma",53,0.000530270437923341,"TCGA-D8-A1XJ"
"Stromal",36928,0.369468428898738,"TCGA-D8-A1XJ"
"T",4251,0.0425316911624929,"TCGA-D8-A1XJ"
"unassigned",22,0.000220112257251198,"TCGA-D8-A1XJ"
"B",17,0.000170076534440498,"TCGA-D8-A1XT"
"DC_Mast",695,0.0069531289080086,"TCGA-D8-A1XT"
"Macrophage",12422,0.124275924165875,"TCGA-D8-A1XT"
"Malignant",30960,0.309739382722225,"TCGA-D8-A1XT"
"Myoepi",4103,0.0410484718123155,"TCGA-D8-A1XT"
"Plasma",38,0.000380171076984643,"TCGA-D8-A1XT"
"Stromal",48304,0.483257465859637,"TCGA-D8-A1XT"
"T",3410,0.0341153519083588,"TCGA-D8-A1XT"
"unassigned",6,6.002701215547e-05,"TCGA-D8-A1XT"
"B",85,0.000850374164632438,"TCGA-E2-A14P"
"DC_Mast",1364,0.0136460042418664,"TCGA-E2-A14P"
"Macrophage",14621,0.146274360718716,"TCGA-E2-A14P"
"Malignant",49214,0.492356636920245,"TCGA-E2-A14P"
"Myoepi",7549,0.0755232302212974,"TCGA-E2-A14P"
"Plasma",3299,0.0330045219896755,"TCGA-E2-A14P"
"Stromal",12926,0.129316899435752,"TCGA-E2-A14P"
"T",10799,0.108037536516067,"TCGA-E2-A14P"
"unassigned",99,0.000990435791748369,"TCGA-E2-A14P"
"B",19,0.000190076030412165,"TCGA-E2-A152"
"DC_Mast",189,0.00189075630252101,"TCGA-E2-A152"
"Macrophage",5317,0.0531912765106042,"TCGA-E2-A152"
"Malignant",52045,0.520658263305322,"TCGA-E2-A152"
"Myoepi",8269,0.0827230892356943,"TCGA-E2-A152"
"Plasma",144,0.0014405762304922,"TCGA-E2-A152"
"Stromal",31238,0.3125050020008,"TCGA-E2-A152"
"T",2726,0.0272709083633453,"TCGA-E2-A152"
"unassigned",13,0.000130052020808323,"TCGA-E2-A152"
"B",36,0.00036015846972668,"TCGA-E2-A1B0"
"DC_Mast",562,0.00562247388851094,"TCGA-E2-A1B0"
"Macrophage",9281,0.0928508543759254,"TCGA-E2-A1B0"
"Malignant",53554,0.535775741326184,"TCGA-E2-A1B0"
"Myoepi",5680,0.0568250030013206,"TCGA-E2-A1B0"
"Plasma",810,0.00810356556885029,"TCGA-E2-A1B0"
"Stromal",25452,0.254632038096763,"TCGA-E2-A1B0"
"T",4535,0.0453699627836248,"TCGA-E2-A1B0"
"unassigned",46,0.000460202489095202,"TCGA-E2-A1B0"
"B",13,0.000130052020808323,"TCGA-E2-A1LE"
"DC_Mast",1770,0.0177070828331333,"TCGA-E2-A1LE"
"Macrophage",23510,0.235194077631052,"TCGA-E2-A1LE"
"Malignant",12358,0.123629451780712,"TCGA-E2-A1LE"
"Myoepi",1642,0.0164265706282513,"TCGA-E2-A1LE"
"Plasma",312,0.00312124849939976,"TCGA-E2-A1LE"
"Stromal",47299,0.473179271708683,"TCGA-E2-A1LE"
"T",13043,0.130482192877151,"TCGA-E2-A1LE"
"unassigned",13,0.000130052020808323,"TCGA-E2-A1LE"
"B",284,0.0028412217253419,"TCGA-E9-A22D"
"DC_Mast",1069,0.0106945986774313,"TCGA-E9-A22D"
"Macrophage",6510,0.0651280050421681,"TCGA-E9-A22D"
"Malignant",45985,0.460047820562842,"TCGA-E9-A22D"
"Myoepi",11565,0.115699750892884,"TCGA-E9-A22D"
"Plasma",717,0.00717308442630331,"TCGA-E9-A22D"
"Stromal",21627,0.216363036105525,"TCGA-E9-A22D"
"T",12140,0.121452224456516,"TCGA-E9-A22D"
"unassigned",60,0.000600258110987725,"TCGA-E9-A22D"
"B",8,8.00296109560537e-05,"TCGA-E9-A22E"
"DC_Mast",606,0.00606224302992107,"TCGA-E9-A22E"
"Macrophage",27609,0.276192191110711,"TCGA-E9-A22E"
"Malignant",18620,0.186268919500215,"TCGA-E9-A22E"
"Myoepi",3127,0.0312815741824475,"TCGA-E9-A22E"
"Plasma",181,0.00181066994788072,"TCGA-E9-A22E"
"Stromal",45151,0.451677120534598,"TCGA-E9-A22E"
"T",4653,0.0465472224723148,"TCGA-E9-A22E"
"unassigned",8,8.00296109560537e-05,"TCGA-E9-A22E"
"B",225,0.00225087784235852,"TCGA-E9-A22G"
"DC_Mast",1068,0.0106841668250618,"TCGA-E9-A22G"
"Macrophage",8916,0.0891947859665269,"TCGA-E9-A22G"
"Malignant",67303,0.673292584107802,"TCGA-E9-A22G"
"Myoepi",6965,0.0696771740978982,"TCGA-E9-A22G"
"Plasma",696,0.00696271545902902,"TCGA-E9-A22G"
"Stromal",7446,0.0744890507297846,"TCGA-E9-A22G"
"T",7281,0.0728384069787217,"TCGA-E9-A22G"
"unassigned",61,0.000610237992817199,"TCGA-E9-A22G"
"B",253,0.00253116433559437,"TCGA-E9-A295"
"DC_Mast",1365,0.0136562818896692,"TCGA-E9-A295"
"Macrophage",27991,0.280038817856214,"TCGA-E9-A295"
"Malignant",16268,0.16275486723893,"TCGA-E9-A295"
"Myoepi",4553,0.0455509534385817,"TCGA-E9-A295"
"Plasma",430,0.00430197891029874,"TCGA-E9-A295"
"Stromal",32569,0.32583988634772,"TCGA-E9-A295"
"T",16524,0.165316045380875,"TCGA-E9-A295"
"unassigned",1,1.00046021169738e-05,"TCGA-E9-A295"
"B",228,0.00228095800236099,"TCGA-EW-A1J3"
"DC_Mast",741,0.00741311350767322,"TCGA-EW-A1J3"
"Macrophage",10936,0.10940595049921,"TCGA-EW-A1J3"
"Malignant",39155,0.391714520098441,"TCGA-EW-A1J3"
"Myoepi",10067,0.10071229916565,"TCGA-EW-A1J3"
"Plasma",75,0.000750315132355589,"TCGA-EW-A1J3"
"Stromal",33844,0.338582204525901,"TCGA-EW-A1J3"
"T",4851,0.0485303827607595,"TCGA-EW-A1J3"
"unassigned",61,0.000610256307649213,"TCGA-EW-A1J3"
"B",14,0.000140056022408964,"TCGA-EW-A424"
"DC_Mast",275,0.00275110044017607,"TCGA-EW-A424"
"Macrophage",4065,0.0406662665066026,"TCGA-EW-A424"
"Malignant",58956,0.589795918367347,"TCGA-EW-A424"
"Myoepi",11112,0.111164465786315,"TCGA-EW-A424"
"Plasma",440,0.00440176070428171,"TCGA-EW-A424"
"Stromal",23165,0.231742697078832,"TCGA-EW-A424"
"T",1924,0.0192476990796319,"TCGA-EW-A424"
"unassigned",9,9.00360144057623e-05,"TCGA-EW-A424"
"B",12,0.000120057627661277,"TCGA-EW-A6S9"
"DC_Mast",248,0.0024811909716664,"TCGA-EW-A6S9"
"Macrophage",2860,0.0286137345926044,"TCGA-EW-A6S9"
"Malignant",60902,0.609312469985593,"TCGA-EW-A6S9"
"Myoepi",8748,0.0875220105650712,"TCGA-EW-A6S9"
"Plasma",289,0.00289138786617576,"TCGA-EW-A6S9"
"Stromal",25508,0.255202497198655,"TCGA-EW-A6S9"
"T",1366,0.0136665599487754,"TCGA-EW-A6S9"
"unassigned",19,0.000190091243797023,"TCGA-EW-A6S9"
"B",6,6.00240096038415e-05,"TCGA-JL-A3YX"
"DC_Mast",39,0.00039015606242497,"TCGA-JL-A3YX"
"Macrophage",618,0.00618247298919568,"TCGA-JL-A3YX"
"Malignant",48694,0.487134853941577,"TCGA-JL-A3YX"
"Myoepi",16135,0.161414565826331,"TCGA-JL-A3YX"
"Stromal",34371,0.343847539015606,"TCGA-JL-A3YX"
"T",50,0.000500200080032013,"TCGA-JL-A3YX"
"unassigned",47,0.000470188075230092,"TCGA-JL-A3YX"
"B",758,0.00758333666813398,"TCGA-LD-A9QF"
"DC_Mast",1133,0.0113349873944536,"TCGA-LD-A9QF"
"Macrophage",12402,0.124074592820841,"TCGA-LD-A9QF"
"Malignant",30853,0.308665812957701,"TCGA-LD-A9QF"
"Myoepi",6705,0.0670795149865941,"TCGA-LD-A9QF"
"Plasma",293,0.0029312897674977,"TCGA-LD-A9QF"
"Stromal",25487,0.254982192164552,"TCGA-LD-A9QF"
"T",22233,0.222427868262035,"TCGA-LD-A9QF"
"unassigned",92,0.000920404978190404,"TCGA-LD-A9QF"
"B",56,0.000560252113451053,"TCGA-LL-A9Q3"
"DC_Mast",186,0.00186083737681957,"TCGA-LL-A9Q3"
"Macrophage",3059,0.0306037716972638,"TCGA-LL-A9Q3"
"Malignant",51731,0.517542894302436,"TCGA-LL-A9Q3"
"Myoepi",12866,0.128717923065379,"TCGA-LL-A9Q3"
"Plasma",120,0.0012005402431094,"TCGA-LL-A9Q3"
"Stromal",28825,0.288379770896904,"TCGA-LL-A9Q3"
"T",3097,0.0309839427742484,"TCGA-LL-A9Q3"
"unassigned",15,0.000150067530388675,"TCGA-LL-A9Q3"
"B",1989,0.0198971629786723,"TCGA-PE-A5DC"
"DC_Mast",4998,0.0499979992797407,"TCGA-PE-A5DC"
"Macrophage",15929,0.159347365051418,"TCGA-PE-A5DC"
"Malignant",18433,0.184396382697771,"TCGA-PE-A5DC"
"Myoepi",6568,0.0657036533151935,"TCGA-PE-A5DC"
"Plasma",568,0.0056820455363931,"TCGA-PE-A5DC"
"Stromal",33319,0.333309991596975,"TCGA-PE-A5DC"
"T",17817,0.178234164299148,"TCGA-PE-A5DC"
"unassigned",343,0.00343123524468809,"TCGA-PE-A5DC"
"B",444,0.00444159897563123,"TCGA-PE-A5DD"
"DC_Mast",3057,0.0305810091632988,"TCGA-PE-A5DD"
"Macrophage",18007,0.180134848545476,"TCGA-PE-A5DD"
"Malignant",2289,0.0228982433676123,"TCGA-PE-A5DD"
"Myoepi",1345,0.0134548437437477,"TCGA-PE-A5DD"
"Plasma",640,0.00640230482973871,"TCGA-PE-A5DD"
"Stromal",59785,0.598065303509263,"TCGA-PE-A5DD"
"T",14192,0.141971109599456,"TCGA-PE-A5DD"
"unassigned",205,0.00205073826577568,"TCGA-PE-A5DD"
"B",21,0.000210073525734007,"TCGA-S3-AA14"
"DC_Mast",108,0.00108037813234632,"TCGA-S3-AA14"
"Macrophage",4623,0.0462461861651578,"TCGA-S3-AA14"
"Malignant",69631,0.69655379382784,"TCGA-S3-AA14"
"Myoepi",9583,0.0958635522432851,"TCGA-S3-AA14"
"Plasma",17,0.000170059520832291,"TCGA-S3-AA14"
"Stromal",13918,0.139228730055519,"TCGA-S3-AA14"
"T",1534,0.0153453708798079,"TCGA-S3-AA14"
"unassigned",530,0.00530185564947732,"TCGA-S3-AA14"
"B",227,0.00227111284529419,"TCGA-UL-AAZ6"
"DC_Mast",239,0.00239117167412032,"TCGA-UL-AAZ6"
"Macrophage",4981,0.049834418865244,"TCGA-UL-AAZ6"
"Malignant",63102,0.631329351382177,"TCGA-UL-AAZ6"
"Myoepi",11842,0.118478054246581,"TCGA-UL-AAZ6"
"Plasma",17,0.00017008334083701,"TCGA-UL-AAZ6"
"Stromal",16548,0.165561124951226,"TCGA-UL-AAZ6"
"T",2991,0.0299246630849116,"TCGA-UL-AAZ6"
"unassigned",4,4.00196096087083e-05,"TCGA-UL-AAZ6"
"B",200,0.00200102052046544,"TCGA-UU-A93S"
"DC_Mast",457,0.00457233188926352,"TCGA-UU-A93S"
"Macrophage",5367,0.05369738566669,"TCGA-UU-A93S"
"Malignant",39199,0.392190016908623,"TCGA-UU-A93S"
"Myoepi",17268,0.172768111736986,"TCGA-UU-A93S"
"Plasma",127,0.00127064803049555,"TCGA-UU-A93S"
"Stromal",34220,0.342374611051636,"TCGA-UU-A93S"
"T",3041,0.030425517013677,"TCGA-UU-A93S"
"unassigned",70,0.000700357182162903,"TCGA-UU-A93S"
