"pred_type","gene","gene_set","model_id","cor_pearson","nrmse_sd","js_div","mi","ssim","auc_0"
"test","ADCY3","All Genes","GeneCodeR",0.0585671609852265,1.03952509191601,0.770341676480788,0.0234840728401266,0.0146582771629484,0.548438603375638
"test","ADCY3","All Genes","HisToGene",0.013136558272761,1.03329546223404,0.772486917746821,0.0241994795938659,0.00815614931863512,0.520109795592843
"test","ADCY3","All Genes","Hist2ST",0.0654991014120452,1.00448385164972,0.758965307345303,0.0339069224346111,0.0180240119340328,0.590828669780223
"test","ADCY3","All Genes","ST-Net",0.0692855777649468,1.05769624987913,0.757062253823872,0.0316019811135978,0.0304017513063257,0.546278376363259
"test","ADCY3","All Genes","THItoGene",0.0378912723228162,1.01202593798733,0.771548563696726,0.0279296094393745,0.0144223981210619,0.544933156638626
"test","ADCY3","All Genes","iStar",0.0165111792471601,1.39462520850231,0.843546255611061,0.0232016202516403,0.037925821780959,0.547977962730147
"test","ADI1","All Genes","DeepPT",0.184359360107334,1.40408834231169,0.388985442234239,0.0608902423387433,0.148025012379611,0.607336723466657
"test","ADI1","All Genes","DeepSpaCE",0.0974841385866347,1.14121567499117,0.425635945555455,0.0461875668425554,0.0735083996461289,0.619880042828265
"test","ADI1","All Genes","GHIST",0.239653549278996,1.31367649308946,0.347778435815509,0.0694407975760566,0.223691259031872,0.631859626874876
"test","ADI1","All Genes","GeneCodeR",0.121769917139545,1.31929973887753,0.397578733432997,0.0452062565318114,0.0606000782528934,0.585125552529959
"test","ADI1","All Genes","HisToGene",0.16885629937106,1.16801884919385,0.358973346310975,0.0794037120150764,0.131217610700318,0.64691494773564
"test","ADI1","All Genes","Hist2ST",0.165796253270121,1.1164372266322,0.351368228781165,0.0847019097863111,0.131443076926049,0.635866205073526
"test","ADI1","All Genes","ST-Net",0.183318109681442,2.04927195306653,0.372813931412909,0.0724715656635726,0.139945436982918,0.621265721878982
"test","ADI1","All Genes","THItoGene",0.109919181601043,1.16562060622469,0.362794021541941,0.0773381637341215,0.0819378042023323,0.59617061498135
"test","ADI1","All Genes","iStar",0.062630499027089,1.43997877341974,0.572163033485478,0.0328796527869422,0.0714838495359708,0.559623065369469
"test","AEBP1","All Genes","DeepPT",0.24590900832035,2.20418856039271,0.18762547209995,0.0776543826708192,0.226129992688022,0.602692369580604
"test","AEBP1","All Genes","DeepSpaCE",0.135208655288208,1.51892850465114,0.132618168028105,0.0577180895827363,0.123208210197687,0.515818729552972
"test","AEBP1","All Genes","GHIST",0.213535502545873,1.88574096271918,0.132882313771859,0.0710526611991475,0.202488615279906,0.576509116742507
"test","AEBP1","All Genes","GeneCodeR",0.1620445318746,2.35602927855582,0.171412671885889,0.0664007002413728,0.117065554701156,0.548402121513385
"test","AEBP1","All Genes","HisToGene",-0.0398196403404469,1.62780734690923,0.109628093490698,0.0756414870472187,-0.0155397869675971,0.534949886876201
"test","AEBP1","All Genes","Hist2ST",0.0837635011753063,1.79847942753883,0.110197043535308,0.0734355577124235,0.0816220840752267,0.553537243673884
"test","AEBP1","All Genes","ST-Net",0.18310126110467,2.80669806675506,0.176933894407388,0.0804791646596504,0.153171980483019,0.612636442266013
"test","AEBP1","All Genes","THItoGene",0.0351892160038633,1.87005917210827,0.110688473923272,0.0754049902007105,0.0361725941521545,0.526854773074976
"test","AEBP1","All Genes","iStar",0.107938070899384,3.91832261601435,0.294015970263271,0.0549648076312735,0.0975295291241174,0.571004727274829
"test","AEBP1","SVGs","DeepPT",0.238570138972044,1.86220978434609,0.195503929157455,0.0677517220100017,0.223351611765713,0.622357184932982
"test","AEBP1","SVGs","DeepSpaCE",0.139994462432811,1.50396352064318,0.120767464421726,0.0514985779993216,0.128294243852775,0.4964555496243
"test","AEBP1","SVGs","GHIST",0.223731648726413,1.86230314402735,0.136692998298183,0.0648415013983236,0.216098834889485,0.588236242097354
"test","AEBP1","SVGs","GeneCodeR",0.216893652089223,2.47617190119494,0.168811035716384,0.059459079556288,0.154147084067991,0.580948120155147
"test","AEBP1","SVGs","HisToGene",0.0416674968175334,1.64794168708693,0.111601146088593,0.0679886335646689,0.0552225519237181,0.570294830869491
"test","AEBP1","SVGs","Hist2ST",0.0814844490892053,1.89194049472257,0.113102715021312,0.0598285885948324,0.0774621740211213,0.539057321046838
"test","AEBP1","SVGs","ST-Net",0.260225956811159,2.68484090665752,0.169550475895304,0.0776957553847502,0.220059369610748,0.631528131476606
"test","AEBP1","SVGs","THItoGene",0.098144832938841,1.94431691257859,0.112201386038976,0.0656610354539612,0.0939007835804601,0.569457176470487
"test","AEBP1","SVGs","iStar",0.16722480154677,1.4466339622459,0.284929098824123,0.062781236042941,0.166382248436388,0.641418156056073
"test","AES","All Genes","DeepPT",0.277940616422701,1.28823964837395,0.153962206903408,0.0953360882211881,0.271225716940759,0.613717338247397
"test","AES","All Genes","DeepSpaCE",0.0473589968867209,1.17726092744814,0.10005018138328,0.0502694097297239,0.0558067705306821,0.567672835548649
"test","AES","All Genes","GHIST",0.279548136501445,1.3220247333293,0.104063382450938,0.0915408200244094,0.276962689837844,0.610226451163806
"test","AES","All Genes","GeneCodeR",0.183875639987333,1.44578670623557,0.162454797540054,0.0689450999744526,0.125468240061375,0.603713470867354
"test","AES","All Genes","HisToGene",0.0961049730161116,1.13420513265729,0.0873647139621532,0.0764137980956894,0.0964265667536949,0.620706558354057
