"","corr","gene","n","type","model","sample"
"1039",0.813096410548824,"MLPH","top_50","svg","clustifyr","breast_sample1"
"1040",0.602332889145555,"SERHL2","top_50","svg","clustifyr","breast_sample1"
"1041",0.380881277169704,"ADH1B","top_50","svg","clustifyr","breast_sample1"
"1042",0.550228712885301,"SERPINA3","top_50","svg","clustifyr","breast_sample1"
"1043",0.802029810511575,"KRT8","top_50","svg","clustifyr","breast_sample1"
"1044",0.614139950707859,"CXCL12","top_50","svg","clustifyr","breast_sample1"
"1045",0.789014420489683,"PTPRC","top_50","svg","clustifyr","breast_sample1"
"1046",0.641676339300037,"CCDC80","top_50","svg","clustifyr","breast_sample1"
"1047",0.587997494708307,"ELF3","top_50","svg","clustifyr","breast_sample1"
"1048",0.509276150866086,"KRT15","top_50","svg","clustifyr","breast_sample1"
"1049",0.638300914845273,"MYO5B","top_50","svg","clustifyr","breast_sample1"
"1050",0.459900253925226,"SFRP1","top_50","svg","clustifyr","breast_sample1"
"1051",0.734729823064829,"CDH1","top_50","svg","clustifyr","breast_sample1"
"1052",0.702658405547401,"CXCR4","top_50","svg","clustifyr","breast_sample1"
"1053",0.650467913263211,"S100A14","top_50","svg","clustifyr","breast_sample1"
"1054",0.729828242048788,"CD9","top_50","svg","clustifyr","breast_sample1"
"1055",0.500763122018219,"TFAP2A","top_50","svg","clustifyr","breast_sample1"
"1056",0.695694469395906,"CCND1","top_50","svg","clustifyr","breast_sample1"
"1057",0.501724254514642,"CLDN4","top_50","svg","clustifyr","breast_sample1"
"1058",0.71261613592865,"IL7R","top_50","svg","clustifyr","breast_sample1"
"1059",0.596677619884845,"AR","top_50","svg","clustifyr","breast_sample1"
"1060",0.393965732701628,"KRT16","top_50","svg","clustifyr","breast_sample1"
"1061",0.43385705120247,"PTGDS","top_50","svg","clustifyr","breast_sample1"
"1062",0.649663843566908,"POSTN","top_50","svg","clustifyr","breast_sample1"
"1063",0.611116609348788,"LYPD3","top_50","svg","clustifyr","breast_sample1"
"1064",0.657102758972704,"LUM","top_50","svg","clustifyr","breast_sample1"
"1065",0.356637642102646,"ESR1","top_50","svg","clustifyr","breast_sample1"
"1066",0.279276492495229,"MS4A1","top_50","svg","clustifyr","breast_sample1"
"1067",0.682543722459139,"DSP","top_50","svg","clustifyr","breast_sample1"
"1068",0.484575800930582,"SFRP4","top_50","svg","clustifyr","breast_sample1"
"1069",0.458538818036873,"MZB1","top_50","svg","clustifyr","breast_sample1"
"1070",0.442281510353126,"KLF5","top_50","svg","clustifyr","breast_sample1"
