"x","y","celltype","model"
1983.5916,1029.7747,"Malignant","ground truth"
2833.2378,1032.2233,"Malignant","ground truth"
2847.1528,1028.4706,"Malignant","ground truth"
2914.048,1032.6205,"Malignant","ground truth"
3415.7698,1031.0658,"Malignant","ground truth"
3477.1484,1030.6436,"Plasma","ground truth"
3600.0225,1032.7191,"Malignant","ground truth"
5146.1855,1028.9196,"Stromal","ground truth"
5269.6797,1029.4373,"Malignant","ground truth"
5528.7964,1031.106,"Malignant","ground truth"
6035.8438,1028.8794,"Macrophage","ground truth"
7361.8877,1028.9102,"T","ground truth"
7444.415,1027.9811,"T","ground truth"
11.171429,1031.9572,"T","ground truth"
46.914288,1030.8,"T","ground truth"
63.575756,1029.8485,"T","ground truth"
307.62265,1030.7358,"T","ground truth"
841.43243,1033.2838,"Malignant","ground truth"
1617.0311,1031.8561,"Malignant","ground truth"
1909.1471,1028.6765,"Stromal","ground truth"
2486.9016,1034.8319,"Malignant","ground truth"
2743.6238,1032.5891,"Malignant","ground truth"
2995.694,1030.6,"Malignant","ground truth"
3096.5461,1030,"Malignant","ground truth"
3896.8323,1032.7356,"Stromal","ground truth"
5342.7734,1030.6321,"T","ground truth"
5381.078,1031.3739,"Myoepi","ground truth"
5400.718,1030.252,"Malignant","ground truth"
431.1591,1030.75,"T","ground truth"
504.70538,1036.0789,"Malignant","ground truth"
739.6259,1035.3021,"Malignant","ground truth"
798.5109,1031.416,"Malignant","ground truth"
1224.9664,1037.5126,"Malignant","ground truth"
1557.1904,1032.3214,"Malignant","ground truth"
1728.15,1032.3,"Malignant","ground truth"
2379.8506,1033.7701,"Malignant","ground truth"
2609.1807,1033.2407,"Malignant","ground truth"
2953.6848,1033.5548,"Malignant","ground truth"
5542.7173,1031.0505,"Malignant","ground truth"
5608.9976,1031.1855,"Malignant","ground truth"
5703.849,1033.8889,"Plasma","ground truth"
130.72728,1033.7533,"T","ground truth"
374.4568,1032.3334,"Macrophage","ground truth"
476.21277,1035.7872,"Stromal","ground truth"
722.169,1037.4225,"Malignant","ground truth"
918.9211,1032.8618,"Malignant","ground truth"
1291.4261,1035.2614,"Malignant","ground truth"
1365.1143,1033.65,"Malignant","ground truth"
1434.1418,1033.8182,"Malignant","ground truth"
1512.9025,1032.2683,"Malignant","ground truth"
1721.2727,1035.697,"Malignant","ground truth"
1925.8823,1033.2745,"Stromal","ground truth"
2225.8794,1034.4397,"Malignant","ground truth"
2270.0425,1035.6915,"Stromal","ground truth"
3257.6436,1029.0496,"Stromal","ground truth"
4677.528,1032.1106,"Macrophage","ground truth"
4809.6133,1036.5155,"Stromal","ground truth"
5207.745,1036.668,"Malignant","ground truth"
5223.4766,1032.0747,"Malignant","ground truth"
5254.6533,1032.2677,"Malignant","ground truth"
5307.639,1032.3684,"Myoepi","ground truth"
5965.451,1031.4509,"T","ground truth"
6241.419,1032.875,"Stromal","ground truth"
31.36111,1032.3611,"Stromal","ground truth"
80.6129,1033.4517,"T","ground truth"
275.274,1032.6028,"T","ground truth"
289.4694,1033.7653,"T","ground truth"
1386.2013,1033.195,"Malignant","ground truth"
1851.7529,1033.8942,"T","ground truth"
2359.0906,1037.0474,"Malignant","ground truth"
2407.9602,1035.5873,"Malignant","ground truth"
2571.6357,1036.7643,"Malignant","ground truth"
2645.0618,1034.3821,"Malignant","ground truth"
2970.1562,1033.0938,"Malignant","ground truth"
3548.4644,1032.2767,"Stromal","ground truth"
3647.1956,1038.3911,"Stromal","ground truth"
3871.0974,1032.4832,"Malignant","ground truth"
4093.0637,1033.7446,"Macrophage","ground truth"
5443.013,1033.4851,"Malignant","ground truth"
5479.932,1034.1885,"Malignant","ground truth"
6664.8433,1037.0392,"Malignant","ground truth"
145.61363,1035.2273,"B","ground truth"
176.9909,1035.8455,"Stromal","ground truth"
252.79662,1035.4576,"T","ground truth"
523.1032,1036.8323,"Malignant","ground truth"
546.40717,1035.7214,"Malignant","ground truth"
622.0924,1038.0673,"Malignant","ground truth"
662.9286,1034.0714,"Malignant","ground truth"
1017.61084,1033.1675,"Malignant","ground truth"
1030.7324,1035.4084,"Malignant","ground truth"
1798.6478,1034.4225,"T","ground truth"
2061.7966,1035.9176,"Malignant","ground truth"
2720.4807,1036.7019,"Malignant","ground truth"
2977.9238,1036.0326,"Malignant","ground truth"
3861.4768,1039.1754,"Malignant","ground truth"
5375,1035.6897,"Myoepi","ground truth"
5585.9873,1034.019,"Malignant","ground truth"
6448.394,1040.742,"Stromal","ground truth"
638.84485,1035.431,"Macrophage","ground truth"
984.91876,1037.9594,"Malignant","ground truth"
1468.3978,1040.1613,"Malignant","ground truth"
1570.4039,1036.1526,"Malignant","ground truth"
1704.7875,1035.225,"Macrophage","ground truth"
2411.4285,1035.0857,"Malignant","ground truth"
2812.572,1039.006,"Stromal","ground truth"
3157.0632,1040.954,"Malignant","ground truth"
5193.301,1037.0325,"Malignant","ground truth"
42.708332,1036.7916,"T","ground truth"
436.10464,1038.3372,"Macrophage","ground truth"
609.5609,1035.0737,"Malignant","ground truth"
775.5847,1038.4208,"Malignant","ground truth"
1303.8829,1038.0212,"Macrophage","ground truth"
1765.8158,1035.6842,"Macrophage","ground truth"
1812.4174,1038.4016,"Macrophage","ground truth"
1887.2823,1036.5294,"Stromal","ground truth"
2306.8801,1036.1317,"Stromal","ground truth"
2629.481,1038.3713,"Malignant","ground truth"
2694.584,1037.708,"Stromal","ground truth"
2768.9312,1037.7069,"Malignant","ground truth"
2798.108,1034.4706,"Malignant","ground truth"
2849.5,1039.5969,"Malignant","ground truth"
3141.919,1036.6082,"Malignant","ground truth"
3258.9944,1038.9773,"Malignant","ground truth"
3519.0989,1039.407,"Stromal","ground truth"
5463.5127,1037.8,"Malignant","ground truth"
5731.729,1036.6798,"Macrophage","ground truth"
6105.887,1039.0693,"Stromal","ground truth"
58.295082,1037.9836,"B","ground truth"
96.3,1037.5,"T","ground truth"
140.54762,1037.5952,"T","ground truth"
536.13367,1040.3262,"Malignant","ground truth"
567.29565,1042.1942,"Malignant","ground truth"
804.736,1039.3909,"Malignant","ground truth"
899.78015,1039.0283,"Malignant","ground truth"
1071.9062,1039.0625,"T","ground truth"
1105.2745,1038.0588,"T","ground truth"
1457.0627,1033.5255,"Stromal","ground truth"
1676.8182,1039.0636,"Malignant","ground truth"
1742.6364,1037.7576,"T","ground truth"
1758.3625,1038.6,"DC_Mast","ground truth"
2014.2067,1039.6537,"Malignant","ground truth"
2207.6282,1041.0331,"Malignant","ground truth"
2613.22,1042.7267,"Malignant","ground truth"
2784.9033,1040.9274,"Malignant","ground truth"
2880.0159,1040.9448,"Malignant","ground truth"
3269.6667,1038.0139,"Stromal","ground truth"
3293.3792,1038.6171,"Stromal","ground truth"
3555.7676,1039.1313,"Stromal","ground truth"
3960.3784,1037.2433,"Plasma","ground truth"
4977.33,1030.8113,"Stromal","ground truth"
5163.95,1037.9574,"Malignant","ground truth"
5274.495,1038.4476,"Malignant","ground truth"
5506.0117,1036.6919,"Malignant","ground truth"
5598.1597,1040.1439,"Malignant","ground truth"
5838.2446,1047.2993,"Stromal","ground truth"
6676.1064,1039.2979,"Malignant","ground truth"
7415.736,1037.3962,"T","ground truth"
73.53571,1039.1428,"T","ground truth"
308.05,1037.475,"Macrophage","ground truth"
459.40817,1039.9592,"DC_Mast","ground truth"
1511,1039.7217,"Malignant","ground truth"
1595.8171,1038.4686,"Malignant","ground truth"
2448.563,1041.2275,"Malignant","ground truth"
2967.4822,1038.5892,"Malignant","ground truth"
3032.11,1040.9175,"Malignant","ground truth"
3119.735,1041.8804,"Malignant","ground truth"
3173.2935,1040.7247,"Malignant","ground truth"
3247.1104,1036.7725,"Malignant","ground truth"
3344.6995,1041.4294,"Stromal","ground truth"
3406.746,1039.4308,"Macrophage","ground truth"
3570.3218,1037.0747,"Stromal","ground truth"
5152.14,1043.0374,"Malignant","ground truth"
5421.533,1041.9592,"Malignant","ground truth"
5434.673,1040.5514,"Malignant","ground truth"
5519.2573,1036.8,"Malignant","ground truth"
33.245613,1039.7894,"B","ground truth"
1164.2029,1040.0508,"Malignant","ground truth"
1493.2782,1042.2932,"Malignant","ground truth"
1735.5841,1041.6991,"Stromal","ground truth"
1771.8411,1042.0935,"Stromal","ground truth"
1905.3673,1039.8673,"T","ground truth"
2084.154,1037.1246,"Malignant","ground truth"
2151.7102,1038.942,"Malignant","ground truth"
2430.018,1041.4298,"Malignant","ground truth"
2913.7815,1042.4044,"Malignant","ground truth"
3202.8286,1037.0553,"Malignant","ground truth"
3319.7983,1041.5294,"T","ground truth"
5574.5,1040.2935,"Malignant","ground truth"
5936.7095,1038.742,"T","ground truth"
6812.487,1038.8636,"Stromal","ground truth"
21.09756,1040.561,"B","ground truth"
48.333332,1042.0444,"T","ground truth"
557.7153,1041.6389,"Malignant","ground truth"
909.38074,1042.9949,"Malignant","ground truth"
960.90607,1040.7017,"Malignant","ground truth"
1916.1807,1040.5302,"Stromal","ground truth"
2025.6285,1041.0667,"Malignant","ground truth"
2465.0635,1043.6151,"Malignant","ground truth"
2584.6572,1040.9952,"Malignant","ground truth"
2670.995,1040.8529,"Malignant","ground truth"
3089.7322,1038.125,"Malignant","ground truth"
4196.071,1044.2339,"Stromal","ground truth"
5178.132,1044.8467,"Malignant","ground truth"
5636.477,1042.9196,"Macrophage","ground truth"
7333.849,1041.7808,"T","ground truth"
116.84906,1041.7736,"T","ground truth"
923.052,1043.1676,"Malignant","ground truth"
1003.4958,1043.9874,"Malignant","ground truth"
1605.1578,1042.6842,"Malignant","ground truth"
1822.5161,1039.258,"Macrophage","ground truth"
1833.4891,1042.4674,"Stromal","ground truth"
2103.5974,1043,"Malignant","ground truth"
2125.2783,1045.5911,"Malignant","ground truth"
2159.2422,1044.565,"Malignant","ground truth"
2257.6497,1042.4233,"Stromal","ground truth"
2988.5334,1044.8944,"Malignant","ground truth"
3128.7344,1041.7969,"Malignant","ground truth"
3330.4424,1042.8557,"Stromal","ground truth"
3446.4685,1042.654,"Malignant","ground truth"
3957.5068,1040.1564,"Stromal","ground truth"
4864.054,1040.396,"Stromal","ground truth"
5391.118,1040.15,"Malignant","ground truth"
5478.851,1042.9788,"Malignant","ground truth"
5614.8105,1045.8937,"Myoepi","ground truth"
7153.1846,1043.7283,"Stromal","ground truth"
7351.4956,1040.4033,"T","ground truth"
383.57144,1041.9592,"T","ground truth"
839.6489,1043.5585,"Malignant","ground truth"
944.2394,1041.2181,"Malignant","ground truth"
1213.0844,1048.0349,"Malignant","ground truth"
1373.4567,1042.8035,"Malignant","ground truth"
1387.365,1047.175,"Malignant","ground truth"
2283.7844,1042.6666,"Stromal","ground truth"
2595.8838,1045.3024,"Malignant","ground truth"
2892.6582,1050.382,"Malignant","ground truth"
3278.9539,1041.8616,"Malignant","ground truth"
3641.2947,1050.9751,"Stromal","ground truth"
4728.47,1039.2568,"Stromal","ground truth"
5224.7905,1044,"Malignant","ground truth"
5291.1455,1043.5,"Malignant","ground truth"
5514.782,1043.4489,"Malignant","ground truth"
100.72222,1043.9259,"T","ground truth"
368.72342,1043.1489,"B","ground truth"
1425.8962,1046.1992,"Malignant","ground truth"
1638.2932,1048,"Malignant","ground truth"
1887.8383,1045.5834,"Malignant","ground truth"
1971.4458,1047.656,"Stromal","ground truth"
2505.0273,1045.3115,"Malignant","ground truth"
2980.2395,1044.9718,"Malignant","ground truth"
3024.9583,1045.5583,"Malignant","ground truth"
3082.866,1043.4817,"Malignant","ground truth"
3235.82,1048.06,"Malignant","ground truth"
3764.7446,1047.9052,"Macrophage","ground truth"
5236.515,1045.3497,"Malignant","ground truth"
5343.327,1044.9182,"Stromal","ground truth"
6608.875,1042.5,"T","ground truth"
193.18,1043.16,"Macrophage","ground truth"
216.16667,1044.6041,"T","ground truth"
314.7077,1045.5538,"T","ground truth"
457.7,1045.4,"T","ground truth"
470.0635,1045.3175,"Stromal","ground truth"
1722.9429,1043.6571,"Stromal","ground truth"
2321.4573,1040.5684,"Stromal","ground truth"
2928.14,1045.3334,"Malignant","ground truth"
3111.492,1045.8096,"Malignant","ground truth"
3485.2234,1042.7979,"Malignant","ground truth"
5247.25,1044.2764,"Malignant","ground truth"
127.84849,1045.8182,"T","ground truth"
510.94214,1042.6199,"Myoepi","ground truth"
769.8599,1045.8455,"Malignant","ground truth"
856.4382,1041.83,"Malignant","ground truth"
870.82874,1047.5138,"Malignant","ground truth"
1403.7125,1045.0675,"Malignant","ground truth"
1444.0741,1043.4907,"Malignant","ground truth"
1546.7294,1046.3176,"Macrophage","ground truth"
1558.4678,1045.5161,"T","ground truth"
1619.633,1043.679,"Malignant","ground truth"
1650.6154,1044.8975,"Malignant","ground truth"
1868.9286,1046.3286,"Macrophage","ground truth"
2488.158,1048.0614,"Malignant","ground truth"
3249.4275,1049.0482,"Malignant","ground truth"
3394.3875,1039.8558,"Malignant","ground truth"
3427.8647,1050.2556,"Malignant","ground truth"
5001.9517,1045.7319,"Stromal","ground truth"
5136.733,1048.3344,"Malignant","ground truth"
5282.0073,1047.9117,"Malignant","ground truth"
5305.305,1044.168,"Malignant","ground truth"
5539.3506,1048.4502,"Malignant","ground truth"
6675.8657,1046.916,"Malignant","ground truth"
6706.592,1044.9387,"Myoepi","ground truth"
491.5484,1046.6936,"T","ground truth"
732.8319,1048.8992,"Malignant","ground truth"
795.0789,1045.5922,"Malignant","ground truth"
823.58276,1047.5696,"Malignant","ground truth"
1027.8414,1047.3445,"Malignant","ground truth"
1040.7549,1047.0098,"Stromal","ground truth"
1148.4158,1047.0225,"Malignant","ground truth"
1158.9918,1047.4221,"Malignant","ground truth"
2545.0166,1046.9333,"Stromal","ground truth"
2603.6902,1051.3584,"Malignant","ground truth"
2643.0925,1052.0454,"Malignant","ground truth"
2828.6094,1046.5233,"Malignant","ground truth"
2897.8542,1042.9006,"Malignant","ground truth"
3044.1436,1042.7778,"Malignant","ground truth"
3190.9326,1043.0618,"Malignant","ground truth"
3273.8643,1050.7783,"Malignant","ground truth"
4938.781,1048.5112,"Macrophage","ground truth"
5112.038,1048.2595,"Stromal","ground truth"
5406.237,1047.9073,"Malignant","ground truth"
5556.4707,1045.6682,"Malignant","ground truth"
5698.3,1044.5364,"T","ground truth"
5817.6914,1049.0972,"Stromal","ground truth"
6697.243,1052.3672,"Malignant","ground truth"
106.86842,1047.3948,"T","ground truth"
135.90805,1048.069,"Macrophage","ground truth"
1096.1523,1044.381,"Stromal","ground truth"
1199.7671,1047.5753,"Malignant","ground truth"
1310.56,1046.8,"Malignant","ground truth"
1922.9637,1047.1675,"Stromal","ground truth"
2292.8152,1047.6631,"Macrophage","ground truth"
2307.1926,1052.1926,"Stromal","ground truth"
3076.948,1048.2598,"Malignant","ground truth"
5315.5,1049.7329,"Malignant","ground truth"
5498.5425,1048.3582,"Malignant","ground truth"
1483.8107,1048.2346,"Malignant","ground truth"
1526.0516,1047.2064,"Malignant","ground truth"
2040.81,1050.05,"Malignant","ground truth"
2090.6924,1052.1373,"Malignant","ground truth"
2357.7615,1047.1023,"Macrophage","ground truth"
2375.5186,1046.9445,"Malignant","ground truth"
2776.878,1053.2047,"Malignant","ground truth"
3285.6382,1046.0851,"Malignant","ground truth"
3497.261,1048.4836,"Stromal","ground truth"
4511.2188,1049.5963,"Stromal","ground truth"
5011.848,1046.168,"Stromal","ground truth"
5203.7534,1048.2174,"Malignant","ground truth"
5267.852,1050.4568,"Malignant","ground truth"
5441.4546,1048.803,"Malignant","ground truth"
5628.9062,1048.9375,"Stromal","ground truth"
5804.5693,1044.4147,"T","ground truth"
6003.191,1046.2898,"Plasma","ground truth"
6723.451,1050.4723,"Myoepi","ground truth"
7242.9272,1046.7363,"Stromal","ground truth"
22.202898,1050.1305,"Stromal","ground truth"
33.817074,1052.1586,"T","ground truth"
49.419353,1049.0646,"T","ground truth"
68.319145,1049.1277,"T","ground truth"
111.61539,1050.9038,"T","ground truth"
376.48,1049.54,"T","ground truth"
384.4694,1048.5103,"T","ground truth"
430.3793,1049.3276,"T","ground truth"
532.8939,1051.2576,"Malignant","ground truth"
1014.4093,1050.6373,"Malignant","ground truth"
1102.2195,1047.9147,"Macrophage","ground truth"
1298.241,1048.8795,"Malignant","ground truth"
1568.6282,1049.1666,"Malignant","ground truth"
1758.325,1049.6,"Stromal","ground truth"
1790.8319,1050,"Malignant","ground truth"
1998.5,1049.96,"T","ground truth"
2144.3274,1049.886,"Malignant","ground truth"
3251.3103,1051.1724,"Malignant","ground truth"
3501.8857,1048.3715,"Malignant","ground truth"
3508.5146,1050.6765,"Malignant","ground truth"
3610.7454,1049.849,"Stromal","ground truth"
4068.8547,1050.4767,"Stromal","ground truth"
4166.8867,1053.0934,"Stromal","ground truth"
5214.705,1053.1583,"Malignant","ground truth"
5464.721,1050.7147,"Malignant","ground truth"
5487.856,1049.8474,"Malignant","ground truth"
98.85294,1050.6765,"T","ground truth"
231.2388,1050.6567,"T","ground truth"
608.16614,1051.7068,"Malignant","ground truth"
802.1685,1051.5505,"Malignant","ground truth"
2973.1597,1051.1809,"Malignant","ground truth"
3049.623,1050.1476,"Malignant","ground truth"
3306.397,1052.0201,"Malignant","ground truth"
3532.3394,1053.5321,"Malignant","ground truth"
3671.4375,1052.475,"T","ground truth"
5569.954,1049.1609,"Malignant","ground truth"
5945.645,1049.7258,"B","ground truth"
6592.574,1050.6852,"T","ground truth"
6633.75,1049.5714,"Macrophage","ground truth"
6662.623,1050.8934,"Malignant","ground truth"
333.1154,1052.0577,"T","ground truth"
971.7847,1048.399,"Malignant","ground truth"
1088.758,1053.4354,"Stromal","ground truth"
1784.3833,1055.1555,"Malignant","ground truth"
2271.947,1055.1814,"Stromal","ground truth"
2521.6172,1055.3854,"Malignant","ground truth"
2672.548,1054.6566,"Malignant","ground truth"
2839.5757,1053.2815,"Malignant","ground truth"
2853.8088,1056.4141,"Malignant","ground truth"
3006.25,1057.3594,"Malignant","ground truth"
3133.3628,1052.25,"Malignant","ground truth"
3357.3813,1052.9187,"Macrophage","ground truth"
3581.7217,1053.3402,"Stromal","ground truth"
5933.36,1050.94,"Macrophage","ground truth"
60.190475,1051.7142,"B","ground truth"
74.11667,1053.5834,"B","ground truth"
145.8353,1054.3529,"Plasma","ground truth"
218.58333,1051.2916,"Stromal","ground truth"
386.41666,1052.8,"T","ground truth"
904.37396,1055.5883,"Malignant","ground truth"
1230.9067,1054.8912,"Malignant","ground truth"
1247.8628,1058.0662,"Malignant","ground truth"
1721.561,1052.4147,"T","ground truth"
2454.7168,1054.37,"Malignant","ground truth"
2584.9285,1053.0408,"Malignant","ground truth"
2765.106,1053.9546,"Malignant","ground truth"
2907.4111,1055.7556,"Malignant","ground truth"
2919.275,1053.061,"Malignant","ground truth"
3226.1243,1056.1305,"Malignant","ground truth"
4800.603,1051.1608,"T","ground truth"
5101.436,1054.3334,"Stromal","ground truth"
5159.1616,1056.7263,"Malignant","ground truth"
5193.0024,1056.421,"Malignant","ground truth"
5363.1724,1052.8448,"Stromal","ground truth"
5518.509,1051.0964,"Malignant","ground truth"
6705.475,1051.65,"Myoepi","ground truth"
53.316456,1055.1519,"B","ground truth"
81.5,1054.2858,"T","ground truth"
485.30768,1049.1077,"Stromal","ground truth"
891.8875,1052.9938,"Malignant","ground truth"
1959.0326,1055.5978,"Malignant","ground truth"
2119.8235,1056.0059,"Malignant","ground truth"
2385.946,1053.6892,"Malignant","ground truth"
2568.3125,1053.5,"Macrophage","ground truth"
3117.663,1057.7336,"Malignant","ground truth"
5307.5303,1055.1061,"Malignant","ground truth"
7263.1465,1053.3018,"T","ground truth"
176.47058,1054.7646,"Macrophage","ground truth"
312.06122,1054.3062,"T","ground truth"
1514.1532,1052.536,"Malignant","ground truth"
2028.8218,1055.9491,"Malignant","ground truth"
2366.1616,1058.6724,"Malignant","ground truth"
2955.8308,1054.2307,"Malignant","ground truth"
2983.611,1054.75,"Malignant","ground truth"
2993.3108,1054.9865,"Malignant","ground truth"
3177.257,1054.7626,"Stromal","ground truth"
3458.121,1056.8981,"Macrophage","ground truth"
3514.3137,1059.5197,"Malignant","ground truth"
5904.6665,1056.728,"Stromal","ground truth"
6686.293,1055.0929,"Malignant","ground truth"
7043.511,1054.4222,"Stromal","ground truth"
7386.5186,1054.6296,"T","ground truth"
7456.0737,1056.9369,"Macrophage","ground truth"
7.8235292,1055.6765,"B","ground truth"
63.76923,1056.1923,"T","ground truth"
168.09616,1056.1731,"B","ground truth"
208.925,1055.35,"T","ground truth"
375.63333,1055.8833,"T","ground truth"
449.43396,1054.7925,"T","ground truth"
771.209,1053.4104,"Malignant","ground truth"
882.81335,1055.3667,"Malignant","ground truth"
1151.3422,1058.193,"Malignant","ground truth"
1195.6235,1057.2227,"Malignant","ground truth"
1361.9814,1055.7963,"Macrophage","ground truth"
1467.1464,1060.4634,"Malignant","ground truth"
1693.6268,1058.9626,"Malignant","ground truth"
1889.7319,1056.9279,"Malignant","ground truth"
1906.625,1058.9135,"Macrophage","ground truth"
1930.6666,1062.8081,"Stromal","ground truth"
2016.7682,1052.3179,"Malignant","ground truth"
3164.686,1054.8605,"Malignant","ground truth"
5634.5605,1056.4725,"Macrophage","ground truth"
5697,1054.9143,"Plasma","ground truth"
118.01724,1056.8448,"T","ground truth"
243.54903,1056.2157,"T","ground truth"
279.5614,1057.9474,"T","ground truth"
367.16666,1054.875,"Plasma","ground truth"
1069.1791,1058.194,"Macrophage","ground truth"
2216.3792,1057.6875,"Malignant","ground truth"
2538.6592,1059.5408,"Malignant","ground truth"
2736.496,1056.9341,"Malignant","ground truth"
2749.5964,1058.8223,"Malignant","ground truth"
3291.792,1056.7052,"Malignant","ground truth"
3546.266,1056.3232,"Malignant","ground truth"
5102.079,1060.3508,"Stromal","ground truth"
6249.7266,1054.8837,"Stromal","ground truth"
7035.7144,1055.8286,"Stromal","ground truth"
7249.86,1055.7192,"T","ground truth"
43.32558,1056.721,"Stromal","ground truth"
133.21477,1057.0134,"Macrophage","ground truth"
193.41379,1058.2413,"T","ground truth"
201.09756,1058.8536,"T","ground truth"
386.36365,1057.091,"Plasma","ground truth"
435.15308,1058.3062,"Macrophage","ground truth"
443.66666,1058.0197,"T","ground truth"
550.08954,1048.9353,"Malignant","ground truth"
846.36017,1058.5308,"Malignant","ground truth"
857.2549,1056.7941,"Malignant","ground truth"
1055.873,1058.0793,"T","ground truth"
1299.5,1057.7727,"Malignant","ground truth"
1307.0938,1056.1771,"Malignant","ground truth"
2104.951,1058.5995,"Malignant","ground truth"
2166,1059.0803,"Malignant","ground truth"
2428.8186,1059.9965,"Malignant","ground truth"
2559.2153,1060.77,"Malignant","ground truth"
4300.952,1056.0383,"Stromal","ground truth"
5136.708,1061.5328,"Malignant","ground truth"
5523.9526,1060.9843,"Malignant","ground truth"
5576.4663,1056.1779,"Malignant","ground truth"
5911.1553,1055.3296,"Macrophage","ground truth"
7026.7075,1057,"Stromal","ground truth"
127.37736,1059.0754,"T","ground truth"
225.32608,1058.2826,"T","ground truth"
808.61444,1059.994,"Malignant","ground truth"
949.18854,1061.8066,"Malignant","ground truth"
2469.5618,1058.3271,"Stromal","ground truth"
2805.6155,1061.4385,"Malignant","ground truth"
3075.4473,1059.0702,"Malignant","ground truth"
3104.7622,1062.0574,"Malignant","ground truth"
3215.8486,1061.454,"Malignant","ground truth"
3268.2097,1055.2903,"Malignant","ground truth"
3830.7659,1061.7025,"T","ground truth"
5120.9663,1060.633,"Malignant","ground truth"
5291.75,1061.1025,"Malignant","ground truth"
5335.808,1060.8542,"Malignant","ground truth"
5589.051,1058.2266,"Malignant","ground truth"
5825,1062.3789,"B","ground truth"
5940.3945,1056.8596,"Macrophage","ground truth"
6055.8364,1055.5784,"Stromal","ground truth"
6600.6665,1057.7361,"Stromal","ground truth"
6768.826,1057.672,"Stromal","ground truth"
262.4516,1059.6774,"T","ground truth"
722.38824,1060.8823,"Malignant","ground truth"
820,1059.7214,"Malignant","ground truth"
832.2988,1060.1724,"Malignant","ground truth"
973.1698,1063.283,"Malignant","ground truth"
981.97046,1063.2463,"Malignant","ground truth"
1287.75,1060.55,"Stromal","ground truth"
1420.4019,1063.0813,"Malignant","ground truth"
1611.4653,1062.1666,"Malignant","ground truth"
1822.935,1060.6624,"Macrophage","ground truth"
2314.4028,1067.9117,"Malignant","ground truth"
2320.7634,1062.5807,"Malignant","ground truth"
2679.9763,1064.2761,"Malignant","ground truth"
3352.6758,1059.8243,"T","ground truth"
5246.8447,1062.056,"Malignant","ground truth"
5398.982,1055.8909,"Stromal","ground truth"
5507.087,1062.4847,"Malignant","ground truth"
6662.4253,1062.9824,"Malignant","ground truth"
7126.5723,1062.8,"Stromal","ground truth"
85.104164,1060.9166,"T","ground truth"
580.6319,1061.7699,"Malignant","ground truth"
1433.5256,1065.2659,"Malignant","ground truth"
1446.9281,1063.6055,"Malignant","ground truth"
1628.1168,1065.457,"Malignant","ground truth"
1780.1957,1061.5435,"Malignant","ground truth"
1945.6387,1066.3514,"Malignant","ground truth"
1984.5454,1065.1948,"Malignant","ground truth"
2141.9966,1067.5188,"Malignant","ground truth"
2391.9285,1063.7322,"Malignant","ground truth"
3246.5125,1061.99,"Malignant","ground truth"
3322.708,1058.0249,"Plasma","ground truth"
3344.4812,1061.4623,"Macrophage","ground truth"
5089.045,1064.838,"Stromal","ground truth"
5417.045,1059.8193,"Malignant","ground truth"
5431.0645,1058.0945,"Malignant","ground truth"
5564.198,1059.7391,"Malignant","ground truth"
6633.1875,1062.2947,"T","ground truth"
6709.1553,1058.181,"Myoepi","ground truth"
7011.8438,1066.4766,"Stromal","ground truth"
7260.1274,1060.0426,"T","ground truth"
9.522727,1061.6364,"T","ground truth"
121.11905,1062.0476,"B","ground truth"
177.66667,1062.2407,"T","ground truth"
247.85715,1061.9048,"T","ground truth"
328.65384,1061.3846,"T","ground truth"
2847.5251,1065.2374,"Malignant","ground truth"
3508.625,1061.125,"Malignant","ground truth"
5185.579,1061.6578,"Malignant","ground truth"
5628.1074,1064.8256,"Macrophage","ground truth"
6678.2935,1059.8096,"Malignant","ground truth"
6715.6333,1064.1866,"Myoepi","ground truth"
7320.6406,1064.4053,"T","ground truth"
45.295776,1063.2817,"Macrophage","ground truth"
95.02439,1062.5853,"Macrophage","ground truth"
165.53659,1062.122,"T","ground truth"
215.76596,1061.9362,"T","ground truth"
354.82455,1063.4036,"T","ground truth"
963.46826,1061.3969,"Malignant","ground truth"
1345.3738,1063.2626,"Stromal","ground truth"
1393.375,1061.575,"Malignant","ground truth"
2504.7637,1061.8904,"Malignant","ground truth"
2924.7273,1065.2032,"Malignant","ground truth"
2988.5208,1061.4791,"Malignant","ground truth"
3010.7837,1065.4955,"Malignant","ground truth"
3093.035,1067.1609,"Malignant","ground truth"
3123.5144,1063.981,"Malignant","ground truth"
3158.781,1065.8202,"Malignant","ground truth"
3446.0784,1062.3628,"Stromal","ground truth"
3590.9663,1067.1418,"Stromal","ground truth"
5455.5215,1066.218,"Malignant","ground truth"
6580.787,1062.234,"T","ground truth"
55.074074,1063.0927,"T","ground truth"
240.24,1062.96,"T","ground truth"
254.7234,1063.3617,"T","ground truth"
275.09558,1065.0146,"Stromal","ground truth"
316.9434,1063.3585,"T","ground truth"
369.45834,1064.9479,"Plasma","ground truth"
380.5139,1064.5278,"T","ground truth"
789.1437,1063.7471,"Malignant","ground truth"
1092.1357,1060.4928,"Stromal","ground truth"
1213.8579,1065.2216,"Malignant","ground truth"
1844.0743,1065.1488,"Malignant","ground truth"
2553.6,1065.9286,"Malignant","ground truth"
2588.7656,1065.4688,"Malignant","ground truth"
2627.4575,1067.5507,"Malignant","ground truth"
2714.0466,1063.3024,"Macrophage","ground truth"
2832.5647,1065.6425,"Malignant","ground truth"
2889.5828,1065.4896,"Malignant","ground truth"
