"corr","gene","n","type","model","sample"
0.739773472209119,"CD9","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.083350117969418,"MMP1","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.808345097272583,"ERBB2","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.438864861448848,"AKR1C1","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.535832015292146,"ALDH1A3","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.658623499344292,"TRAF4","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.421475607009727,"TOP2A","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.575895968258118,"AQP3","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.616746586969284,"DSC2","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.601857476138611,"SLC5A6","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.560824790965277,"SQLE","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.295564280355494,"KRT23","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.757689573238427,"TPD52","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.477937910864321,"SDC4","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.251905905762192,"SFRP4","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.598172030932602,"RUNX1","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.637046903452005,"MDM2","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.664348620591995,"ENAH","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.722407606584598,"KRT8","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
0.360282675247818,"LYZ","top_50","svg","+ref (w/o cell type, w/o neighbourhood)","breast_sample2"
