"variable","value"
"B--EPCAM",0.0454909947333333
"B--EPCAM",0.0343111866978788
"B--EPCAM",0.0515612973777778
"B--EPCAM",0.152401165777778
"B--EPCAM",0.0395251258333333
"B--EPCAM",0.0706122588333333
"B--EPCAM",0.0841604148064516
"B--EPCAM",0.0190486056666667
"B--EPCAM",0.0450586208888889
"B--EPCAM",0.0175384271333333
"B--EPCAM",0.0420328827028571
"B--EPCAM",0.0259672018143333
"B--EPCAM",0.0210256833333333
"B--EPCAM",NA
"B--EPCAM",0.0488606526666667
"B--EPCAM",0.0762247897222222
"B--EPCAM",0.0180735517819444
"B--EPCAM",0.0976408309444444
"B--EPCAM",0.03753893385
"B--EPCAM",0.0524076599066667
"B--EPCAM",0.0533770547361111
"B--EPCAM",0.0342276471517241
"B--EPCAM",0.293121316666667
"B--EPCAM",0.036582327936036
"B--EPCAM",0.0547872447421296
"B--EPCAM",0.0624190176088889
"B--EPCAM",0.0552699725473737
"B--EPCAM",0.0243223453392857
"B--EPCAM",0.0396421577435897
"B--EPCAM",0.0731913203958333
"B--EPCAM",0.0587664081666667
"B--EPCAM",0.0343827176666667
"B--EPCAM",0.0383624025361111
"B--EPCAM",0.0613616678333333
"B--EPCAM",0.0581084793038095
"B--EPCAM",0.0624374034761905
"B--EPCAM",0.0266197538361635
"B--EPCAM",0.0761687365833333
"B--EPCAM",NA
"B--EPCAM",0.135358869125
"B--EPCAM",NA
"B--EPCAM",0.1272715535
"B--EPCAM",NA
"B--EPCAM",0.0974892756
"B--EPCAM",NA
"B--EPCAM",0.0294548183333333
"B--EPCAM",NA
"B--EPCAM",0.0840063479222222
"B--EPCAM",0.0642645975030303
"B--EPCAM",0.0507059392229167
"B--EPCAM",NA
"B--EPCAM",NA
"B--EPCAM",NA
"B--EPCAM",0.0793203612928889
"B--EPCAM",0.0149410984666667
"B--EPCAM",0.0420974201210884
"B--EPCAM",0.0518952125613333
"B--EPCAM",0.0091382765
"B--EPCAM",0.018634036475
"B--EPCAM",0.0381748342222222
"Plasma--EPCAM",0.03527542285
"Plasma--EPCAM",0.0363209413405797
"Plasma--EPCAM",0.05964692
"Plasma--EPCAM",0.0716962014666667
"Plasma--EPCAM",0.134103688424242
"Plasma--EPCAM",0.0817986841818182
"Plasma--EPCAM",0.0712038874444444
"Plasma--EPCAM",0.0824643674848485
"Plasma--EPCAM",0.0926402996666667
"Plasma--EPCAM",0.147539268541667
"Plasma--EPCAM",0.0300393074
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.137234004
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.0762257596666667
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.166298202222222
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.165022779
"Plasma--EPCAM",0.0668554343333333
"Plasma--EPCAM",0.0488007409166667
"Plasma--EPCAM",0.0546984633333333
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.176978265555556
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.108850926666667
"Plasma--EPCAM",0.200070205555556
"Plasma--EPCAM",0.359720782
"Plasma--EPCAM",0.318778125
"Plasma--EPCAM",0.28797449
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.133222642333333
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.08956644
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.0293891356666667
"Plasma--EPCAM",0.434737356666667
"Plasma--EPCAM",0.143284745583333
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.142279753777778
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.188586812666667
"Plasma--EPCAM",0.0493719913333333
"Plasma--EPCAM",0.185361798111111
"Plasma--EPCAM",0.118840573371905
"Plasma--EPCAM",NA
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.0945902865555556
"Plasma--EPCAM",0.0316983628333333
"Plasma--EPCAM",0.161336006142857
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.153000075777778
"Plasma--EPCAM",0.0734192533333333
"Plasma--EPCAM",NA
"Plasma--EPCAM",0.150583320888889
"Plasma--EPCAM",0.0460231796666667
"Plasma--EPCAM",0.173071890074074
