"","x_cord","y_cord","gene"
"Cell_18733",928.85834,831.76666,4.76683553000569
"Cell_18734",1109.091,831.8586,4.44378170898006
"Cell_18744",1130.3064,831.1667,3.55945261519665
"Cell_18754",880.2885,833.2332,4.67162062086285
"Cell_18742",892.4796,831.37756,4.93400149244067
"Cell_18743",1047.2543,831.1695,0
"Cell_18753",760.6667,834.0926,3.88166292655032
"Cell_18755",1233.0355,832.06665,5.05615217799413
"Cell_18794",956.5726,838.5161,4.91861205917361
"Cell_18777",1148.2727,834.69855,3.64809476788028
"Cell_18793",818.8963,830.45184,2.73051301089082
"Cell_18815",899.96185,836.8435,4.51935101486961
"Cell_18813",688.57983,834.84875,2.69955009610506
"Cell_18814",831.42053,836.0561,4.93302254855699
"Cell_18855",1166.5394,839.4145,4.68968030733256
"Cell_18854",1010.87177,836.28204,2.53085093011918
"Cell_18852",734.05945,839.38916,4.29116184069822
"Cell_18853",864,838.3036,3.82416247497749
"Cell_18895",1123.4194,839.96185,3.54736265443518
"Cell_18894",1048.6644,842.299,2.49893823251026
"Cell_18856",1193.0726,839.1496,4.38149210533341
"Cell_18816",1037.0249,832.24066,2.39583608495816
"Cell_18892",753,838.8722,3.44530129287925
"Cell_18912",1223.3793,842.4598,4.23456588386719
"Cell_18946",844.96844,840.8842,4.33457189589803
"Cell_18911",649.86395,839.74365,2.5016345123178
"Cell_18926",668.4942,844.7965,2.85405063187416
"Cell_18963",1247.5541,848.55084,4.6597407433446
"Cell_18961",1004.0175,842.4386,0
"Cell_18962",1180.5461,843.1144,4.93764738806607
"Cell_18964",1263.5071,844.39435,4.57534202729
"Cell_18983",913.32416,847.8207,3.9686420559865
"Cell_18984",1109.6039,847.3896,4.03802777602107
"Cell_18981",711.57214,847.835,4.39131607782371
"Cell_19036",963.2634,851.02686,4.43362543514837
"Cell_19019",682.20306,848.6853,2.88208853558089
"Cell_19020",740.05554,848.61615,3.85718167756739
"Cell_19022",933.10266,846.21674,4.72174978860955
"Cell_19021",757.0495,849.6782,3.90999604353624
"Cell_19037",1036.8823,847.4706,1.9467538163225
"Cell_19075",769.7444,852.3005,4.3207283150361
"Cell_19077",817.84796,856.7427,4.10844274565667
"Cell_19094",882.282,849.3684,4.06536635399474
"Cell_19076",808.8195,851.4662,4.86119340833246
"Cell_19078",1239.5317,852.48413,5.09056692484074
"Cell_19053",943.7373,847.79663,3.6212950232685
"Cell_194",1356.4602,16.858408,2.79527117359601
"Cell_317",1407.6184,22.921053,0
"Cell_387",1421.5,28.10465,0
"Cell_423",1403.5714,28.553572,0
"Cell_424",1443.6526,30.094736,0
"Cell_443",1379.4198,30.617285,2.93768521145074
"Cell_512",1277.8613,35.87129,0
"Cell_570",1399.1818,41.977272,0
"Cell_591",1307.1948,38.935066,0
"Cell_593",1413.9718,39.028168,0
"Cell_688",1366.0472,45.228348,0
"Cell_689",1671.5575,45.96552,0
"Cell_740",1431.8846,47.548077,2.53085093011918
"Cell_774",1313.5895,50.11579,2.55712262148489
"Cell_797",1303.75,50.382355,2.55712262148489
"Cell_816",1417.4926,50.671642,2.8641633488237
"Cell_981",1277.186,60.860466,0
"Cell_1001",1313.5596,59.857143,3.26621168927837
"Cell_1017",1439.6428,60.761906,2.73051301089082
"Cell_1053",1292.8,62.7,0
"Cell_1039",1606.9417,64.816666,2.5840863619006
"Cell_1056",1457.9028,62.625,3.05796847072319
"Cell_1054",1324.2041,63.60204,0
"Cell_1074",1423.6823,65.915886,0
"Cell_1154",1287.0435,67.32609,0
"Cell_1090",1397.4203,65,2.82917147182371
"Cell_1107",1378.386,66.03509,0
"Cell_1108",1413.7654,67.72839,0
"Cell_1155",1441.211,67.98889,0
"Cell_1205",1327.9404,70.89286,0
"Cell_1225",1278.674,72.891304,1.84251616448965
"Cell_1241",1310.2639,72.5,2.32108701183734
"Cell_1184",1299.9279,71.84536,2.11466849278668
"Cell_1308",1357.7037,75.61729,2.73051301089082
"Cell_1355",1402.4,76.8,2.82917147182371
"Cell_1368",1433.15,79.03,0
"Cell_1405",1369.8334,82.458336,3.08653514827861
"Cell_1471",1403.5122,82.63415,0
"Cell_1449",1457.9888,83.26966,4.21623583378367
"Cell_1647",1729.6714,91.42857,0
"Cell_1495",1290.1025,85.30769,2.66946777947641
"Cell_1470",1328.45,84.82,3.36303120212154
"Cell_1497",1616.6222,86.04444,2.6402227498088
"Cell_1561",1284.9181,89.14754,0
"Cell_1586",1554.4166,89.13333,0
"Cell_1585",1486.68,89.97,2.40887019814945
"Cell_1644",1327.5272,90.218185,0
"Cell_1646",1688.1875,93.475,0
"Cell_1687",1292.1765,94.02353,1.78352521144335
"Cell_1689",1536.3707,92.06741,3.10109200167734
"Cell_1688",1303,93.791664,2.13163873296182
"Cell_1772",1462.2675,97.56977,2.455892669583
"Cell_1771",1337.8557,98.26923,2.31065308608178
"Cell_1742",1372.2131,96.491806,0
"Cell_1774",1722.9315,98.38356,0
"Cell_1741",1312.6957,97.684784,2.96331998770637
"Cell_1744",1637.6697,96.81651,0
"Cell_1797",1416.8667,97.82667,0
"Cell_1815",1284.5975,99.414635,3.74258150534096
"Cell_1817",1739.411,99.945206,0
"Cell_1816",1538.9354,103.18279,0
"Cell_1859",1653.6184,104.61842,1.77223243207648
"Cell_1858",1388.5238,99.79365,0
"Cell_1880",1300.6951,102.53658,0
"Cell_1896",1292.9767,102.06977,2.66946777947641
"Cell_1918",1437.25,104.28261,2.20286586380089
"Cell_1917",1335.1482,104.666664,1.8673712134881
"Cell_1919",1550.6947,104.2421,2.48026363152708
"Cell_1939",1689.7307,104.01923,0
"Cell_1938",1574.8,107.04,0
"Cell_1963",1561.7865,106.20225,0
"Cell_1980",1381.3077,109.371796,2.03433339821107
"Cell_1961",1396,107.03125,0
"Cell_1991",1288.725,106.85,0
"Cell_1992",1359.3827,107.888885,0
"Cell_2016",1606.0741,107.96296,0
"Cell_2015",1511.2976,109.166664,3.21658502223686
"Cell_2036",1301.9569,110.18965,2.01910745499664
"Cell_2058",1627.8334,110.17949,0
"Cell_2059",1685.5618,113.044945,2.16656101921724
"Cell_2076",1805.2821,114.290596,0
"Cell_2106",1344.2972,111.37838,0
"Cell_2108",1522.3623,112.57971,2.09801183022771
"Cell_2075",1704.9166,112.11667,0
"Cell_2132",1606.7899,115.47899,1.90611962154421
"Cell_2107",1406.9186,114.16279,3.14590870614836
"Cell_2131",1333.091,114.40909,1.90611962154421
"Cell_2151",1286.8767,114.45206,3.11583688466692
"Cell_2203",1293.5555,115.916664,3.51961213190332
"Cell_2152",1316.2549,114.588234,0
"Cell_2154",1480.5,115.666664,3.45847580444295
"Cell_2181",1528.2354,118.27731,2.29012018893011
"Cell_2155",1547.3663,116.38614,3.10109200167734
"Cell_2153",1453.5555,115.81481,0
"Cell_2182",1564.84,116.62666,0
"Cell_2205",1514.3784,117.175674,0
"Cell_2354",1391,124.03658,2.79527117359601
"Cell_2245",1486.3962,119.50944,0
"Cell_2264",1597.758,121.145164,3.26621168927837
"Cell_2286",1628.2949,122.10256,0
"Cell_2332",1409.081,121.054054,3.48865683037092
"Cell_2305",1282.9481,123.2,1.30768170873726
"Cell_2308",1640.9265,122.01471,3.07932588290422
"Cell_2337",1736.898,121.83673,4.16275367975176
"Cell_2335",1667.3049,122.17073,0
"Cell_2331",1300.4017,125.41071,2.40124599117556
"Cell_2333",1419.9329,126.08209,2.61177476342774
"Cell_2336",1719.7455,122.87273,0
"Cell_2338",1870.7333,123.53333,0
"Cell_2334",1653.4191,123.89524,0
"Cell_2356",1466.31,125.05,0
"Cell_2382",1318.1208,126.30769,3.02666893518039
"Cell_2384",1551.7693,123.75641,1.9467538163225
"Cell_2417",1771.579,126.43421,0
"Cell_2355",1438.644,123.84746,0
"Cell_2383",1534.8992,126.344536,2.10630158040422
"Cell_2357",1524.2949,125.128204,0
"Cell_2385",1712.0122,126.31707,0
"Cell_2416",1402.2054,128.11891,2.02415334918039
"Cell_2415",1334.4512,125.414635,2.455892669583
"Cell_2440",1368.4917,128.46666,1.52555375467542
"Cell_2441",1458.1515,130.05302,1.91944737275672
"Cell_2477",1292.9873,131.56688,2.21529102627847
"Cell_2478",1557.8667,129.61667,0
"Cell_2462",1587.0394,128.30263,0
"Cell_2479",1697.6854,131.2258,0
"Cell_2497",1543.3058,131.18182,0
"Cell_2498",1729.3715,129.48572,3.41937861148483
"Cell_2524",1670.4468,129.44681,0
"Cell_2544",1594.7906,132.04651,0
"Cell_2523",1383.715,132.94301,2.19365495032309
"Cell_2605",1329.7042,139.30986,2.5840863619006
"Cell_2606",1500.6061,132.9697,2.93768521145074
"Cell_2659",1842.0319,142.79617,0
"Cell_2604",1280.3881,135.08955,3.72392087815512
"Cell_2607",1755.9065,137.1295,3.5972947372706
"Cell_2632",1400.4174,137.7913,3.18306448510515
"Cell_2631",1326.7411,139.66965,1.96074445673065
"Cell_2655",1557.7686,137.09091,2.37132800206598
"Cell_2685",1302.5294,138.42647,3.47347178067347
"Cell_2633",1475.0116,139.81503,2.90031120215831
"Cell_2656",1723.0161,136.7742,2.48026363152708
"Cell_2711",1411.081,140.76576,2.04982850634318
"Cell_2686",1435.4286,138.03572,2.16656101921724
"Cell_2658",1824.8909,138.2,2.32108701183734
"Cell_2687",1592.4445,138.73148,1.58426163223573
"Cell_2734",1457.3077,139.13846,1.73929530656628
"Cell_2757",1703.6392,143.24742,2.01910745499664
"Cell_2710",1375.6666,139.4762,2.53085093011918
"Cell_2735",1688.6351,141.56757,0
"Cell_2758",1730.909,142.28282,0
"Cell_2778",1284.3048,142.69524,2.10630158040422
"Cell_2779",1428.2742,146.94624,3.00627488761906
"Cell_2801",1293.5443,142.97469,0
"Cell_2802",1337.9286,142.04762,0
"Cell_2803",1575.4354,142.33871,2.74633914376597
"Cell_2859",1587.7433,144.71622,2.55712262148489
"Cell_2834",1769.8951,145.96774,0
"Cell_2833",1518.9836,147.40984,1.52555375467542
"Cell_2860",1818.9054,146.01352,0
"Cell_2832",1483.8474,143.33899,0
"Cell_2894",1460.165,147.41748,2.60246267246714
"Cell_2878",1601.5161,147.07527,0
"Cell_2967",1825.1082,151.21622,0
"Cell_2916",1472.6881,149.82568,0
"Cell_2915",1402.2909,147.18182,3.03010413876439
"Cell_2893",1443.8274,146.22302,1.04406367721054
"Cell_2942",1711.4,149.29474,2.69955009610506
"Cell_2966",1572.3115,151.39345,3.00829773294256
"Cell_2879",1607.9794,150.69655,2.85707463513149
"Cell_2990",1780.7037,151.74074,0
"Cell_3040",1661.6934,153.16,0
"Cell_2965",1453.6364,153.68182,3.07012347408701
"Cell_2988",1591.8572,151.60715,2.57727880162261
"Cell_2989",1722.0972,151.65277,1.89300126186865
"Cell_2991",1792.5593,151.54237,0
"Cell_3056",1736.3832,155.6729,2.19365495032309
"Cell_3112",1671.6167,158.87222,1.06983867417596
"Cell_3088",1562.1025,156.20512,3.22145368080692
"Cell_3113",1745.9166,155.1,2.36398943971639
"Cell_3114",1805.8029,156.04225,0
"Cell_3111",1617.9445,154.83333,3.43876786444004
"Cell_3110",1468.4762,154.66667,0
"Cell_3108",1319.0526,158.80263,1.91498117981753
"Cell_3109",1347.2771,156.57831,1.5418368291424
"Cell_3140",1652.625,156.79688,0
"Cell_3139",1573.9562,158.54015,2.09252760553372
"Cell_3161",1775.7288,158.54237,0
"Cell_3141",1696.9921,159.2126,1.93984399833713
"Cell_3286",1328.1149,167.14189,1.72861815838679
"Cell_3209",1724.0984,161.66394,0
"Cell_3186",1422.3827,157.91357,0
"Cell_3207",1437.2858,158.47058,0
"Cell_3208",1593.5975,160.89308,2.18908364144225
"Cell_3235",1609.7755,159.46939,3.1925432699733
"Cell_3234",1461.5493,160.80281,1.76109894920929
"Cell_3261",1446.2389,164.67256,2.69194870799614
"Cell_3263",1530.071,167.91124,1.97976270519106
"Cell_3287",1561.9929,166.01419,1.65777325044062
"Cell_3262",1471.1428,160.62857,3.03700608463623
"Cell_3265",1784.0654,164.41121,2.5840863619006
"Cell_3264",1712.5454,161.5,2.00414289726222
"Cell_3333",1748.7356,165.19661,0.703201272755199
"Cell_3374",1818.1205,168.16867,0
"Cell_3288",1647.0087,165.33621,2.72268723344822
"Cell_3332",1693.4044,168.77942,2.47207389721986
"Cell_3355",1365.85,167.72812,0.809723748485243
"Cell_3373",1761.1613,169.64516,2.30033149995816
"Cell_3422",1291.4095,172.98404,0.964721784663381
"Cell_3401",1457.5126,169.56302,2.96982196880781
"Cell_3403",1682.6935,171.39417,3.01642571253984
"Cell_3402",1478.0771,172.02574,1.45911036992191
"Cell_3426",1700.9482,168.77586,2.76240322150559
"Cell_3423",1363.0292,170.65048,0
"Cell_3424",1582.0878,170.14635,2.49684609583033
"Cell_3425",1666.5658,169.4342,1.83036723502553
"Cell_3451",1773.7887,170.30986,2.38617276067345
"Cell_3450",1346.9271,171.76822,0
"Cell_3472",1404.4103,169.46153,0
"Cell_3494",1283.5143,171.02856,2.73051301089082
"Cell_3495",1600.4642,173.02777,2.19978537464504
"Cell_3520",1445.7646,171.41176,2.53085093011918
"Cell_3576",1336.8734,178.01266,1.99921149900867
"Cell_3550",1612.6094,172.98438,2.82917147182371
"Cell_3372",1632.2278,173.1065,1.99921149900867
"Cell_3548",1494.9423,174.07051,1.55430095261781
"Cell_3549",1539.279,172.88373,2.13163873296182
"Cell_3551",1650.8334,173.9,0
"Cell_3604",1712.2267,175.18666,0
"Cell_3603",1449.3889,175.27777,0
"Cell_3622",1744.8805,176.65218,0
"Cell_3676",1451.9678,181.95161,2.5840863619006
"Cell_3680",1701.7142,179.98901,2.63065343189315
"Cell_3653",1357.5885,179.8469,1.51226832717696
"Cell_3679",1671.1807,178.95181,0
"Cell_3678",1542.5714,177.17143,2.15477111487772
"Cell_3707",1617.4386,179.66667,0
"Cell_3727",1282.75,180.36539,0
"Cell_3677",1460.7955,183.58011,2.69955009610506
"Cell_3708",1661.9661,178.93785,2.19824896011446
"Cell_3675",1387.5276,180.5748,0
"Cell_3729",1495.7751,181.92308,1.48264695548907
"Cell_3731",1736.7639,184.30472,2.89572716363351
"Cell_3766",1805.7142,181.5,0
"Cell_3767",1823.8163,181.14285,2.6402227498088
"Cell_3787",1323.3383,180.63235,2.66946777947641
"Cell_3765",1720.9554,180.92357,2.17251333870016
"Cell_3809",1311.5116,186.12791,2.6402227498088
"Cell_3808",1299.7068,184.77403,2.674422223898
"Cell_3833",1642.1748,183.64078,2.06560089848364
"Cell_3832",1291.5327,188.41121,2.1489326980197
"Cell_3860",1479.6693,190.0757,3.04534448317151
"Cell_3810",1727.5177,187.44681,1.18785509524582
"Cell_3862",1709.1837,187.11224,1.28502392361391
"Cell_3728",1444.2715,182.32857,1.70769656995698
"Cell_3863",1860.65,185.65,0
"Cell_3909",1436.8539,182.47191,1.58426163223573
"Cell_3886",1325.9354,187.30646,1.93299015182092
"Cell_3887",1497.4679,189.79488,2.30857984855863
"Cell_3888",1593.909,185.90909,2.91262932036956
"Cell_3910",1607.3247,188.93506,0
"Cell_3931",1372.3623,187.7971,2.3750181003195
"Cell_3933",1842.0492,188.44263,0
"Cell_3981",1634.1777,189.86667,0
"Cell_3983",1885.2931,191.06897,0
"Cell_4003",1434.0408,192.10204,2.03433339821107
"Cell_3982",1694.1031,190.70103,1.95372037445386
"Cell_4004",1672.0859,190.50781,2.04982850634318
"Cell_4050",1316,192.33333,2.96331998770637
"Cell_4053",1713.2322,195.74107,0
"Cell_4051",1469.9247,194.13979,2.53953319034767
"Cell_4031",1388.8175,194.7965,0
"Cell_4054",1878.1132,193.75471,0
"Cell_4069",1429.2446,198.56383,0
"Cell_4089",1306.4746,196.11864,2.42041822173818
"Cell_4090",1366.7722,195.60143,0
"Cell_4071",1643.9247,196.01076,3.06859695971228
"Cell_4121",1856.8889,196.40741,0
"Cell_4120",1558.7133,196.02797,1.85071748184249
"Cell_4149",1689.8099,199.56198,2.5840863619006
"Cell_4183",1444.55,198.13,1.70255399920947
"Cell_4186",1723.8695,198.39131,0
"Cell_4207",1670.3914,198.32608,2.73051301089082
"Cell_4184",1543.1041,198.42917,2.87847997963359
"Cell_4182",1334.134,202.25774,3.60904858203209
"Cell_4181",1282.9387,199.42857,0
"Cell_4185",1662.8414,200.07317,1.44227888753292
"Cell_4205",1566.9396,205.68132,2.59192190661448
"Cell_4231",1353.4375,199.92708,1.9467538163225
"Cell_4206",1577.8105,199.35606,2.227884178908
"Cell_4255",1379.8529,200.08824,0
"Cell_4256",1457.9375,201,2.48026363152708
"Cell_4232",1616.4321,200.85185,2.20286586380089
"Cell_4233",1779.0392,199.88235,0
"Cell_4257",1556.7938,202.92784,0
"Cell_4282",1896.3802,203.67606,0
"Cell_4313",1628.7593,203.25926,2.48026363152708
"Cell_4281",1419.6178,208.54778,1.59749425829867
"Cell_4280",1309.04,203.73,2.33517733859893
"Cell_4316",1704.1414,202.23914,0
"Cell_4367",1434.1237,207.94846,2.27002040675713
"Cell_4368",1525.5858,207.66667,1.46399787814195
"Cell_4366",1316.2549,205.92157,0
"Cell_4315",1695.0197,205.05882,0
"Cell_4399",1364.2903,207.14516,0
"Cell_4423",1355.2627,209.69492,2.46800398525342
"Cell_4425",1644.1794,206.8718,0
"Cell_4424",1475.5574,206.96721,0
"Cell_4466",1622.2435,210.53847,0
"Cell_4467",1714.6974,207.28947,0
"Cell_4465",1461.1615,209.3,2.00414289726222
"Cell_4517",1657.6339,209.08928,3.04953685633037
"Cell_4496",1775.7794,211.35294,0
"Cell_4497",1860.3833,210.51666,0
"Cell_4514",1375.372,211.93684,1.35983252933919
"Cell_4515",1444.9362,215.43617,0
"Cell_4516",1535.0698,212.5721,1.68733095124711
"Cell_4546",1455.2916,216.34375,1.90943171239883
"Cell_4547",1662.7612,215.83333,2.51654327213045
"Cell_4581",1841.4038,213.5,0
"Cell_4614",1889.3839,214.38393,0
"Cell_4612",1293.1384,214.3077,2.28001714339399
"Cell_4613",1643.0566,215.79245,1.91944737275672
"Cell_4634",1588.1737,217.46718,2.51087625173017
"Cell_4656",1700.35,216.98889,0
"Cell_4655",1472.14,217.75,2.36398943971639
"Cell_4633",1568.3158,217.36842,2.37872219795999
"Cell_4678",1510.066,221.25157,2.93262847988539
"Cell_4708",1550.0339,218.90291,1.10500304146804
"Cell_4709",1612.7255,219,1.89300126186865
"Cell_4732",1652.7435,218.33333,4.31843979296268
"Cell_4711",1912.2208,219.07793,0
"Cell_4731",1359.625,220.8173,3.51961213190332
"Cell_4733",1899.3673,220.65306,2.53085093011918
"Cell_4774",1853.0476,223.2381,0
"Cell_4772",1391.0809,224.71098,1.5418368291424
"Cell_4834",1690.04,223.78,2.32810641848529
"Cell_4806",1674.1907,226.36441,1.7154756852461
"Cell_4831",1370.4977,226.01895,3.09015697158181
"Cell_4832",1459.8866,225.21649,2.63065343189315
"Cell_4863",1563.5883,224.31372,3.42903399795302
"Cell_4862",1473.075,225.39166,1.61097253904896
"Cell_4833",1630.6504,222.813,2.58956498638318
"Cell_4861",1350.8634,225.60976,2.15243126470812
"Cell_4749",1887.0115,222.24138,0
"Cell_4773",1720.6567,223.37314,0
"Cell_4918",1454.4717,228.96227,2.38617276067345
"Cell_4945",1541.7084,228.66667,1.05129475730512
"Cell_4966",1579.8147,228.79553,2.35525558921255
"Cell_4985",1306.3105,233.68323,1.30480295141299
"Cell_5011",1678.0571,231.48572,2.22156636192732
"Cell_5012",1703.8857,230.8,2.69086724620156
"Cell_5009",1558.1359,230.1068,1.17852132494396
"Cell_5010",1639.0575,232.81609,3.14590870614836
"Cell_5041",1341.0217,229.78261,2.73051301089082
"Cell_5013",1736.4491,235.22754,1.07744922307378
"Cell_5042",1346.1364,235.61688,2.34230042720263
"Cell_5046",1834.1702,231.70213,0
"Cell_5068",1295.6389,234.05556,1.44944064175005
"Cell_5071",1480.9261,233.84236,0.706396470382501
"Cell_5043",1512.4371,232.9397,0
"Cell_5008",1383.7612,230.79355,1.10906040425465
"Cell_5045",1752.5625,231.5,0
"Cell_5070",1467.622,238.44278,0.703201272755199
"Cell_5044",1595.1692,232.92308,0
"Cell_5123",1683.8779,235.39536,0.838311231439396
"Cell_5075",1889.6052,235.0921,0
"Cell_5047",1913.8649,233.32433,0
"Cell_5074",1867.4932,232.9178,0
"Cell_5093",1779.7572,233.82857,0
"Cell_5072",1793.125,232.69643,0
"Cell_5124",1825.25,234.40909,0
"Cell_5069",1318.5096,238.47096,0.852217591960263
"Cell_5122",1403.2931,234.25862,0
"Cell_5177",1547.1274,237.72612,1.60645202689912
"Cell_5152",1281.2162,234.91891,0
"Cell_5153",1726.6587,242.96825,2.78530496120699
"Cell_4987",1906.1311,231.4754,0
"Cell_5178",1568.6138,238.08966,2.30033149995816
"Cell_5194",1842.0416,236.72917,2.28001714339399
"Cell_5247",1353.4762,244.7262,2.70830481045032
"Cell_5222",1773.7646,240.91176,0
"Cell_5218",1277.6571,238.8,0
"Cell_5219",1415.7539,237.43077,0
"Cell_5221",1707.4468,240.56029,2.10352981646245
"Cell_5249",1519.5186,239.7037,0
"Cell_5251",1821.2391,239.95653,0
"Cell_5276",1889.6459,241.0625,0
"Cell_5246",1302.4,243.16522,2.15477111487772
"Cell_5248",1391.8452,238.89285,0
"Cell_5307",1556.61,241.12,3.23125254158543
"Cell_5308",1828.94,241.42,0
"Cell_5275",1883.491,240.85454,0
"Cell_5335",1538.3793,240.03448,2.5840863619006
"Cell_5337",1652.8219,244.95891,1.55850485182129
"Cell_5274",1660.1243,245.46327,2.22915288339215
"Cell_5336",1645.2228,245.4409,0.741827410617551
"Cell_5250",1580.4517,241.43549,3.6994691941658
"Cell_5362",1403.8993,241.12752,2.65182292810201
"Cell_5338",1695.0443,243.95566,1.68733095124711
"Cell_5427",1516.0068,247.66667,0
"Cell_5453",1725.1765,248.2255,2.17251333870016
"Cell_5452",1410.65,246.975,0
"Cell_5451",1289.6727,248.12727,0
"Cell_5504",1711.6,249.1,2.21216913682262
"Cell_5476",1899.7964,242.64671,0
"Cell_5426",1476.3865,248.88889,1.52555375467542
"Cell_5503",1334.279,249.02325,3.55137930155098
"Cell_5505",1906.6532,252.95161,0
"Cell_5548",1571.7043,250.28302,2.89420338180021
"Cell_5534",1542.3478,249.52174,0
"Cell_5573",1284.5217,252.60869,0
"Cell_5596",1751.3375,253.875,1.42818248911977
"Cell_5617",1425.1854,254.43549,0
"Cell_5616",1292.5869,254.71739,0
"Cell_5618",1503.4888,257.10764,1.55850485182129
"Cell_5647",1708.9695,254.71573,2.98714724440387
"Cell_5645",1309.1772,257.24683,2.00044171848405
"Cell_5646",1447.7313,255.44775,1.65777325044062
"Cell_5668",1579.0704,256.53522,1.57557278991199
"Cell_5670",1861.5,256,0
"Cell_5666",1469.28,256.64,0
"Cell_5667",1550.0308,257.24615,0
"Cell_5697",1620.3334,258.35483,0
"Cell_5671",1872.9056,257.13208,0
"Cell_5669",1589.0823,254.57613,1.88436932956096
"Cell_5695",1343.3522,258.15494,0
"Cell_5696",1535.8,257.95557,1.9467538163225
"Cell_5740",1743.4923,258.5077,0.958670562621838
"Cell_5779",1826.9362,260.46808,0
"Cell_5802",1562.8314,260.70224,1.59011293937368
"Cell_5852",1449.3438,262.375,0
"Cell_5856",1836.6522,262.97827,0
"Cell_5854",1756.1962,262.65662,3.16317651041833
"Cell_5855",1778.3182,266.67426,3.09233560465462
"Cell_5853",1733.0852,268.55737,2.45152472344806
"Cell_5924",1342.2979,266.59573,0
"Cell_5885",1849.4314,264.52942,0
"Cell_5908",1618.0132,268.68283,0
"Cell_5925",1490.813,269.10568,0
"Cell_5926",1554.1835,271.05917,2.35153641501325
"Cell_5928",1829.0769,267.03845,0
"Cell_5949",1502.1865,269.19403,2.03946813327299
"Cell_5927",1684.0886,266.74683,0
"Cell_5950",1652.4023,268.90805,0
"Cell_5952",1885.5,266.52942,0
"Cell_5951",1718.2755,269.71112,2.45245910258359
"Cell_5972",1571.8345,269.31125,1.50964144287131
"Cell_5993",1617.0212,269.40427,0
"Cell_6049",1764.375,270.60577,2.69955009610506
"Cell_6021",1396.7102,271.26086,0
"Cell_6023",1435.5408,271.99258,0
"Cell_6024",1590.4286,269.7857,1.88651890031654
"Cell_6022",1424.9889,268.66666,0
"Cell_6068",1562.093,271.6279,3.63462176954472
"Cell_6048",1629.1818,273.35065,0
"Cell_6069",1890.26,272.44,0
"Cell_6098",1641.0935,276.95685,0
"Cell_6126",1374.9753,275.67902,0
"Cell_6149",1655.8208,278.1887,1.33723425042697
"Cell_6127",1707.7646,276.98822,0
"Cell_6180",1784.4938,276.91974,2.92508637800432
"Cell_6148",1546.6222,275.55554,0
"Cell_6177",1449.72,276.44,0
"Cell_6179",1741.3462,276,2.42429775822308
"Cell_6210",1286.1522,283.57608,1.78352521144335
"Cell_6211",1477.8396,278.51492,1.24385003576579
"Cell_6233",1696.2357,278.08942,0
"Cell_6178",1575.6747,278.8012,1.67240720718484
"Cell_6254",1633.0817,280.30612,0
"Cell_6278",1430.084,282.61343,1.96782686288089
"Cell_6255",1693.8715,281.2857,1.71808631995715
"Cell_6277",1418.5431,283.6207,0
"Cell_6276",1344.04,280.68,0
"Cell_6279",1747.6919,281.23233,2.60130452767112
"Cell_6305",1715.0941,286.38565,2.09801183022771
"Cell_6306",1861.473,284.13513,2.68440164541131
"Cell_6232",1331.125,280.31946,0
"Cell_6356",1783.5428,283.77142,2.73051301089082
"Cell_6355",1766.7794,282.65482,3.0956113811706
"Cell_6304",1513.3352,285.71677,0.763754791737823
"Cell_6353",1401.1573,283.07407,0
"Cell_6383",1800.3788,284.27274,0
"Cell_6381",1313.25,284.31818,0
"Cell_6382",1501.8242,284.67725,1.44085571454386
"Cell_6404",1334.7778,286.15555,0
"Cell_6405",1462.8462,285.60898,1.33723425042697
"Cell_6406",1849.7903,287.48386,2.50524078840195
"Cell_6462",1373.2391,285.65216,2.2601280735994
"Cell_6463",1552.4479,287.66666,0
"Cell_6566",1773.4714,293.85,2.57501958655825
"Cell_6489",1728.5051,290.51193,3.42764987943983
"Cell_6510",1573.1798,290.34833,1.62470398416044
"Cell_6445",1449.7134,289.27335,1.02297947617479
"Cell_6540",1485.1937,287.8377,2.4490373202102
"Cell_6617",1744.6788,293.20438,4.26603517241027
"Cell_6587",1346.8182,291.95456,0
"Cell_6565",1761.649,294.1788,3.24113451976373
"Cell_6616",1472.66,293.02,2.34230042720263
"Cell_6643",1436.738,294.91666,1.68232359290162
"Cell_6588",1789.5538,291.1077,2.70977099035988
"Cell_6672",1734.5508,295.13043,2.29012018893011
"Cell_6671",1332.4286,297.87143,0
"Cell_6644",1704.4458,294.8554,0
"Cell_6590",1883.6282,293.94873,0
"Cell_6689",1541.4645,292.67096,0
"Cell_6690",1552.3063,300.47845,0
"Cell_6733",1488.547,297.8034,2.43681540236836
"Cell_6715",1463.3596,303.13596,1.56061615786818
"Cell_6716",1500.0667,298.725,2.19365495032309
"Cell_6756",1474.2354,301.9916,0
"Cell_6755",1345.8077,299.03845,0
"Cell_6758",1717.553,301.48486,3.33135490331641
"Cell_6811",1440.3077,301.23077,0
"Cell_6784",1824.4823,302.97647,0
"Cell_6810",1404.1177,300.58823,0
"Cell_6732",1278.359,298.47437,0
"Cell_6833",1686.0476,301.92856,0
"Cell_6910",1512.9802,304.70355,2.10273945234302
"Cell_6860",1755.555,303.77032,3.28814235899591
"Cell_6861",1897.5424,302.98306,0
"Cell_6909",1485.5369,305.30527,0
"Cell_6884",1776.1877,306.11353,2.8641633488237
"Cell_6885",1873.537,304.74075,0
"Cell_6931",1346.3062,305.34692,0
"Cell_6911",1624.4386,305.54385,0
"Cell_6955",1910.4348,307.30435,0
"Cell_6981",1892.4487,314.8654,1.24212327767496
"Cell_7003",1434.3252,309.69107,3.30340891587325
