"","x_cord","y_cord","group_broad_type"
"cell75719",3210.782,1816.153,"Malignant"
"cell75721",3429.8386,1814.7097,"Malignant"
"cell75722",3541.0688,1815.2184,"Malignant"
"cell75723",3327.331,1816.0282,"Malignant"
"cell75724",3704.623,1814.8853,"Plasma"
"cell75726",3384.1824,1817.9528,"Malignant"
"cell75727",3374.5056,1816.4615,"Malignant"
"cell75728",3458.7993,1822.0292,"Malignant"
"cell75729",3564.9434,1818.566,"Stromal"
"cell75730",3260.0205,1816.0969,"Malignant"
"cell75731",3614.55,1810.775,"Stromal"
"cell75732",3711.6765,1815.4117,"Macrophage"
"cell75734",3248.1038,1820.2264,"Malignant"
"cell75735",3439.1836,1820.0613,"Malignant"
"cell75737",3308.8093,1818.3882,"Malignant"
"cell75742",3502.3657,1819.3881,"Malignant"
"cell75744",3737.3696,1817.1086,"Macrophage"
"cell75745",3352.8386,1817.8871,"Malignant"
"cell75748",3490.9253,1819.8507,"Malignant"
"cell75749",3342.8171,1821.0731,"Malignant"
"cell75751",3235.6897,1824.7356,"Malignant"
"cell75754",3655.4321,1819.6683,"Stromal"
"cell75755",3217.6765,1823.5785,"Malignant"
"cell75757",3368.4302,1826.6973,"Malignant"
"cell75760",3304.4211,1827.3082,"Malignant"
"cell75761",3194.093,1827.854,"Malignant"
"cell75762",3527.8333,1829.7067,"Malignant"
"cell75763",3418.7253,1827.6481,"Malignant"
"cell75764",3404.7854,1830.1047,"Malignant"
"cell75765",3294.7678,1830.0803,"Malignant"
"cell75766",3228.173,1825.3408,"Malignant"
"cell75767",3266.73,1829.06,"Malignant"
"cell75770",3516.9,1830.7444,"Malignant"
"cell75772",3431.6448,1826.9408,"Malignant"
"cell75773",3320.9548,1826.695,"Malignant"
"cell75774",3511.375,1825.2589,"Malignant"
"cell75776",3254.012,1830.467,"Malignant"
"cell75777",3651.157,1831.0785,"Malignant"
"cell75778",3608.75,1829.5735,"Macrophage"
"cell75779",3475.1384,1833.5975,"Malignant"
"cell75780",3566.8708,1831,"Macrophage"
"cell75781",3542.4688,1830.625,"Malignant"
"cell75782",3663.8772,1831.8596,"T"
"cell75783",3440.0054,1836.3656,"Malignant"
"cell75785",3492.4954,1834.2242,"Malignant"
"cell75786",3451.9885,1837.4432,"Malignant"
"cell75790",3213.3054,1836.1711,"Malignant"
"cell75791",3331.3484,1836.663,"Malignant"
"cell75792",3543.9768,1836.1628,"Malignant"
"cell75794",3320.9675,1843.8058,"Malignant"
"cell75798",3379.6667,1841.1681,"Malignant"
"cell75799",3672.2258,1836.8173,"T"
"cell75803",3686.4238,1838.2712,"T"
"cell75804",3470.4297,1841.2128,"Malignant"
"cell75806",3274.152,1839.8695,"Malignant"
"cell75808",3529.4187,1840.2559,"Malignant"
"cell75809",3570.5964,1838.7108,"Stromal"
"cell75810",3400.6829,1839.9932,"Malignant"
"cell75812",3517.4375,1843.6023,"Malignant"
"cell75813",3247.5295,1839.3771,"Malignant"
"cell75814",3231.271,1839.4926,"Malignant"
"cell75816",3460.6724,1846.6471,"Malignant"
"cell75819",3658.3845,1840.6483,"T"
"cell75821",3197.6436,1844.692,"Malignant"
"cell75824",3539.1914,1846.1117,"Malignant"
"cell75826",3550.1282,1844.1282,"Macrophage"
"cell75827",3284.7837,1847.1755,"Malignant"
"cell75828",3575.033,1845.8022,"Stromal"
"cell75829",3295.6904,1848.0358,"Malignant"
"cell75830",3364.6643,1847.6215,"Malignant"
"cell75832",3236.5796,1848.659,"Malignant"
"cell75833",3706.0647,1847.3241,"T"
"cell75834",3332.6667,1847.1884,"Malignant"
"cell75835",3408.017,1847.0854,"Malignant"
"cell75836",3214.931,1849.3032,"Malignant"
"cell75837",3783.11,1844.7368,"T"
"cell75840",3677.899,1848.2697,"Macrophage"
"cell75841",3527.4246,1851.1415,"Malignant"
"cell75842",3488.8823,1850.3823,"Malignant"
"cell75846",3268.5215,1849.9517,"Malignant"
"cell75847",3250.3562,1851.0411,"Malignant"
"cell75848",3505.853,1851.1765,"Malignant"
"cell75849",3310.0205,1853.0952,"Malignant"
"cell75851",3359.2163,1859.6554,"Malignant"
"cell75852",3475.18,1852.25,"Malignant"
"cell75853",3697.7573,1853.2573,"T"
"cell75854",3428.9136,1851.875,"Malignant"
"cell75855",3649.2354,1852.4706,"Stromal"
"cell75856",3261.074,1853.8766,"Malignant"
"cell75858",3400.1257,1854.4629,"Malignant"
"cell75859",3245.265,1854.9536,"Malignant"
"cell75862",3687.9844,1854,"T"
"cell75863",3371.8506,1856.526,"Malignant"
"cell75871",3458.4358,1861.1111,"Malignant"
"cell75872",3318.329,1860.5652,"Malignant"
"cell75874",3813.299,1855.5206,"T"
"cell75875",3298.644,1859.7015,"Malignant"
"cell75876",3537.573,1863.7291,"Malignant"
"cell75877",3413.2556,1861.7932,"Malignant"
"cell75879",3195.2126,1861.1812,"Malignant"
"cell75882",3528.0732,1866.2764,"Malignant"
"cell75883",3258.6968,1864.545,"Malignant"
"cell75886",3492.7036,1867.0927,"Malignant"
"cell75890",3443.096,1867.6666,"Malignant"
"cell75891",3393.4526,1868.2316,"Malignant"
"cell75892",3232.1902,1866.9728,"Malignant"
"cell75894",3351.388,1867.4926,"Malignant"
"cell75897",3331.3357,1872.4589,"Malignant"
"cell75898",3456.974,1871.8,"Malignant"
"cell75900",3473.453,1871.3019,"Malignant"
"cell75901",3321,1873.319,"Malignant"
"cell75902",3250.7527,1873.7849,"Malignant"
"cell75903",3305.839,1871.6434,"Malignant"
"cell75904",3278.024,1874.6228,"Malignant"
"cell75905",3481.2898,1872.1589,"Malignant"
"cell75906",3266.6904,1878.5327,"Malignant"
"cell75908",3529.0278,1872.8611,"Malignant"
"cell75910",3376.546,1878.0061,"Malignant"
"cell75911",3545.9014,1875.1691,"Macrophage"
"cell75913",3237.1555,1878.7037,"Malignant"
"cell75914",3506.2651,1875.8674,"Malignant"
"cell75915",3518.234,1876.3636,"Malignant"
"cell75917",3224.2769,1881.2924,"Malignant"
"cell75919",3406.4292,1875.6283,"Malignant"
"cell75920",3794.2727,1876.5272,"T"
"cell75921",3393.101,1880.6329,"Malignant"
"cell75922",3472.4397,1880.2314,"Malignant"
"cell75925",3195.2104,1882.4979,"Malignant"
"cell75928",3527.5413,1879.7339,"Stromal"
"cell75929",3651.5,1880.75,"T"
"cell75930",3446.4443,1883.5734,"Malignant"
"cell75932",3207.2341,1884.8865,"Malignant"
"cell75933",3364.9067,1885.3813,"Malignant"
"cell75935",3250.689,1884.2667,"Malignant"
"cell75936",3644.4666,1884.8167,"T"
"cell75938",3240.4365,1886.3309,"Malignant"
"cell75939",3493.049,1887.0492,"Malignant"
"cell75940",3564.6025,1891.8572,"Stromal"
"cell75942",3290.4502,1890.9353,"Malignant"
"cell75944",3645.84,1889.58,"T"
"cell75945",3705.2075,1888.5283,"T"
"cell75946",3398.2468,1894.3861,"Malignant"
"cell75947",3257.3093,1891.3026,"Malignant"
"cell75948",3526.6382,1891.5957,"Stromal"
"cell75949",3754.0938,1887.3125,"T"
"cell75950",3340.237,1894.198,"Malignant"
"cell75951",3304.1826,1890.5565,"Malignant"
"cell75954",3450.189,1895.8083,"Malignant"
"cell75956",3410.4875,1894.281,"Malignant"
"cell75957",3492.394,1893.644,"Malignant"
"cell75959",3763.8904,1892.8082,"T"
"cell75968",3738.8228,1892.8607,"Stromal"
"cell75970",3711.1277,1894.6595,"Macrophage"
"cell75971",3424.26,1898.308,"Malignant"
"cell75972",3512.2693,1891.5769,"Stromal"
"cell75975",3641.3044,1897.7391,"T"
"cell75977",3242.7837,1896.0541,"Malignant"
"cell75978",3479.5513,1900.594,"Malignant"
"cell75982",3230.6064,1898.9362,"Malignant"
"cell75985",3652.8506,1893.944,"Macrophage"
"cell75986",3721.5312,1898.3438,"T"
"cell75988",3192.9497,1900.8997,"Malignant"
"cell75992",3790.5,1900,"T"
"cell75993",3278.6267,1901.0093,"Malignant"
"cell75994",3302.9578,1903.1626,"Malignant"
"cell75995",3602.9456,1902.4022,"Stromal"
"cell75996",3321.044,1900.3334,"Malignant"
"cell75997",3531.877,1902.2,"Macrophage"
"cell75998",3746.111,1901.3704,"Stromal"
"cell76000",3495.5938,1901.5938,"Malignant"
"cell76001",3508.2896,1902.8684,"Stromal"
"cell76003",3773.9102,1899.5449,"Macrophage"
"cell76005",3353.526,1905.3557,"Malignant"
"cell76006",3243.4443,1904.9293,"Malignant"
"cell76010",3753.2292,1904.0625,"Plasma"
"cell76011",3412.1963,1904.2242,"Malignant"
"cell76013",3723.7144,1902.8572,"B"
"cell76016",3339.7449,1906.7959,"Malignant"
"cell76018",3329.1045,1907.0261,"Malignant"
"cell76021",3309.417,1913.962,"Malignant"
"cell76023",3558.747,1908.2012,"Malignant"
"cell76024",3730.1926,1903.6973,"T"
"cell76026",3737.6667,1907.4166,"Stromal"
"cell76027",3525.4138,1909.6322,"Macrophage"
"cell76028",3550.3076,1909.7435,"Malignant"
"cell76030",3232.2917,1916.6736,"Malignant"
"cell76032",3766.5269,1907.301,"T"
"cell76033",3420.8323,1911.7552,"Malignant"
"cell76034",3452.4192,1909.2677,"Malignant"
"cell76035",3718.5208,1909.7291,"T"
"cell76036",3317.6326,1911.898,"Malignant"
"cell76038",3255.0317,1911.1067,"Malignant"
"cell76040",3594.1978,1911.1395,"T"
"cell76042",3623,1912,"T"
"cell76045",3464.3635,1916.4489,"Malignant"
"cell76046",3373.041,1915.9064,"Malignant"
"cell76047",3407.3633,1918.2992,"Malignant"
"cell76048",3278.3386,1914.7983,"Malignant"
"cell76049",3734.9812,1915.2264,"T"
"cell76051",3350.6724,1915.8782,"Malignant"
"cell76053",3718.6326,1917.898,"B"
"cell76055",3251.8516,1919.0792,"Malignant"
"cell76059",3488.25,1922.4865,"Malignant"
"cell76061",3203.4692,1921.9298,"Malignant"
"cell76063",3288.9058,1925.8823,"Malignant"
"cell76064",3319.8572,1921.5767,"Malignant"
"cell76065",3394.6804,1921.7295,"Malignant"
"cell76070",3476.9343,1923.0308,"Malignant"
"cell76071",3697.9106,1920.125,"T"
"cell76072",3575.8,1921.8125,"Macrophage"
"cell76078",3498.1196,1924.824,"Stromal"
"cell76080",3302.1,1924.6182,"Malignant"
"cell76081",3357.6643,1925.4575,"Malignant"
"cell76082",3713.353,1923.2941,"T"
"cell76084",3555.123,1920.6968,"Malignant"
"cell76086",3448.272,1924.772,"Malignant"
"cell76087",3430.7463,1924.8334,"Malignant"
"cell76090",3751.3816,1924.8948,"Macrophage"
"cell76092",3374.6318,1925.8959,"Malignant"
"cell76093",3422.248,1930.4349,"Malignant"
"cell76094",3224.458,1927.6421,"Malignant"
"cell76096",3335.8743,1927.6025,"Malignant"
"cell76097",3550.0615,1928.1,"Malignant"
"cell76098",3277.8286,1930.2476,"Malignant"
"cell76099",3412.8652,1929.9291,"Malignant"
"cell76101",3765.9,1929.32,"Stromal"
"cell76103",3714.75,1929.6041,"T"
"cell76106",3205.4946,1929.9463,"Malignant"
"cell76109",3322.2358,1930.7925,"Malignant"
"cell76111",3521.64,1931.8667,"Stromal"
"cell76112",3739.9546,1929.9546,"T"
"cell76114",3245.251,1932.762,"Malignant"
"cell76118",3390.8708,1933.7742,"Malignant"
"cell76119",3458.5842,1932.2477,"Malignant"
"cell76121",3752.2588,1933.7059,"Plasma"
"cell76122",3253.7966,1936.2881,"Malignant"
"cell76123",3473.3745,1937.4978,"Malignant"
"cell76124",3733.848,1933.7826,"T"
"cell76127",3192.5112,1937.0902,"Malignant"
"cell76128",3724.6833,1936.3334,"Macrophage"
"cell76129",3551.0369,1940.5579,"Malignant"
"cell76131",3371.867,1936.069,"Malignant"
"cell76134",3766.3333,1937.5432,"T"
"cell76136",3293.3909,1938.0344,"Malignant"
"cell76137",3464.48,1945.225,"Malignant"
"cell76140",3299.12,1940.56,"Malignant"
"cell76141",3353.5774,1938.0654,"Malignant"
"cell76142",3434.389,1938.8334,"Malignant"
"cell76143",3319.897,1938.0103,"Malignant"
"cell76144",3274.4148,1939.716,"Malignant"
"cell76145",3222.8555,1936.9097,"Malignant"
"cell76146",3715.8372,1939.0349,"Macrophage"
"cell76147",3447.2668,1943.3915,"Malignant"
"cell76149",3701.0588,1940.4706,"Stromal"
"cell76150",3708.4385,1941.8948,"Stromal"
"cell76151",3732.4285,1940.9048,"B"
"cell76152",3523.0117,1941.5116,"Stromal"
"cell76155",3527.8499,1945.8755,"Macrophage"
"cell76158",3749.356,1943.5084,"T"
"cell76159",3308.2603,1948.0975,"Malignant"
"cell76161",3239.756,1946.3983,"Malignant"
"cell76162",3398.5115,1949.1755,"Malignant"
"cell76165",3699.0234,1946.9176,"Stromal"
"cell76166",3733.327,1946.9038,"T"
"cell76167",3262.6409,1946.5437,"Malignant"
"cell76168",3276.2327,1949.9138,"Malignant"
"cell76169",3555.526,1948.5876,"Malignant"
"cell76170",3759.2063,1945.1825,"Stromal"
"cell76171",3423.6587,1948.3055,"Malignant"
"cell76173",3320.7795,1951.8588,"Malignant"
"cell76178",3710.5122,1949.0731,"Stromal"
"cell76180",3285.3152,1950.2609,"Malignant"
"cell76181",3337.5703,1949.2,"Malignant"
"cell76184",3689.0725,1950.2029,"Stromal"
"cell76185",3296.6592,1952.2788,"Malignant"
"cell76186",3440.3374,1952.45,"Malignant"
"cell76188",3432.7043,1953.1198,"Malignant"
"cell76189",3252.1775,1951.4299,"Malignant"
"cell76192",3451.3408,1956.7046,"Malignant"
"cell76193",3373.2783,1952.9883,"Malignant"
"cell76194",3216.8462,1955.1318,"Malignant"
"cell76197",3511.5876,1956.3948,"Stromal"
"cell76198",3647.6128,1953.9032,"Stromal"
"cell76199",3388.1167,1959.8593,"Malignant"
"cell76201",3412.7527,1957.9624,"Malignant"
"cell76202",3747.9827,1953.2413,"T"
"cell76203",3354.7249,1960.644,"Malignant"
"cell76204",3235.1594,1959.1167,"Malignant"
"cell76205",3768.6187,1961.7842,"Stromal"
"cell76208",3609.5735,1956.5735,"Macrophage"
"cell76209",3709.9333,1959.52,"Stromal"
"cell76210",3760.0942,1953.4811,"Stromal"
"cell76211",3281.9421,1960.5363,"Malignant"
"cell76212",3537.739,1956.0435,"Macrophage"
"cell76213",3639.592,1955.921,"Stromal"
"cell76214",3745.0168,1959.6271,"Macrophage"
"cell76216",3271.593,1961.9598,"Malignant"
"cell76217",3447.0457,1962.0051,"Malignant"
"cell76218",3693.3706,1962.9941,"Stromal"
"cell76220",3682.8523,1962.6023,"Stromal"
"cell76221",3259.2192,1963.596,"Malignant"
"cell76222",3330.6562,1960.5156,"Malignant"
"cell76223",3188.4,1964.8723,"Malignant"
"cell76224",3599.5986,1964.2847,"Macrophage"
"cell76231",3296.524,1963.7262,"Malignant"
"cell76232",3758.9692,1963.7847,"Macrophage"
"cell76233",3214.4321,1965.789,"Malignant"
"cell76235",3435.326,1968.8121,"Malignant"
"cell76236",3305.6736,1965.4769,"Malignant"
"cell76237",3591.4443,1965.5278,"Macrophage"
"cell76238",3230.8333,1967.5209,"Malignant"
"cell76239",3423.1553,1966.6034,"Malignant"
"cell76240",3272.0317,1967.5873,"Malignant"
"cell76242",3200.075,1972.075,"Malignant"
"cell76246",3394.3289,1974.7511,"Malignant"
"cell76247",3715.3052,1969.305,"T"
"cell76249",3674.1133,1968.3962,"Macrophage"
"cell76251",3705.3,1970.66,"Macrophage"
"cell76252",3407.0764,1969.4263,"Malignant"
"cell76254",3349.3333,1974.384,"Malignant"
"cell76256",3608.434,1970.8396,"Plasma"
"cell76257",3683.4946,1972.258,"T"
"cell76259",3673.8608,1976.7216,"Stromal"
"cell76260",3316.968,1974.9825,"Malignant"
"cell76261",3332.9478,1973.2739,"Malignant"
"cell76262",3653.9807,1970.3269,"Macrophage"
"cell76263",3740.0981,1972.2745,"Macrophage"
"cell76265",3498.1902,1973.2753,"Stromal"
"cell76266",3755.7043,1976.7394,"Macrophage"
"cell76267",3375.3154,1974.6532,"Malignant"
"cell76270",3264.8474,1977.305,"Malignant"
"cell76271",3360.4827,1980.2988,"Malignant"
"cell76272",3513.8716,1974.8556,"Stromal"
"cell76273",3231.287,1976.5198,"Macrophage"
"cell76274",3281.9844,1976.4375,"Malignant"
"cell76275",3662.165,1979.5098,"Stromal"
"cell76276",3577.543,1978.7715,"Macrophage"
"cell76277",3479.0474,1978.6892,"Stromal"
"cell76278",3276.323,1988.7639,"Malignant"
"cell76279",3401.5896,1983.4552,"Malignant"
"cell76280",3216.985,1982.4387,"Malignant"
"cell76281",3349.1743,1984.4651,"Malignant"
"cell76283",3744.8208,1985.291,"Stromal"
"cell76284",3372.5469,1985.3906,"Malignant"
"cell76285",3316.6667,1990.621,"Malignant"
"cell76286",3729.9177,1984.0941,"T"
"cell76287",3197.7563,1984.9807,"Malignant"
"cell76288",3675.892,1983.9117,"T"
"cell76290",3223.6191,1987.0952,"Malignant"
"cell76291",3336.5808,1986.7654,"Malignant"
"cell76293",3720.8572,1987.3265,"T"
"cell76294",3380.5867,1989.257,"Malignant"
"cell76297",3237.0151,1996.0227,"Malignant"
"cell76299",3676.2468,1994.052,"T"
"cell76301",3485.815,1991.6688,"Macrophage"
"cell76302",3448.1177,1995.4338,"Stromal"
"cell76303",3650.9292,1997.4708,"Macrophage"
"cell76305",3286.822,2001.691,"Malignant"
"cell76307",3195.212,2000.288,"Malignant"
"cell76310",3322.6995,2000.2825,"Malignant"
"cell76311",3355.7964,1999.1666,"Malignant"
"cell76312",3215.224,1999.608,"Malignant"
"cell76313",3366.134,2000.3661,"Malignant"
"cell76315",3300.2559,2000.0942,"Malignant"
"cell76318",3705.2104,1999.807,"T"
"cell76320",3455.4841,2008.7443,"Stromal"
"cell76321",3337.68,2001.2886,"Malignant"
"cell76323",3348.8716,2000.1652,"Malignant"
"cell76325",3223,2004.1653,"Malignant"
"cell76326",3258.9866,2004,"Malignant"
"cell76330",3471.5354,2006.7097,"Stromal"
"cell76331",3232.616,2008.6884,"Macrophage"
"cell76332",3396.0608,2007.0946,"Stromal"
"cell76334",3481.702,2010.649,"Stromal"
"cell76335",3494.9539,2003.0538,"Stromal"
"cell76336",3275.0276,2007.5385,"Malignant"
"cell76337",3264.68,2010.78,"Malignant"
"cell76338",3330.3186,2012.4945,"Malignant"
"cell76339",3352.0833,2010.743,"Malignant"
"cell76340",3201.0942,2011.3176,"Malignant"
"cell76341",3220.26,2016.2544,"Malignant"
"cell76344",3594.7334,2013.177,"Stromal"
"cell76345",3635.7026,2012.2162,"T"
"cell76346",3195.705,2017.2435,"Malignant"
"cell76347",3395.2,2015,"Stromal"
"cell76349",3208.7026,2019.9504,"Malignant"
"cell76350",3825.3005,2008.7974,"Macrophage"
"cell76351",3343.2869,2020.5956,"Malignant"
"cell76352",3260.6848,2018.5753,"Malignant"
"cell76353",3814.4006,2016.3746,"T"
"cell76356",3360.8086,2020.6842,"Stromal"
"cell76357",3281.6748,2022.181,"Stromal"
"cell76358",3590.2456,2022.4386,"T"
"cell76359",3430.7625,2025.2562,"Macrophage"
"cell76361",3268.1091,2022.4182,"Malignant"
"cell76362",3372.3438,2027.7188,"Stromal"
"cell76363",3246.4614,2027.9519,"Stromal"
"cell76364",3232.6162,2026.4929,"Malignant"
"cell76366",3491.7166,2031.8679,"Stromal"
"cell76367",3742.3596,2027.2046,"Macrophage"
"cell76370",3220.4736,2028.4421,"Malignant"
"cell76371",3278.147,2034.1428,"Malignant"
"cell76373",3443.0166,2030.3801,"Macrophage"
"cell76374",3651.9424,2033.7693,"T"
"cell76375",3258.2544,2031.284,"Malignant"
"cell76376",3678.6,2034.424,"Macrophage"
"cell76377",3386.7986,2033.0201,"Stromal"
"cell76380",3206.8716,2036.0825,"Malignant"
"cell76385",3332.788,2034,"Stromal"
"cell76386",3339.3015,2041.254,"Stromal"
"cell76387",3255.15,2041.1835,"Stromal"
"cell76391",3319.27,2037.3004,"Stromal"
"cell76394",3726.1707,2046.2648,"Stromal"
"cell76396",3302.5784,2046.0425,"Stromal"
"cell76397",3514.4922,2039.9219,"Stromal"
"cell76399",3577.48,2046.0934,"T"
"cell76400",3524.5,2046.0571,"Macrophage"
"cell76402",3661.3643,2046.6938,"T"
"cell76404",3201.5967,2047.1848,"Macrophage"
"cell76405",3473.38,2047.3414,"Stromal"
"cell76406",3281.874,2047.2238,"Stromal"
"cell76407",3209.4575,2050.6611,"Macrophage"
"cell76409",3572.0369,2050.636,"Stromal"
"cell76411",3431.6802,2047.6471,"Stromal"
"cell76413",3268.0344,2054.4668,"Stromal"
"cell76416",3669.8027,2056.9436,"T"
"cell76419",3194.725,2058.9824,"Stromal"
"cell76421",3776.1355,2062.1694,"T"
"cell76422",3788.0823,2066.767,"T"
"cell76425",3318.0479,2065.904,"Stromal"
"cell76429",3779.4849,2067.182,"Stromal"
"cell76430",3794.7585,2069.362,"T"
"cell76431",3812.6736,2074.0527,"Stromal"
"cell76432",3606.5942,2068.3823,"T"
"cell76433",3780.842,2073.2104,"Macrophage"
"cell76434",3764.2021,2079.3184,"Malignant"
"cell76438",3699.658,2074.2578,"T"
"cell76440",3400.0288,2076.5488,"Stromal"
"cell76441",3746.4285,2078.2285,"Malignant"
"cell76442",3610.25,2079.5781,"T"
"cell76443",3249.978,2081.1099,"Stromal"
"cell76448",3738.7734,2087.2905,"Malignant"
"cell76449",3486.232,2079.852,"Stromal"
"cell76450",3259.317,2083.1145,"Stromal"
"cell76452",3656.7056,2083.75,"T"
"cell76455",3237.077,2086.187,"Stromal"
"cell76459",3531.3333,2089.6445,"Macrophage"
"cell76460",3752.7239,2090.5676,"Malignant"
"cell76461",3376.698,2088.1006,"Macrophage"
"cell76462",3468.1116,2091.0928,"Stromal"
"cell76465",3730.1436,2096.5488,"Malignant"
"cell76467",3746.406,2098.1882,"Malignant"
"cell76468",3771.2031,2099.4963,"Macrophage"
"cell76470",3710.973,2097.473,"Malignant"
"cell76471",3538.8162,2095.5881,"T"
"cell76473",3221.1467,2099.9404,"Stromal"
"cell76474",3406.6753,2103.2468,"Macrophage"
"cell76477",3712.802,2107.6458,"Malignant"
"cell76480",3393.2205,2108.5679,"Macrophage"
"cell76482",3537.0693,2106.375,"Stromal"
"cell76485",3405.9756,2109.7988,"Macrophage"
"cell76486",3741.4336,2109.0103,"Malignant"
"cell76487",3728.2664,2116.0623,"Malignant"
"cell76488",3699.2024,2118.2944,"Malignant"
"cell76490",3709.5454,2120.051,"Malignant"
"cell76491",3440.6814,2119.946,"T"
"cell76492",3718.5366,2123.8293,"Malignant"
"cell76493",3682.9739,2127.326,"Malignant"
"cell76494",3329.046,2124.752,"Stromal"
"cell76495",3665.8542,2123.059,"Stromal"
"cell76498",3292.3477,2130.0322,"Stromal"
"cell76501",3206.5886,2133.5127,"Stromal"
"cell76502",3600.897,2131.8381,"Stromal"
"cell76503",3267.5703,2136.9834,"Stromal"
"cell76504",3618.4475,2138.3523,"Stromal"
"cell76505",3578.3953,2139.3489,"Macrophage"
"cell76508",3551.9126,2147.262,"Stromal"
"cell76510",3607.513,2151.4434,"Stromal"
"cell76513",3420.9905,2153.248,"Stromal"
"cell76514",3555.6562,2154.7969,"Stromal"
"cell76519",3621.0234,2155.4824,"Stromal"
"cell76520",3725.3948,2159.7632,"T"
"cell76521",3788.851,2159.7446,"T"
"cell76522",3795.3845,2160.1345,"T"
"cell76523",3813.1155,2161.0386,"T"
"cell76525",3594.25,2161.2,"T"
"cell76527",3760.0466,2164.5117,"Macrophage"
"cell76528",3749.7886,2167.3008,"Macrophage"
"cell76534",3655.7402,2169.6494,"Macrophage"
"cell76535",3787.3,2170.7144,"Plasma"
"cell76536",3641.006,2170.6565,"Macrophage"
"cell76537",3596.7568,2171.4866,"Stromal"
"cell76540",3578.6943,2171.1323,"Stromal"
"cell76543",3717.9583,2170.3682,"Macrophage"
"cell76544",3607.4521,2173.6987,"Stromal"
"cell76545",3793.4358,2172.4358,"T"
"cell76546",3744.0588,2175.0735,"T"
"cell76548",3779.6265,2177.1445,"Stromal"
"cell76550",3735.3394,2173.8623,"Stromal"
"cell76551",3615.0881,2177.196,"Stromal"
"cell76552",3631.8572,2179.2322,"Stromal"
"cell76553",3460.1235,2174.2603,"Stromal"
"cell76554",3791.5103,2178.9592,"B"
"cell76557",3725.0667,2186.3047,"Stromal"
"cell76558",3248.2083,2180.1145,"T"
"cell76559",3588.375,2179.9934,"Stromal"
"cell76560",3675.7112,2182.422,"T"
"cell76561",3603.5352,2183.1409,"Stromal"
"cell76562",3622.0872,2184.2532,"Stromal"
"cell76564",3806.1633,2183.2856,"T"
"cell76567",3703.2,2185.5667,"Macrophage"
"cell76569",3714.1387,2187.365,"Macrophage"
"cell76571",3799.1702,2185.532,"T"
"cell76572",3690.3467,2186.72,"Macrophage"
"cell76573",3658.4456,2186.5327,"Plasma"
"cell76574",3241.2056,2191.639,"Stromal"
"cell76577",3806.7944,2193,"T"
"cell76578",3734.842,2196.221,"Stromal"
"cell76580",3676.8838,2188.3257,"T"
"cell76581",3669.912,2192.2837,"T"
"cell76582",3784,2191,"T"
"cell76583",3765.5,2191.5,"T"
"cell76584",3249.4739,2192.815,"Stromal"
"cell76586",3233.079,2191.7327,"Plasma"
"cell76588",3812.2727,2193.182,"T"
"cell76591",3681.6938,2194.0815,"Stromal"
"cell76593",3693.7144,2195.9207,"Macrophage"
"cell76596",3467.344,2191.7778,"Stromal"
"cell76598",3703.4592,2195.3481,"Stromal"
"cell76599",3516.7449,2193.398,"Stromal"
"cell76601",3625.383,2200.0852,"Stromal"
"cell76606",3814.487,2199.8975,"T"
"cell76607",3799.3572,2200.238,"T"
"cell76608",3786.0205,2200.4285,"T"
"cell76610",3687.6592,2202.5476,"Macrophage"
"cell76611",3194.266,2200.0564,"T"
"cell76612",3510.8389,2200.3071,"Stromal"
"cell76614",3702.5576,2203.8174,"Stromal"
"cell76616",3231.1292,2203.8547,"Stromal"
"cell76617",3451.0938,2205.0833,"Stromal"
"cell76618",3792.3809,2203.6191,"T"
"cell76620",3819,2205.6086,"T"
"cell76621",3483.705,2204.2756,"Stromal"
"cell76622",3722.5576,2207.8845,"Stromal"
"cell76623",3780.3845,2206.205,"T"
"cell76624",3678.1628,2211.628,"T"
"cell76625",3798.075,2206.825,"T"
"cell76626",3811.1162,2206.8838,"T"
"cell76627",3740.0806,2207.2903,"Plasma"
"cell76628",3569.7322,2212.1428,"T"
"cell76632",3791.309,2211.2546,"T"
"cell76633",3713.2236,2211.6711,"Stromal"
"cell76635",3823.8718,2211.0256,"T"
"cell76636",3817.4888,2212.7778,"T"
"cell76638",3777.535,2214.5813,"T"
"cell76639",3704.9622,2214.783,"Stromal"
"cell76642",3795.5,2218,"T"
"cell76644",3818.7036,2222.2346,"T"
"cell76646",3202.9304,2220.8545,"Macrophage"
"cell76648",3804.8696,2224.848,"T"
"cell76651",3531.8784,2226.257,"Stromal"
"cell76654",3798.98,2230.92,"T"
"cell76655",3812.4583,2230.6042,"T"
"cell76656",3737.211,2232.8503,"Stromal"
"cell76658",3202.3958,2232,"T"
"cell76661",3280.6575,2235.9985,"Stromal"
"cell76663",3825.5818,2236.3635,"T"
"cell76665",3744.2708,2237.1042,"Macrophage"
"cell76666",3813.5,2239,"B"
"cell76668",3778.422,2239.3777,"T"
"cell76669",3192.5657,2238.806,"Stromal"
"cell76670",3821.325,2240.325,"T"
"cell76671",3785.75,2240.568,"T"
"cell76672",3391.217,2240.6055,"Stromal"
"cell76673",3771.8655,2241.577,"T"
"cell76674",3758.25,2247.586,"Macrophage"
"cell76676",3620.7815,2242.399,"Stromal"
"cell76677",3781.3914,2246.0217,"T"
"cell76678",3788.2856,2246.4524,"T"
"cell76679",3467.5508,2245.9927,"Macrophage"
"cell76680",3738.7925,2245.5334,"Stromal"
"cell76681",3793.738,2244.6904,"T"
