"","x_cord","y_cord","group_broad_type"
"cell57286",7400.1577,1350.03,"T"
"cell57287",7418.8335,1354.1904,"Malignant"
"cell57288",7048.4336,1355.4302,"Malignant"
"cell57289",7031.63,1356.8894,"Malignant"
"cell57291",7337.3174,1354.6346,"T"
"cell57293",7342.5444,1356.5544,"Stromal"
"cell57294",7477.8887,1357.9,"Malignant"
"cell57296",7426.213,1361.3175,"Malignant"
"cell57300",7403.607,1359.6608,"Stromal"
"cell57302",7026.4536,1366.8755,"Malignant"
"cell57303",7173.6914,1358.4579,"T"
"cell57310",7470.008,1363.6511,"Myoepi"
"cell57311",7378.9497,1361.596,"T"
"cell57313",7047.788,1369.6355,"Malignant"
"cell57314",7437.8926,1366.9937,"Malignant"
"cell57315",7454.41,1367.2307,"Malignant"
"cell57316",7140.3916,1366.6298,"B"
"cell57319",7312.654,1368.5,"T"
"cell57321",7324.5913,1367.4366,"Stromal"
"cell57322",7447.975,1373.0625,"Malignant"
"cell57323",7463.7266,1372.6239,"Stromal"
"cell57324",7422.733,1374.3168,"T"
"cell57325",7512.4653,1373.0344,"T"
"cell57328",7304.2744,1373.4517,"Macrophage"
"cell57329",7497.8037,1375.9215,"DC_Mast"
"cell57330",7103.0566,1377.834,"T"
"cell57331",7309,1376.3556,"Stromal"
"cell57332",7048.3267,1378.3987,"Stromal"
"cell57336",7441.7236,1376.6974,"Stromal"
"cell57337",7477.604,1379.3959,"Macrophage"
"cell57338",7295,1378.7872,"Stromal"
"cell57339",7041.339,1383.629,"Macrophage"
"cell57341",7435.7563,1382.7693,"Stromal"
"cell57342",7220.769,1385.5577,"T"
"cell57343",7291.592,1390.0161,"Stromal"
"cell57347",7332.0874,1386.9,"Macrophage"
"cell57348",7309.6,1387.1692,"Macrophage"
"cell57350",7482.078,1392.9219,"T"
"cell57351",7489.126,1393.4622,"T"
"cell57356",7261.2905,1394.1936,"Macrophage"
"cell57357",7249.8247,1395.7544,"T"
"cell57359",7475.314,1396.5098,"T"
"cell57360",7364.92,1394.98,"T"
"cell57361",7221.8955,1395.7313,"B"
"cell57364",7334.041,1399.1632,"Macrophage"
"cell57369",7170.478,1405.1765,"Macrophage"
"cell57370",7281.863,1401.7646,"T"
"cell57371",7295.0674,1402.1757,"T"
"cell57372",7467.0513,1404.2565,"B"
"cell57373",7482.659,1405.2246,"Macrophage"
"cell57374",7205.0186,1403.6666,"T"
"cell57375",7369.244,1404.5488,"Macrophage"
"cell57376",7344.5396,1405.4286,"Macrophage"
"cell57377",7382.3857,1405.035,"T"
"cell57379",7468.094,1405.7925,"T"
"cell57381",7039.841,1406.7391,"Stromal"
"cell57383",7252.6035,1406.8103,"T"
"cell57386",7392.393,1409.3928,"Macrophage"
"cell57387",7455.325,1409.625,"Macrophage"
"cell57389",7425.114,1409,"T"
"cell57391",7347.5884,1410.9706,"Macrophage"
"cell57392",7249.672,1415.6947,"Macrophage"
"cell57393",7284.6304,1410.0869,"Macrophage"
"cell57394",7430.875,1411.9166,"T"
"cell57395",7323.5254,1410.4576,"T"
"cell57398",7134.8696,1415.4178,"Stromal"
"cell57399",7382.8545,1412.2363,"T"
"cell57400",7467.8184,1413.803,"Macrophage"
"cell57401",7273.661,1411.6904,"T"
"cell57402",7026.1133,1416.3962,"T"
"cell57404",7372.0347,1414.5862,"T"
"cell57405",7483.368,1415.434,"T"
"cell57406",7364.0527,1416.0526,"T"
"cell57407",7421.884,1415.8837,"T"
"cell57409",7432.6484,1418.2162,"T"
"cell57410",7419.311,1418.0778,"T"
"cell57412",7479.8687,1421,"T"
"cell57415",7072.119,1419.5682,"Plasma"
"cell57416",7383.9805,1425.3107,"Macrophage"
"cell57418",7413.1294,1423.8793,"T"
"cell57420",7279.807,1420.2632,"T"
"cell57422",7303.071,1421.2471,"T"
"cell57423",7392.5806,1421.6129,"Macrophage"
"cell57424",7046.579,1426.4526,"T"
"cell57426",7377.636,1423.5,"T"
"cell57428",7404.759,1424.9138,"B"
"cell57429",7311.8726,1425.4728,"Plasma"
"cell57431",7472.622,1423.8,"T"
"cell57432",7138.4893,1425.3405,"Macrophage"
"cell57434",7324.3228,1425.0709,"T"
"cell57436",7425.8633,1429.9565,"Stromal"
"cell57438",7371.607,1428.3146,"Macrophage"
"cell57440",7469.6284,1429.2572,"B"
"cell57441",7395.6562,1427.4531,"T"
"cell57444",7460.2524,1428.1718,"Macrophage"
"cell57445",7240.02,1429.4747,"Macrophage"
"cell57447",7354.6743,1434.721,"T"
"cell57450",7305.3135,1432.9104,"T"
"cell57451",7417.2583,1434.258,"T"
"cell57454",7401.058,1434.2064,"Stromal"
"cell57455",7465.653,1436.5972,"Macrophage"
"cell57456",7337.391,1436.2609,"B"
"cell57460",7448.109,1439.75,"B"
"cell57464",7307.729,1440.625,"T"
"cell57468",7386.347,1440.3982,"Stromal"
"cell57469",7437,1446.378,"T"
"cell57471",7368.753,1440.605,"Macrophage"
"cell57474",7458.075,1445.8125,"T"
"cell57475",7051.336,1444.4286,"B"
"cell57476",7025.375,1445.0714,"T"
"cell57477",7441.88,1446.04,"T"
"cell57478",7419.081,1445.5135,"B"
"cell57480",7453.0454,1448.409,"T"
"cell57481",7396.2607,1448.116,"T"
"cell57483",7414.465,1448.6364,"T"
"cell57484",7429.3955,1448.8837,"T"
"cell57485",7447.778,1450.0222,"T"
"cell57489",7368.4575,1449.4067,"T"
"cell57493",7040.5454,1454.4166,"T"
"cell57497",7431.225,1454.075,"T"
"cell57500",7399.1226,1454.1632,"Macrophage"
"cell57501",7424,1451.9056,"T"
"cell57502",7376.6924,1456.5077,"T"
"cell57503",7212.3584,1457.0233,"T"
"cell57507",7056.5283,1454.8359,"Macrophage"
"cell57509",7425.241,1460.1034,"T"
"cell57511",7155.975,1461.0123,"Plasma"
"cell57512",7419.653,1462.3062,"T"
"cell57513",7047.25,1463.3055,"T"
"cell57514",7066.097,1463.0555,"Macrophage"
"cell57518",7027.0137,1466.0695,"Macrophage"
"cell57519",7202.8335,1466.2954,"Macrophage"
"cell57520",7343.143,1465.0714,"T"
"cell57523",7057.987,1467.8933,"T"
"cell57524",7419.846,1467.4615,"T"
"cell57526",7330.0557,1466.9445,"T"
"cell57527",7411.0347,1469.0862,"T"
"cell57528",7124.8853,1469.4755,"T"
"cell57530",7395.4644,1469.5714,"B"
"cell57532",7384.797,1471.3478,"T"
"cell57533",7401.0425,1471.3405,"T"
"cell57534",7056.578,1473.8438,"T"
"cell57537",7435.0205,1473.2653,"Macrophage"
"cell57538",7406.3335,1473.875,"T"
"cell57545",7430.7295,1479.5411,"Macrophage"
"cell57549",7032.1313,1481.1968,"Stromal"
"cell57551",7413.7905,1480.8837,"T"
"cell57552",7107.825,1482.4286,"T"
"cell57557",7404.077,1486.1025,"B"
"cell57558",7095.742,1486.6212,"T"
"cell57560",7416.1475,1487.4755,"T"
"cell57563",7365.22,1490.27,"Stromal"
"cell57564",7307.1763,1488.7059,"T"
"cell57565",7390.3267,1489.7959,"T"
"cell57566",7104.7734,1492.1333,"Macrophage"
"cell57568",7377.3335,1491.193,"T"
"cell57569",7185.6,1492.5143,"Macrophage"
"cell57570",7384.931,1492.7413,"T"
"cell57571",7403.2,1492.1,"T"
"cell57572",7212.962,1495.9293,"Macrophage"
"cell57574",7408.717,1494.6333,"T"
"cell57575",7089.116,1495.5116,"T"
"cell57579",7156.944,1493.486,"Macrophage"
"cell57580",7393.674,1496.0869,"T"
"cell57582",7433.54,1496.12,"T"
"cell57583",7374.2607,1497.0435,"B"
"cell57587",7139.35,1496.7833,"T"
"cell57588",7348.203,1499.5217,"T"
"cell57589",7401.2383,1499.6428,"T"
"cell57592",7411.2886,1500.9231,"T"
"cell57593",7455.24,1501.36,"Stromal"
"cell57595",7434.3335,1503.386,"T"
"cell57598",7079.264,1504.0754,"Stromal"
"cell57601",7028.643,1506.8214,"Macrophage"
"cell57606",7241.6777,1509.1322,"Macrophage"
"cell57607",7299.952,1512.981,"Stromal"
"cell57608",7422.28,1508.4,"T"
"cell57609",7415.303,1509.4849,"T"
"cell57611",7340.934,1512.3517,"Macrophage"
"cell57612",7085.7896,1511.8185,"Macrophage"
"cell57613",7107.6323,1513.7008,"T"
"cell57614",7379.5,1510.5,"T"
"cell57618",7364.8906,1511.9596,"Malignant"
"cell57622",7228.6367,1512.6163,"T"
"cell57625",7184.783,1513.3759,"Stromal"
"cell57626",7368.378,1514.711,"Myoepi"
"cell57628",7398.2207,1512.9559,"Macrophage"
"cell57629",7160.0215,1516.9788,"T"
"cell57631",7097.957,1517.5714,"Macrophage"
"cell57633",7214.601,1517.6993,"Macrophage"
"cell57634",7376.2715,1520.2839,"Stromal"
"cell57636",7413.364,1517.25,"T"
"cell57638",7169.816,1522.584,"Stromal"
"cell57639",7102.1753,1524.8772,"Macrophage"
"cell57640",7154.7573,1520.1714,"DC_Mast"
"cell57641",7398.2,1521.0546,"T"
"cell57642",7347.4346,1523.1449,"Macrophage"
"cell57643",7298.279,1523.9672,"T"
"cell57644",7413.533,1522.3667,"T"
"cell57646",7336.157,1525.8889,"Macrophage"
"cell57647",7400.978,1525.0217,"T"
"cell57650",7368.561,1526.7927,"T"
"cell57651",7395.2324,1527.5116,"T"
"cell57652",7416.91,1527.64,"T"
"cell57653",7125.232,1529.4642,"T"
"cell57656",7358.752,1534.0602,"B"
"cell57658",7400.9536,1534.5349,"Macrophage"
"cell57659",7300.165,1536.4956,"Macrophage"
"cell57662",7086.529,1534.4667,"Stromal"
"cell57663",7093.7,1539.5353,"Stromal"
"cell57665",7375.7812,1538.7812,"T"
"cell57666",7143.07,1541.971,"Macrophage"
"cell57668",7455.559,1539.9342,"Stromal"
"cell57669",7485.9756,1548.3796,"Stromal"
"cell57670",7381.4707,1541.3137,"T"
"cell57671",7408.6797,1545.5631,"Macrophage"
"cell57673",7373.093,1545.0555,"T"
"cell57674",7222.194,1549.2836,"Stromal"
"cell57675",7072.7295,1542.8706,"T"
"cell57677",7097.8975,1552.6456,"Stromal"
"cell57678",7366.651,1546.619,"T"
"cell57679",7064.2974,1550.919,"T"
"cell57680",7079.775,1548.4333,"Stromal"
"cell57682",7377.727,1551.5354,"Stromal"
"cell57686",7217.109,1553.8914,"Stromal"
"cell57689",7038.3887,1554.3889,"T"
"cell57690",7073.112,1559.0448,"Stromal"
"cell57692",7103.013,1560.829,"Stromal"
"cell57693",7055.474,1561.9487,"Stromal"
"cell57694",7390.614,1561.0396,"T"
"cell57698",7142.5913,1571.1572,"Stromal"
"cell57699",7204.3145,1566.9246,"Stromal"
"cell57700",7091.1377,1570.4397,"Stromal"
"cell57701",7329.1973,1567.3816,"Stromal"
"cell57707",7057.984,1569.0322,"Macrophage"
"cell57710",7086.1284,1574.7142,"Stromal"
"cell57715",7056.3833,1578.7103,"Macrophage"
"cell57716",7360.55,1578.475,"T"
"cell57717",7443.798,1581.1342,"Stromal"
"cell57718",7383.143,1579.875,"T"
"cell57719",7092.425,1584.7511,"Stromal"
"cell57720",7065.093,1579.1482,"Stromal"
"cell57721",7363.102,1583.7347,"T"
"cell57723",7378.1143,1586.8715,"T"
"cell57724",7356.697,1584.909,"T"
"cell57726",7389.484,1583.6049,"T"
"cell57727",7216.6196,1585.1157,"Stromal"
"cell57728",7131.9785,1587.7312,"Stromal"
"cell57729",7083.8115,1589.2075,"B"
"cell57731",7358.3716,1591.4857,"T"
"cell57732",7138.2485,1591.3965,"Macrophage"
"cell57733",7362.857,1595.3096,"T"
"cell57735",7262.6914,1592.1396,"Stromal"
"cell57736",7357.778,1598.9259,"T"
"cell57738",7343.586,1603.5143,"T"
"cell57739",7134.049,1603.4878,"Stromal"
"cell57741",7382.9775,1607.1573,"T"
"cell57742",7123.922,1610.4114,"Malignant"
"cell57745",7332.2085,1607.3229,"Macrophage"
"cell57751",7168.084,1607.8982,"Macrophage"
"cell57753",7262.567,1617.204,"Stromal"
"cell57754",7193.8286,1616.0403,"Stromal"
"cell57755",7338.403,1614.7761,"T"
"cell57756",7379.6724,1615.541,"T"
"cell57758",7517.459,1606.5137,"Stromal"
"cell57760",7345.641,1616.4615,"T"
"cell57761",7107,1617.5604,"Macrophage"
"cell57764",7121.036,1622.6154,"Malignant"
"cell57765",7367.603,1621.6666,"T"
"cell57766",7321.049,1621.4117,"Macrophage"
"cell57767",7450.797,1618.9232,"Stromal"
"cell57768",7332.109,1622.5652,"T"
"cell57769",7278.8857,1620.8572,"Stromal"
"cell57770",7024.692,1622.7894,"Plasma"
"cell57771",7356.788,1627.4236,"Macrophage"
"cell57774",7414.7544,1626.3158,"Stromal"
"cell57775",7289.32,1624.86,"Stromal"
"cell57777",7042.342,1625.9368,"Stromal"
"cell57779",7110.982,1633.387,"Stromal"
"cell57781",7377.99,1632.3905,"Macrophage"
"cell57782",7100.5845,1634.6123,"Stromal"
"cell57783",7126.3286,1633.6423,"Stromal"
"cell57786",7322.5835,1636.8472,"T"
"cell57787",7387.154,1637,"T"
"cell57788",7478.749,1648.4917,"Stromal"
"cell57789",7357.869,1638.512,"T"
"cell57791",7086.04,1643.36,"Plasma"
"cell57792",7112.915,1643.4752,"Stromal"
"cell57793",7390.232,1651.494,"T"
"cell57794",7305.0747,1645.2897,"T"
"cell57795",7370.8296,1644.8723,"T"
"cell57797",7039.4644,1648.6019,"Stromal"
"cell57798",7350.8438,1649.125,"Macrophage"
"cell57799",7359.0127,1650.4487,"DC_Mast"
"cell57801",7036.385,1649.9231,"Plasma"
"cell57802",7123.241,1647.6412,"B"
"cell57803",7332.4194,1654.25,"Stromal"
"cell57804",7342.781,1651.6301,"Stromal"
"cell57812",7367.1772,1656.7742,"T"
"cell57813",7053.0117,1656.0344,"T"
"cell57819",7355.0127,1661.1013,"Stromal"
"cell57822",7285.0933,1661.88,"Macrophage"
"cell57823",7308.067,1660.8223,"Stromal"
"cell57825",7323.9097,1662.8079,"T"
"cell57827",7048.036,1662.7319,"T"
"cell57828",7117.9487,1660.3021,"T"
"cell57830",7367.38,1664.62,"T"
"cell57831",7390.5073,1664.6957,"T"
"cell57832",7283.1113,1664.1389,"T"
"cell57833",7275.1387,1663.6945,"Plasma"
"cell57834",7359.8887,1665.4445,"Stromal"
"cell57835",7349.5947,1665.419,"Stromal"
"cell57840",7385.3735,1670.0266,"T"
"cell57841",7375.154,1669.5385,"T"
"cell57844",7363.2856,1670.625,"T"
"cell57845",7403.824,1671.7472,"T"
"cell57846",7273.4287,1670.5143,"T"
"cell57847",7317.0835,1672.5167,"T"
"cell57848",7325.4805,1673,"T"
"cell57850",7348.245,1677.855,"T"
"cell57852",7278.4546,1673.1818,"T"
"cell57856",7268.543,1674.9714,"T"
"cell57858",7393.933,1676.2667,"T"
"cell57859",7101.6304,1675.5297,"T"
"cell57860",7380.5776,1676.8,"Macrophage"
"cell57861",7403.3477,1678.9131,"Stromal"
"cell57862",7369.5845,1677.5846,"DC_Mast"
"cell57863",7339.6377,1678.5862,"Stromal"
"cell57864",7262.3145,1676.4382,"T"
"cell57866",7309.0513,1680.0966,"Macrophage"
"cell57867",7447.4194,1688.6221,"Stromal"
"cell57868",7382.155,1683.4364,"T"
"cell57869",7088.3687,1681.5875,"T"
"cell57870",7372.686,1684.6666,"T"
"cell57871",7406.02,1685.52,"T"
"cell57872",7399.606,1684.8788,"B"
"cell57873",7357.559,1686.2188,"Macrophage"
"cell57874",7392.795,1687.7565,"Macrophage"
"cell57875",7327.648,1686.8029,"Stromal"
"cell57876",7295.339,1692.1111,"Stromal"
"cell57878",7288.622,1686.6,"Macrophage"
"cell57882",7048.985,1689.3148,"Stromal"
"cell57883",7184.3237,1684.4541,"Stromal"
"cell57884",7376.927,1688.8049,"T"
"cell57885",7349.8296,1689.2979,"Stromal"
"cell57886",7338.8955,1691,"T"
"cell57887",7150.1895,1686.1196,"Stromal"
"cell57888",7402.3784,1691.1082,"B"
"cell57889",7430.739,1690,"Stromal"
"cell57892",7382.3096,1693.3096,"T"
"cell57893",7283.89,1697.1208,"Stromal"
"cell57897",7366.7344,1701.5443,"Stromal"
"cell57898",7406.9194,1695.8871,"T"
"cell57899",7030.9536,1701.388,"Stromal"
"cell57900",7392.061,1696.7142,"Macrophage"
"cell57904",7292.6987,1698.2877,"Stromal"
"cell57906",7376.578,1699.1927,"T"
"cell57907",7325.6704,1700.7878,"Stromal"
"cell57931",104.54135,1702.0978,"Malignant"
"cell57936",262.06317,1703.4053,"Macrophage"
"cell57937",445.92392,1703.8043,"Macrophage"
"cell57945",294.27274,1705.409,"T"
"cell57946",422.71054,1707.7808,"Malignant"
"cell57948",308.61078,1710.1976,"Macrophage"
"cell57950",48.413044,1706.8641,"Malignant"
"cell57952",64.597015,1706.8582,"Malignant"
"cell57954",370.04193,1709.9042,"Stromal"
"cell57955",596.3939,1707.5303,"T"
"cell57956",21.675373,1705.944,"Malignant"
"cell57959",491.64963,1706.8102,"Stromal"
"cell57960",529.9298,1707.3158,"Macrophage"
"cell57961",243.72289,1708.7831,"Stromal"
"cell57966",83.30345,1711.8276,"Malignant"
"cell57968",409.8734,1704.7721,"Stromal"
"cell57969",41.317345,1713.9299,"Malignant"
"cell57970",176.37143,1706.1809,"Stromal"
"cell57971",280.12857,1710.4286,"T"
"cell57976",587.4375,1710.4375,"T"
"cell57977",617.1494,1711.4943,"T"
"cell57981",160.3871,1711.6774,"Myoepi"
"cell57982",200.90675,1707.2476,"Malignant"
"cell57983",537.5741,1710.8055,"Macrophage"
"cell57987",338.17,1719.15,"Macrophage"
"cell57988",356.4393,1709.2485,"Malignant"
"cell57991",467.32144,1711.4733,"Macrophage"
"cell57993",222.78346,1709.0559,"Stromal"
"cell57994",601.5208,1712.3541,"Macrophage"
"cell58002",173.17346,1716.7245,"Stromal"
"cell58009",639.95654,1715.6522,"T"
"cell58011",410.66666,1715.4,"Stromal"
"cell58014",433.0606,1716.409,"T"
"cell58016",549.8298,1715.4681,"Stromal"
"cell58018",373.58334,1721.5917,"Malignant"
"cell58021",487.3217,1719.2307,"Stromal"
"cell58024",612,1717.6666,"T"
"cell58026",143.9122,1716.1757,"Malignant"
"cell58028",102.16084,1719.8112,"Malignant"
"cell58030",236.61864,1718.161,"Myoepi"
"cell58032",30.371622,1716.9797,"Malignant"
"cell58034",156.82039,1721.4224,"Malignant"
"cell58035",185.71187,1715.9661,"Stromal"
"cell58037",302.16666,1718.7604,"T"
"cell58039",496.87256,1722.4706,"T"
"cell58040",58.988506,1724.3219,"Malignant"
"cell58042",337.61765,1721.4265,"B"
"cell58044",81.94203,1723.2609,"Malignant"
"cell58045",259.34616,1722.3077,"B"
"cell58046",447.21054,1719.772,"T"
"cell58052",628.58826,1722.3235,"T"
"cell58053",249.0119,1718.631,"Stromal"
"cell58054",473.83508,1722.6421,"Stromal"
"cell58055",279.50723,1724.4058,"Plasma"
"cell58056",605.3333,1722.772,"T"
"cell58063",42.509174,1729.1652,"Malignant"
"cell58065",270.70456,1725.4318,"T"
"cell58067",290.95834,1726.25,"Macrophage"
"cell58069",535.1607,1725.5714,"T"
"cell58070",458.58273,1728.0863,"T"
"cell58071",319.9091,1727.7273,"Stromal"
"cell58072",125.28261,1729.9348,"Malignant"
"cell58075",307.12122,1729.5,"T"
"cell58076",372.39325,1731.5618,"Malignant"
"cell58077",444.63043,1729.0652,"Macrophage"
"cell58078",395.8506,1729.3678,"Stromal"
"cell58081",623.41895,1732.1216,"T"
"cell58083",580.63043,1729.9131,"T"
"cell58085",94.44531,1731.2891,"Malignant"
"cell58088",168.56747,1732.1869,"Stromal"
"cell58089",288.28125,1731.0625,"T"
"cell58090",475.48538,1732.2924,"Myoepi"
"cell58092",146.07408,1731.5679,"Malignant"
"cell58094",281.95746,1731.5745,"T"
"cell58095",241.41333,1731.1067,"Stromal"
"cell58097",628.4375,1733.0469,"Stromal"
"cell58100",573.8293,1731.9025,"Macrophage"
"cell58102",399.2193,1734.0702,"Stromal"
"cell58103",298.20483,1733.0964,"T"
"cell58104",336.21506,1734.1613,"Stromal"
"cell58106",153.78392,1734.4523,"Malignant"
"cell58108",491.77585,1733.5172,"T"
"cell58110",136.58653,1735.4615,"Malignant"
"cell58112",584.1964,1734.7142,"Macrophage"
"cell58114",182.02884,1734.8462,"Stromal"
"cell58117",591.5593,1736.8644,"T"
"cell58118",255.95454,1735.75,"Macrophage"
"cell58120",402.35822,1738.1343,"T"
"cell58124",171.25233,1742.2991,"Stromal"
"cell58126",447.52817,1739.7887,"T"
"cell58128",266.88373,1738.8837,"Macrophage"
"cell58130",539.8333,1737.5476,"T"
"cell58131",392.98038,1739.7059,"Stromal"
"cell58132",42.85326,1738.6467,"Malignant"
"cell58136",484.68967,1738.1897,"Stromal"
"cell58137",567.1719,1740.7188,"Macrophage"
"cell58138",12.576,1744.208,"Malignant"
"cell58140",382.6344,1739.9354,"T"
"cell58142",620.4,1743.2,"Stromal"
"cell58143",625.39435,1742.1831,"Malignant"
"cell58144",56.986786,1740.5198,"Malignant"
"cell58145",281.549,1741.6666,"T"
"cell58146",440.05554,1742.2916,"Macrophage"
"cell58147",115.873985,1743.0284,"Stromal"
"cell58149",577.45715,1741.9143,"T"
"cell58150",530.25397,1742.1428,"B"
"cell58152",224.4,1747.0276,"Stromal"
"cell58153",321.3793,1742.4828,"Macrophage"
"cell58154",87.296295,1747.5952,"Malignant"
"cell58156",366.9375,1743.3572,"Macrophage"
"cell58161",480.92755,1741.6522,"Macrophage"
"cell58162",136.89362,1744.8511,"Malignant"
"cell58163",157.66364,1747.2727,"Malignant"
"cell58164",313.58823,1744.5588,"Stromal"
"cell58165",496.25,1745.1964,"T"
"cell58166",510.97726,1745.6136,"T"
"cell58167",267.9074,1745.5927,"B"
"cell58168",302.4762,1746.262,"T"
"cell58170",603.8605,1746.7094,"Macrophage"
"cell58171",288.84375,1747.375,"T"
"cell58172",563,1748.5,"B"
"cell58173",37.072556,1751.366,"Malignant"
"cell58174",73.85514,1752.3832,"Malignant"
"cell58175",375.67346,1748.8572,"T"
"cell58178",465.4094,1749.6443,"Macrophage"
"cell58179",529.3333,1749.5385,"T"
"cell58180",297.44067,1750.9661,"T"
"cell58181",273.9394,1749.8788,"B"
"cell58183",517.9394,1750.2122,"B"
"cell58184",482.66666,1750.5416,"T"
"cell58185",231.61667,1751.1333,"Stromal"
"cell58189",552.55554,1751.7556,"Macrophage"
"cell58191",127.97143,1753.2953,"Malignant"
"cell58192",148.11374,1752.7203,"Malignant"
"cell58194",339.64407,1754.2373,"Stromal"
"cell58195",628.6923,1753.5962,"Stromal"
"cell58196",172.07886,1754.53,"Myoepi"
"cell58197",258.06384,1752.5319,"Macrophage"
"cell58200",102.76119,1753.9801,"Malignant"
"cell58203",287.32693,1755.8462,"Macrophage"
"cell58204",462.52777,1755.25,"Macrophage"
"cell58205",244.63043,1755.8914,"T"
"cell58206",528.02,1756.32,"T"
"cell58207",536.35297,1755.0294,"B"
"cell58208",14.421875,1762.1198,"Malignant"
"cell58213",519.6515,1758.0605,"T"
"cell58215",357.74417,1757.8372,"T"
"cell58216",210.54347,1761.3043,"Stromal"
"cell58217",139.2973,1763.5946,"Malignant"
"cell58218",328.72726,1759.0227,"Macrophage"
"cell58223",28.119566,1762.7681,"Malignant"
"cell58224",182.35617,1761.6849,"Stromal"
"cell58225",233.48276,1761.7241,"Stromal"
"cell58226",46.907337,1763.9113,"Malignant"
"cell58227",298.809,1762.9214,"Macrophage"
"cell58230",336.7561,1761.2195,"B"
"cell58231",286.5,1764.3721,"Macrophage"
"cell58232",392.67926,1763.3019,"T"
"cell58233",524.7857,1764.2715,"T"
"cell58234",399.25714,1762.5143,"T"
"cell58235",402.32727,1764.6364,"T"
"cell58236",430.42856,1763.1428,"Stromal"
"cell58239",469.28946,1764.079,"Stromal"
"cell58241",119.45,1768.9,"Myoepi"
"cell58245",65.84591,1765.5818,"Malignant"
"cell58246",588.3333,1764.6492,"T"
"cell58247",275.22665,1766.5734,"Macrophage"
"cell58248",511.54022,1764.885,"T"
"cell58249",320.79544,1765.5227,"T"
"cell58250",409.91666,1765.85,"T"
"cell58251",253.46939,1765.6735,"T"
"cell58252",103.766426,1773.3065,"Stromal"
"cell58253",238.66667,1766.625,"Stromal"
"cell58257",387.784,1770.944,"Macrophage"
"cell58258",340.69696,1767.0303,"Stromal"
"cell58260",420.5562,1777.2306,"Stromal"
"cell58261",462.60605,1768.8485,"Macrophage"
"cell58265",265.30435,1771.0217,"T"
"cell58266",297.79166,1770.1459,"T"
"cell58268",591.9143,1772.7572,"T"
"cell58269",11.789474,1774.2894,"Malignant"
"cell58274",247.38889,1772.1945,"Macrophage"
"cell58275",257.7551,1772.9387,"Plasma"
"cell58277",383.71716,1779.4076,"Stromal"
"cell58279",516.15686,1772.7843,"T"
"cell58280",117.60976,1776.0488,"Malignant"
"cell58283",24.76569,1778.3013,"Malignant"
"cell58286",335.6842,1774.8948,"Macrophage"
"cell58287",633.4487,1774.8975,"Stromal"
"cell58288",216.90741,1775.6482,"Stromal"
"cell58289",285.53165,1776.6329,"T"
"cell58291",294.3721,1775.7906,"T"
"cell58293",508,1775.9048,"T"
"cell58294",252.1134,1778.8763,"DC_Mast"
"cell58296",484.13635,1776.5227,"T"
"cell58297",142.9943,1779.2285,"Malignant"
"cell58300",515.43286,1779.3433,"T"
"cell58303",265.0465,1778.6976,"T"
"cell58305",365.2268,1781.0309,"Stromal"
"cell58308",316.5122,1779.0731,"T"
"cell58309",477.54166,1779.7084,"T"
"cell58312",398.30554,1783.25,"Malignant"
"cell58313",490.07144,1779.7142,"T"
"cell58315",432.7841,1782.216,"Stromal"
"cell58316",155.22148,1782.1477,"Malignant"
"cell58321",293.1389,1781.8334,"T"
"cell58323",166.65117,1782.3954,"Stromal"
"cell58326",52.472527,1787.4725,"Malignant"
"cell58327",481.7619,1782.7142,"T"
"cell58328",208.7234,1785.2554,"Macrophage"
"cell58329",62.434784,1785.1086,"Malignant"
"cell58331",287.47058,1784.6765,"T"
"cell58332",626,1784.6608,"T"
"cell58334",232.26495,1788.641,"T"
"cell58335",492.66666,1784.6389,"T"
"cell58336",129.96175,1785.9181,"Malignant"
"cell58337",618.96295,1785.2778,"T"
"cell58339",349.89816,1784.8796,"Stromal"
"cell58340",371.7255,1787.098,"Stromal"
"cell58342",97.51634,1787.5425,"Malignant"
"cell58343",436.1579,1786.9474,"T"
"cell58345",607.32074,1788.283,"T"
"cell58347",82.3421,1788.9736,"Malignant"
"cell58350",117.853264,1789.6305,"Malignant"
"cell58351",596.21686,1787.8073,"T"
"cell58352",503.05264,1788.3684,"T"
"cell58353",33.317757,1788.3458,"Malignant"
"cell58354",357.0708,1791.7124,"Stromal"
"cell58355",258.37878,1791.7576,"Macrophage"
"cell58356",272.25,1790.8906,"T"
"cell58359",17.64045,1789.1293,"Malignant"
"cell58360",72.452126,1790.2606,"Malignant"
"cell58363",616.2727,1790.8485,"T"
"cell58366",182.39706,1786.6471,"Stromal"
"cell58367",297.52542,1792.0847,"T"
"cell58369",481.36365,1791.9318,"T"
"cell58372",498.14285,1791.8096,"T"
"cell58374",153.10286,1796.0571,"Malignant"
"cell58375",166.99115,1792.6814,"Myoepi"
"cell58376",287.35822,1793.8657,"T"
"cell58379",217.03847,1794.6731,"T"
"cell58381",373.39474,1796.386,"Stromal"
"cell58382",399.61765,1801.2421,"Malignant"
"cell58383",624.3409,1795.2954,"T"
"cell58387",503.23685,1795.5264,"T"
"cell58388",241.3125,1796.0625,"T"
"cell58390",418.09787,1801.049,"Stromal"
"cell58392",584.5,1795.7858,"T"
"cell58393",456.21893,1799.3965,"Stromal"
"cell58396",636.9231,1797.4038,"Macrophage"
"cell58397",432.3125,1798.0416,"Macrophage"
"cell58400",473.8095,1797.881,"Macrophage"
"cell58403",44.38907,1801.164,"Malignant"
