"","x_cord","y_cord","gene"
"cell59931",321.05884,2075.1177,0.12641458
"cell59934",354.64444,2075.7556,0.07646897
"cell59935",518.6667,2077.3667,0.20016335
"cell59937",241.88571,2076.7144,2.4629517
"cell59939",286.52332,2071.969,2.0833082
"cell59940",376.88235,2079.8706,0.12149551
"cell59941",540.31134,2082.33,1.1589979
"cell59942",46.630253,2072.168,0.24930893
"cell59943",337,2076.7896,0.11145338
"cell59944",128.45454,2077.1272,0.0924442
"cell59948",436.95062,2078.9507,0.15930203
"cell59951",348.5,2079.3235,0.027683467
"cell59953",30.544716,2076.9023,0.16901363
"cell59955",268.37558,2081.3845,2.775498
"cell59958",405.61224,2079.7754,0.29928547
"cell59964",68.807014,2079.8596,0.13496666
"cell59965",86.47059,2080.7844,0.055476572
"cell59966",105.830505,2080.9492,0
"cell59969",119.081635,2080.8774,0.067303315
"cell59972",454.81818,2082,0.13437448
"cell59974",635.1667,2083.6667,3.0559328
"cell59975",449.00885,2078.7256,0.1232368
"cell59976",163.41936,2084.5967,0.23335543
"cell59977",223.05983,2082.359,1.9622055
"cell59983",619.51,2086.3333,2.7788334
"cell59984",62.09302,2081.9768,0.037323147
"cell59987",10.622449,2084.5408,1.139511
"cell59988",112.72,2084.52,0.040193375
"cell59989",330.25,2082.6538,0.06829669
"cell59990",19.695238,2083.6238,0.6921785
"cell59994",517.2516,2082.8994,0.17917767
"cell59995",283.93137,2087.9575,1.2065684
"cell59996",583.1733,2084.124,3.1332283
"cell59997",468,2084.898,0.15967834
"cell60001",68.85366,2086.878,0.088309124
"cell60002",474.7907,2086.0232,0.080955364
"cell60003",481.8889,2089.5693,0.16846822
"cell60005",360.1887,2086.8867,0.09083883
"cell60006",88.13333,2087.7834,0.09051398
"cell60009",609.5625,2092.1182,2.9228508
"cell60011",129.125,2087.5417,0.06812588
"cell60012",295.7013,2089.2727,2.3011057
"cell60017",143.7875,2091.6626,0.08105372
"cell60020",253.1674,2090.9163,2.9145021
"cell60022",379.73386,2088.242,0
"cell60024",369.14493,2092.203,0.03554749
"cell60028",454.10638,2091.1064,0.21546511
"cell60030",492.82895,2093.0132,0.22715159
"cell60032",348.2564,2092.4102,0.1630619
"cell60035",548.5062,2096.0625,2.2994947
"cell60036",16.57353,2092.5442,0.21864389
"cell60037",150.14635,2091.4878,0.17706977
"cell60041",80.603775,2092.7358,0.10160581
"cell60044",421.85226,2096.0908,2.1317437
"cell60045",507.98276,2093.7673,0.12795225
"cell60048",262.7143,2096.3025,2.2622101
"cell60050",154.09091,2096.1365,0.18773508
"cell60051",329.97778,2093.8445,0.12184308
"cell60052",603.85205,2101.4497,2.5134199
"cell60053",629.85925,2096.6296,2.9832342
"cell60055",271.92175,2096.1392,2.7043715
"cell60059",184.35088,2098.9255,1.8182518
"cell60060",376.95557,2095.578,0.085417986
"cell60061",592.8063,2096.6335,2.9833868
"cell60063",409.34067,2096.945,2.2585013
"cell60064",445.48166,2102.1836,1.096124
"cell60068",560.3764,2098.7134,2.3476086
"cell60070",166.14894,2097.2126,0.20729835
"cell60071",301.6129,2099.957,0.650933
"cell60072",531.6539,2097.173,0.8601905
"cell60073",574.02783,2101.1443,2.7829702
"cell60074",36.32308,2097.2153,0.22890761
"cell60076",6.5,2098.2693,1.9660065
"cell60077",82.22222,2098.4443,0.023519367
"cell60078",513.55554,2097.3333,0.08172213
"cell60083",119.10577,2102.7595,0.15038542
"cell60084",289.98245,2101.9648,1.8802541
"cell60089",347.32144,2099,0.09222376
"cell60090",391.07318,2101.821,0.081316195
"cell60094",146.05405,2101.919,0.2081739
"cell60100",94.23077,2104.0193,0.44028196
"cell60101",358.4762,2101.6904,0.06597023
"cell60103",432.1905,2102.7856,1.4296888
"cell60105",498.90567,2100.8962,0.13780749
"cell60106",526.8444,2099.6223,0.6609365
"cell60109",400.83908,2105.5862,2.258423
"cell60110",379.0901,2101.2883,0.010033595
"cell60114",616.3203,2108.1565,2.8814034
"cell60115",276.82745,2109.8381,2.7761974
"cell60116",364.11905,2104.5952,0.08198346
"cell60119",240.73203,2105.268,2.7809882
"cell60121",332.65384,2104.2693,0.061437216
"cell60122",424.73334,2110.032,2.9642286
"cell60125",628.8182,2110.4304,2.9632664
"cell60129",458.48334,2105.1,0.57845426
"cell60130",522.0752,2105.1548,0.432298
"cell60131",592.9441,2109.8013,2.86184
"cell60132",88.44,2105.92,0.14014833
"cell60133",74.68965,2107.7585,0.044760313
"cell60136",539.75555,2105.6445,0.68054646
"cell60137",107.891304,2106.6304,0.05760609
"cell60138",401.4,2118,2.3198397
"cell60140",485.54807,2107.2307,1.7507008
"cell60141",466.80768,2108.5962,0.7643305
"cell60142",342.43182,2107.9092,0.054609466
"cell60143",356.4186,2108.0466,0.060251094
"cell60147",347.95,2107.525,0.05105833
"cell60149",530.9223,2111.6116,0.2961496
"cell60154",59.08,2110.04,0.21884969
"cell60157",332.5,2110.5,0.08339087
"cell60158",501.09433,2111.2642,0.34319812
"cell60160",388.62106,2110.4211,0.06290669
"cell60161",251.44545,2111.2727,2.9425585
"cell60163",30.209677,2112.0967,0.31417385
"cell60165",293.39874,2112.3481,0.7717355
"cell60167",539.38464,2112.0576,0.3277368
"cell60168",101.73214,2113.5535,0.059440564
"cell60170",192.35025,2111.4365,1.7626599
"cell60172",577.0496,2114.3618,2.692625
"cell60176",374.42233,2114.7864,0.07794572
"cell60177",108.46512,2113.9302,0.072566845
"cell60179",322.91177,2116.397,0.093645535
"cell60180",148.38182,2113.5454,0.10327526
"cell60182",454.2994,2116.3174,1.8904355
"cell60185",348.55,2113.0667,0.064793274
"cell60186",355.12766,2115.5745,0.05452459
"cell60188",464.7,2119.554,2.7485976
"cell60190",343,2119.0303,0.3231226
"cell60192",494.2742,2117.8872,1.6629276
"cell60193",33.54,2117.64,0.4576753
"cell60196",362.0986,2117.845,0.05633846
"cell60197",635.8898,2116.2756,2.641071
"cell60198",238.62416,2124.3088,2.8047137
"cell60199",535.88635,2117.75,0.21023214
"cell60200",66.78333,2115.6667,0.10940343
"cell60201",330.9661,2118.2712,0.11696925
"cell60202",565.51935,2121.1877,2.1069698
"cell60203",218.08304,2117.5588,3.0268807
"cell60205",501.88095,2121.512,0.69030476
"cell60206",445.9759,2119.3071,2.266938
"cell60213",140.84314,2119.353,0.06642742
"cell60215",618.019,2123.2913,2.5924222
"cell60216",599.2963,2125.6018,2.2444623
"cell60218",416.30252,2123.0967,2.709639
"cell60220",549.9672,2122.5083,0.18553413
"cell60221",116.439026,2121.5854,0.059504893
"cell60222",146.6,2120.9714,0.07427178
"cell60224",24.565891,2126.4263,0.5073318
"cell60226",583.6263,2122.3535,2.0083852
"cell60228",383.3846,2122.3845,0.08803786
"cell60230",17.028708,2119.6604,1.1090583
"cell60232",346,2123.238,0.057732668
"cell60235",527.3171,2122.6584,0.7570519
"cell60236",229.01031,2126.4226,2.5965006
"cell60237",353.65854,2123.7805,0.0479078
"cell60240",203.21367,2128.4785,2.8835893
"cell60245",250.4509,2127.1965,2.3646166
"cell60246",319.05,2125.85,0.09232261
"cell60247",363.1389,2124.9443,0.06347228
"cell60248",377.2449,2126.5715,0.070385806
"cell60250",482.94446,2128.3809,2.7293384
"cell60252",35.75294,2127.694,0.2366458
"cell60254",292.87744,2126.5,0.2191279
"cell60255",438.63025,2125.916,0.4334621
"cell60256",329.45,2129.4,0.06889263
"cell60258",573.4054,2127.2568,1.5044931
"cell60260",323.9011,2130.8022,0.056450296
"cell60262",554.5319,2128.1064,0.27281028
"cell60263",390.60715,2127.762,0.21482997
"cell60265",427.40292,2127.9902,0.8825817
"cell60267",262.54437,2128.3018,2.6935837
"cell60268",609.3684,2132.2632,2.8003316
"cell60271",334.09616,2125.327,0
"cell60272",9.3625,2130.4,1.8154131
"cell60273",189.20766,2127.7815,0.47917557
"cell60274",278.01385,2128.768,2.9529202
"cell60278",145.92308,2129.3333,0.06969425
"cell60279",156.49007,2136.649,0
"cell60280",90.76471,2129.608,0.13691954
"cell60283",162.38461,2135.359,0.2696707
"cell60286",74.40351,2131.3684,0.11134148
"cell60287",360.451,2131.3137,0.077910125
"cell60288",503.63925,2132.095,2.7803586
"cell60293",30.504732,2140.896,1.7977164
"cell60294",105.508194,2132.7212,0.1363159
"cell60295",215.62791,2132.9768,0.6700427
"cell60297",585.4316,2133.8264,2.2586348
"cell60298",120.85,2132.05,0.047387224
"cell60303",526.15704,2138.3665,2.4236403
"cell60304",308.29578,2133.4084,0.077701405
"cell60305",464.56424,2131.732,1.5679902
"cell60306",317.6087,2134.348,0.08916705
"cell60308",336.2449,2133.6326,0.03378602
"cell60315",539.7434,2139.1973,2.8522646
"cell60316",511.88553,2138.421,3.0497937
"cell60317",625.6429,2131.493,1.0036485
"cell60320",560.0825,2136.8738,0.33655033
"cell60322",494.36584,2131.5,2.152911
"cell60324",135.65218,2138.6304,0.08428632
"cell60325",341.35,2136.8,0.06845765
"cell60326",474.6725,2141.366,2.955124
"cell60333",245.21875,2140.7063,2.9536493
"cell60334",388.14285,2138.7285,0.5077988
"cell60335",38.790123,2138.2468,0.29263985
"cell60339",258.92728,2138.5273,2.1302044
"cell60340",366.51514,2135.6365,0.117630415
"cell60343",447.67188,2140.7344,0.50963974
"cell60345",580.8672,2145.9219,0.81827945
"cell60346",44.304348,2141.239,0.23826328
"cell60347",113.35294,2140.549,0.10875471
"cell60348",300.80768,2146.0144,0.51530844
"cell60349",614.67145,2140.1072,1.0002667
"cell60352",52.235294,2141.75,0.27566788
"cell60353",360.17242,2142.0173,0.06463225
"cell60355",487.4618,2148.362,3.0215359
"cell60357",263.81482,2143.8074,2.2755687
"cell60359",90.88461,2143.4614,0.12551269
"cell60360",350.71112,2143.1777,0.05963216
"cell60363",215.62857,2140.6287,0.8885754
"cell60366",428.9091,2146.3784,1.7945474
"cell60368",613.7717,2144.25,0.38791123
"cell60369",336.46323,2145.3162,0.19617847
"cell60370",372.41177,2144.3235,0.014896545
"cell60373",276.04782,2146.4302,1.9596146
"cell60375",65.838234,2145.4265,0.30151808
"cell60378",573.58826,2146.8235,0.24735849
"cell60379",148.05,2145.725,0.013544238
"cell60380",229.36464,2142.5469,2.5613596
"cell60381",567.0417,2145.4375,0.17032403
"cell60382",630.76715,2144.3699,0.49174896
"cell60383",557.42755,2151.1377,0.64041895
"cell60384",190.61194,2145.9702,0.053558376
"cell60385",50.333332,2147.3333,0.18566659
"cell60386",153.60294,2148.8088,0.074737005
"cell60387",326.45795,2145.1309,0.21532571
"cell60388",77.74074,2146.5186,0.16705814
"cell60392",462.89774,2147.9204,1.16899
"cell60393",621.18665,2148.6133,0.37659222
"cell60394",405.9041,2149.8425,2.6918857
"cell60395",119.155556,2147.2666,0.060872685
"cell60396",416.28717,2152.1948,3.0687354
"cell60398",142.8421,2148.2368,0.069136314
"cell60404",523.6657,2155.4475,3.0649846
"cell60405",219.91379,2148.9656,1.136307
"cell60409",538.298,2153.4343,2.4148579
"cell60410",500.33023,2159.7788,3.06657
"cell60413",283.1154,2151.718,1.9565064
"cell60417",35.95238,2155.1904,0.58139724
"cell60418",448.26315,2153.4624,2.2247882
"cell60421",308.56097,2153.6099,0.09439405
"cell60423",178.17647,2152.6619,0.06048434
"cell60424",246.49619,2148.542,1.9802094
"cell60429",109.208336,2152.8125,0.04128362
"cell60433",120.347824,2155.7102,0.13352399
"cell60436",348.22952,2154.8362,0.10906748
"cell60437",373.18823,2157.2236,0.091807656
"cell60438",437.92307,2156.923,2.3038766
"cell60441",490.2857,2160.9404,2.5119722
"cell60442",512.84906,2161.283,2.7049065
"cell60443",606.53125,2156.8125,0.22548082
"cell60445",148.33333,2155.205,0.07408934
"cell60446",257.33783,2154.1353,1.8336629
"cell60447",290.9726,2151.4314,0.3075243
"cell60449",632.4561,2156.4036,0.4270775
"cell60450",9.358491,2162.9387,0.8942016
"cell60454",365.33334,2157.3572,0.07850061
"cell60455",184.76923,2158,0.21410882
"cell60456",389.26437,2158.77,0.63674337
"cell60457",169.13333,2157.8223,0.07306906
"cell60459",341.15094,2157.849,0.11940592
"cell60461",235.87805,2156.878,0.69446194
"cell60463",618.7973,2158.8647,0.29621795
"cell60464",53.8,2158.1077,0.21895361
"cell60465",250.68852,2160.0437,2.216873
"cell60466",359.19232,2158.5962,0.053472143
"cell60467",24.275,2163.2,0.96436024
"cell60468",106.39344,2159.8032,0.0726332
"cell60470",88.175674,2159.3108,0.37027144
"cell60475",308.27777,2160.139,0.06085315
"cell60476",211.84126,2161,0.52399874
"cell60478",415.6,2166.2847,2.9606054
"cell60479",482.3652,2164.1477,1.8800383
"cell60480",549.5817,2164.0532,1.6279182
"cell60485",148.84091,2162.1135,0.07990129
"cell60486",190.9,2162.38,0.21980135
"cell60488",113.8,2162.4333,0.0631726
"cell60489",396.76544,2168.6172,2.541826
"cell60491",367.82608,2162.5,0.07586022
"cell60492",141.43637,2163.291,0.07509758
"cell60493",324.4375,2165.3281,0
"cell60494",334.95123,2160.8293,0.050007295
"cell60501",358.16,2165.12,0.0628618
"cell60503",270.85715,2166.4504,2.1304357
"cell60504",314.33334,2166.232,0.021122921
"cell60506",435.61877,2168.9326,3.020922
"cell60513",343.1613,2165.6775,0.06650562
"cell60514",291.3,2168.8833,0.32411584
"cell60515",349.3143,2166.9429,0.054381248
"cell60516",469.10345,2172.6206,0.7069041
"cell60517",625.74194,2166.3547,0.5117745
"cell60520",366.5263,2168.7368,0.053275228
"cell60521",85.93846,2168.4153,0.0859737
"cell60522",155.89583,2166.875,0.06449329
"cell60524",102.17021,2167.2126,0.048249617
"cell60526",574.1294,2170.553,0.79708576
"cell60530",453.09134,2170.5754,2.9731827
"cell60531",510.11475,2170.41,1.9454396
"cell60532",283.3684,2171.8948,2.3565521
"cell60534",565.0357,2170.6072,1.9820082
"cell60535",216.64815,2169.0925,0.23091559
"cell60536",319.51428,2170.2,0.061069306
"cell60540",117.822784,2172.2913,0
"cell60541",123.57895,2170.0789,0.046039164
"cell60544",108.78125,2170.7812,0
"cell60545",464.13187,2175.4285,1.3120896
"cell60547",53.72131,2170.7212,0.11376009
"cell60548",342.77966,2171.2542,0.09118382
"cell60549",300.00757,2173.7576,0.12521599
"cell60550",334.43903,2171.8538,0.05911968
"cell60551",263.38614,2177.881,2.9211743
"cell60553",558.8693,2174.6433,2.169285
"cell60554",204.88235,2172.3333,0.1734811
"cell60557",181.0845,2174.352,0.05722043
"cell60558",255.91045,2172.0896,2.3603556
"cell60559",145.04706,2174.3882,0
"cell60560",6.1578946,2175.9868,2.663655
"cell60561",158.83333,2173.2166,0.080411136
"cell60562",356.70834,2174.9375,0.055368483
"cell60563",17.358696,2175.3696,1.9332758
"cell60567",421.46542,2177.2705,3.0325174
"cell60569",593.85364,2184.4194,0.15396786
"cell60570",397.67856,2177.9583,0.33117858
"cell60571",82.82143,2174.9644,0.09386367
"cell60575",529.62286,2174.0806,2.8057237
"cell60576",323.2875,2177.225,0.07838537
"cell60579",544.57465,2182.7537,2.9880621
"cell60586",342.05,2177.55,0.0847977
"cell60588",203.94737,2181.158,0.19070204
"cell60589",627.65216,2179.0217,0.28821713
"cell60590",438.75775,2182.4783,2.7539153
"cell60592",153.5,2179.1042,0.07490938
"cell60593",516.83527,2179.4294,2.1693408
"cell60595",206.51219,2179.756,0.32146615
"cell60597",30.483986,2179.0605,0.49624777
"cell60598",314.0986,2181.5493,0.07136219
"cell60599",329.9643,2180.7322,0.09607847
"cell60600",556.94403,2185.2097,2.5117202
"cell60603",214.32812,2180.5469,0.27971062
"cell60604",165.8793,2178.7585,0.08249398
"cell60609",159.16216,2181.162,0.0050290287
"cell60610",81.666664,2181.476,0.083669625
"cell60612",360.57144,2183.635,0.08393494
"cell60613",502.177,2182.5266,2.6069143
"cell60615",119.67647,2182.4119,0
"cell60616",12.351352,2182.7026,1.1281965
"cell60618",283.52173,2182.1653,2.0346048
"cell60619",449.55228,2189.5557,2.563896
"cell60620",638.8739,2180.1982,0.764963
"cell60621",21.11194,2184.888,1.7095135
"cell60623",186.17647,2183.0784,0.0898337
"cell60624",104.27778,2183.7778,0.09683423
"cell60626",353.11322,2185.0754,0.107496575
"cell60627",567.41614,2189.882,2.7315972
"cell60629",415.11627,2187.0156,2.7083182
"cell60631",427.35178,2192.6443,2.2864263
"cell60632",513.3359,2191.5344,2.9088676
"cell60633",628.3091,2186.3274,0.21634565
"cell60636",468.09564,2184.0522,0.723972
"cell60639",89.88095,2186.1428,0.09490692
"cell60642",265.8375,2185.05,1.636349
"cell60643",480.79214,2193.9382,0.79564285
"cell60647",96.382355,2187.5881,0.4590644
"cell60649",378.0548,2188.0823,0.07821161
"cell60650",217.675,2189.25,0.33590868
"cell60652",190.72728,2187.7637,0.2967053
"cell60653",226.72093,2189.1162,0.45360866
"cell60657",321.37735,2188.698,0.07877331
"cell60659",620.2162,2191.338,0.18415181
"cell60660",399.5252,2191.27,3.3491905
"cell60661",490.6093,2187.7954,2.1277583
"cell60662",359.575,2189.7,0.092977025
"cell60663",166.2619,2188.9285,0.033882067
"cell60665",64.07273,2189.9456,0.0652157
"cell60666",120.17308,2189.75,0
"cell60667",597.3624,2192.8926,0.6271065
"cell60670",327.3889,2189.7888,0.06435317
"cell60672",578.8716,2193.9358,0.6579513
"cell60674",626,2192.5745,0.06042716
"cell60678",332.5,2193.2666,0.041619554
"cell60680",209.63266,2191.4897,0.1207939
"cell60682",198,2193.881,0.15994604
"cell60683",365.57407,2194.6853,0.048975434
"cell60685",78.51428,2192.757,0.09648073
"cell60686",148.69388,2192.9795,0.17309754
"cell60690",466.30136,2195.822,2.7073572
"cell60691",503.3154,2199.0193,3.326725
"cell60692",640.2361,2193.611,1.3463122
"cell60693",379.9091,2194.3535,0.11472839
"cell60695",53.29787,2194.7021,0.07672786
"cell60697",280.7757,2191.7852,0.090126716
"cell60698",30.56701,2197.3506,1.9661105
"cell60700",408.35107,2201.0957,3.4859085
"cell60701",223.5873,2195.3015,0.08453546
"cell60704",345.7857,2196.6191,0.054240014
"cell60705",612.61426,2198.1714,0.24153398
"cell60707",59.1625,2201.025,0.18295209
"cell60708",575.8077,2207.7437,2.9085498
"cell60709",605.4167,2197.6458,0.32398483
"cell60710",360.76624,2201.2207,0.11922057
"cell60711",530.5199,2196.0776,3.459137
"cell60713",629.98413,2197.651,0.60196704
"cell60722",333.13794,2198.9138,0.09310795
"cell60723",8.141414,2199.7373,2.840825
"cell60727",594.29486,2205.013,1.1819285
"cell60728",37.190475,2202.762,0.52016133
"cell60731",149.54146,2206.1414,0.43679276
"cell60733",457.65985,2202.2585,2.8807044
"cell60734",74.977776,2199.6667,0.079119
"cell60737",284.44736,2201.3684,0.09428238
"cell60738",430.66745,2206.287,3.6114902
"cell60740",169.5303,2200.9546,0.32476166
"cell60741",229.88889,2201.3967,0.16554545
"cell60743",266.88525,2202.377,0.06884909
"cell60744",382.3493,2206.6165,0.46758586
"cell60746",539.5,2209.2354,3.3047829
"cell60748",341.43243,2203.2163,0.04963332
"cell60750",374.18967,2204.6553,0.14728807
"cell60753",396.22742,2211.6755,3.3645923
"cell60755",319.9138,2203.8276,0.026230676
"cell60760",181.71951,2206.0244,1.1820143
"cell60762",519.4797,2208.179,3.2141616
"cell60763",21.538462,2204.951,2.1572797
"cell60765",326.2093,2206.442,0.05263362
"cell60766",261.64285,2208.043,0.12298434
"cell60767",351.86957,2207.6304,0.05553929
"cell60769",66.88,2207.22,0.09371985
"cell60770",197.17545,2206.0176,1.1415527
"cell60772",608.0548,2209.4932,0.36444688
"cell60773",346.46667,2206.7334,0.03931704
"cell60775",82.6383,2206.7446,0.17399454
"cell60776",275.6087,2208.6086,0.13775073
"cell60780",562.0813,2210.9592,2.082763
"cell60781",31.735043,2212.4102,0.67325395
"cell60784",101.55,2210.825,0.1700357
"cell60785",138.56667,2211.2778,1.2814392
"cell60786",307.0702,2211.772,0.15408264
"cell60787",468.88727,2212.799,3.502533
"cell60789",416.07242,2218.067,3.5103853
"cell60792",117.064514,2210.6775,0.14183679
"cell60793",599.11926,2209.2844,0.7211816
"cell60795",342.44556,2207.7375,0.05751095
"cell60796",367.5965,2212.544,0.0862355
"cell60798",635.2762,2209.6763,0.6195642
"cell60799",511.13547,2223.247,2.691423
"cell60801",493.5643,2212.8643,3.2937963
"cell60802",39.473682,2212.842,0.30083403
"cell60803",84.5,2213.1072,0.221957
"cell60806",581.29785,2213.532,0.4787085
"cell60809",163.71568,2217.0588,1.4598581
"cell60810",342.22388,2215.7612,0.115716256
"cell60813",203.88623,2218.5388,2.3796062
"cell60816",524.5886,2219.656,3.4558854
"cell60817",21.90196,2217.7058,2.4632576
"cell60818",247.60274,2215.5068,0.219219
"cell60820",356.89612,2215.5195,0.09077541
"cell60822",72.16327,2216.653,0.0602439
"cell60824",157.90178,2226.491,0.3606742
"cell60829",369.5579,2217.7158,0.063422605
"cell60832",595.22363,2220.6895,1.2349862
"cell60834",117.96774,2220.6235,0.23465638
"cell60835",287.69354,2220.242,0.05568685
"cell60836",388.5484,2219.7097,1.244268
"cell60838",564.40515,2228.6975,3.410273
"cell60839",98.48837,2221.1162,0.26886287
"cell60840",441.0298,2224.019,3.3630922
"cell60844",585.05493,2224.945,0.9792878
"cell60845",272.09564,2223.3218,0.074118994
"cell60846",300.14517,2222.9517,0.17654684
"cell60848",322.63635,2221.818,0.08134892
"cell60850",461.46643,2222.8423,3.5021844
"cell60853",32.522614,2226.0552,2.429472
"cell60854",250.94339,2223.8113,0.030217027
"cell60856",486.39655,2226.7932,2.0985267
"cell60859",498.1917,2227.7668,3.3335876
"cell60861",311.97015,2226.4924,0.107316665
"cell60866",399,2226.0598,3.2313325
"cell60867",146.19768,2225.6511,1.4439749
"cell60871",284.60938,2226.7188,0.12550993
"cell60873",353.25,2225.1785,0.11022675
"cell60875",615.6713,2224.2307,0.76912415
"cell60876",579.6087,2227.087,1.1152261
"cell60877",173.75,2223.6714,2.0014863
"cell60878",360,2225.5625,0.07945641
"cell60879",635.3393,2227.1606,0.36542138
"cell60880",544.9356,2232.8918,3.5115926
"cell60881",84.54348,2227.9565,0.12377824
"cell60887",136.10811,2232.1892,0.0052572787
"cell60888",345.34235,2228,0.4929185
"cell60889",116.03756,2228.5447,0.25560948
"cell60893",220.88,2229.02,0.47819906
"cell60894",356.2549,2230.6274,0.08654353
"cell60895",576.0854,2231.805,2.0019672
"cell60896",379.35043,2233.6924,0.14512356
"cell60898",256.03638,2229.7817,0.048594337
"cell60901",231.46753,2232,0.31049246
"cell60903",529.11414,2234.7534,3.5815372
"cell60904",23.402174,2233.087,2.6592863
"cell60905",166.89333,2231.16,1.9360784
"cell60906",421.56,2235.4666,2.903826
"cell60908",627.5862,2235.7932,0.6901984
"cell60910",148.90909,2237.903,1.5156084
"cell60913",211.61581,2232.079,1.9603792
"cell60914",294,2233.5,0.045093864
"cell60917",619.2514,2247.181,1.2582194
"cell60918",92.29032,2233.5483,0.21498819
"cell60920",277.19327,2234.916,0.093853295
"cell60924",352.65,2238.475,0.0006449491
"cell60927",604.08026,2235.0464,1.8725693
"cell60928",500.8069,2241.762,3.3944523
"cell60929",318.05,2236.6,0.10206854
"cell60933",179.53745,2240.5198,2.3270578
"cell60934",358.45947,2236.6487,0.13270704
"cell60936",474.9371,2238.0063,3.0195954
"cell60937",634.7941,2237.1177,0.59834987
"cell60940",464.40817,2232.449,2.8134575
"cell60941",365.29788,2235.9363,0.10236523
"cell60942",454.80444,2242.4382,3.3838098
"cell60943",105.48529,2244.701,0.4932933
"cell60947",27.069105,2242.9106,3.4495072
"cell60948",39.790123,2239.4197,0.8171048
"cell60949",595.68585,2246.5078,1.60441
"cell60952",300.83133,2243.4216,0.14286253
"cell60953",332.44928,2242.652,0.14750683
"cell60955",76.521736,2241.348,0.044939365
"cell60957",485.31216,2244.4814,3.3429697
"cell60958",569.46533,2247.5347,3.347033
"cell60963",373.75555,2244.4,0.114889085
"cell60964",551.4496,2247,3.4042213
"cell60965",45.469696,2245.2576,0.066694714
"cell60966",431.4163,2241.525,2.6890626
"cell60968",211.0315,2243.7007,2.1039727
"cell60970",129.6129,2244.1074,0.34419352
"cell60971",316.43478,2243.4565,0.039135695
"cell60973",36.96154,2244.0386,1.7581042
"cell60975",324.6687,2251.546,0.07720035
"cell60976",518.9425,2243.6897,3.3503728
"cell60978",147.82608,2244.4783,1.3101828
"cell60981",241.41026,2244.0256,0.5150637
"cell60984",367.0845,2246.108,0.20937538
"cell60985",227.16982,2243.17,0.1867723
"cell60988",64.2,2244.9111,0.15240012
"cell60991",166.22963,2247.4443,2.0976746
"cell60992",261.66177,2244.6619,0.10001638
"cell60996",634.83527,2247.8352,1.4067408
"cell60997",292.79544,2246.25,0.12391515
"cell61001",55.725,2246.625,0.14479709
"cell61002",582.41174,2246.364,2.7881894
"cell61003",321.71155,2248.1924,0.060025286
"cell61004",591.16327,2252.2246,1.5472909
"cell61009",381.55905,2249.4724,0.11995907
"cell61010",560.2434,2252.875,3.514834
"cell61015",446.32394,2251.9858,3.0153794
"cell61018",232.71591,2255.3635,0.24082056
"cell61019",468.9691,2250.3093,3.3200223
"cell61020",116.41818,2252.3455,0.20888686
"cell61021",40.09,2256.66,1.1251951
"cell61022",205.32,2250.2334,1.1348804
"cell61023",255.25581,2251.9302,0.07640544
"cell61024",437.42563,2254.6667,3.4232728
"cell61026",486.5515,2257.4363,2.88887
"cell61027",107.70588,2253.2744,0.13526678
"cell61029",373.41464,2255.0732,0.13463938
"cell61030",423.52603,2261.0603,3.3774898
"cell61032",81.36667,2253.6333,0.15531008
"cell61034",128.51315,2254.4604,0
"cell61035",384.2564,2254.7693,0.07891423
"cell61036",190.51892,2254.2542,2.0965726
"cell61037",349.83783,2254.9866,0.1628927
"cell61039",305.69766,2256.0698,0.066041015
"cell61042",157.57214,2252.6716,1.5402993
"cell61047",505.14923,2259.98,3.5202596
"cell61051",48,2256.5,0.44730064
"cell61052",92.61194,2256.0298,0.07323422
"cell61053",250.29204,2255.8318,0.09496464
"cell61054",281.36273,2263.157,0.047794953
"cell61057",338.90567,2257.868,0.11638792
"cell61058",390.67273,2256.6182,0.31048024
"cell61059",169.13571,2260.0215,2.011511
"cell61060",576.1204,2263.8926,3.416538
"cell61061",103.693184,2260.557,0.05358951
"cell61062",180.30435,2262.4597,1.3427519
"cell61063",301,2258.5,0.093305014
"cell61064",284.46808,2258.532,0.059889454
"cell61066",523.3855,2262.3604,3.5077622
"cell61069",202.88991,2259.6008,1.0052192
"cell61070",492.24243,2262.182,3.5470593
"cell61071",536.96857,2265.36,3.5228417
"cell61074",360.40506,2263.2595,0.7009279
"cell61075",450.10074,2267.5037,3.3615701
"cell61077",385.13635,2261.2273,0.04682647
"cell61078",473.4909,2264.7637,3.0261424
"cell61079",86.15385,2262.641,0.10823267
"cell61081",466.8726,2265.4517,2.9807003
"cell61082",41.533333,2266.7778,1.6322663
"cell61083",554.736,2265.176,3.4670713
"cell61084",635.5625,2260.5312,1.6571997
"cell61086",373.09616,2263.1155,0.063384555
"cell61087",79.388885,2261.4028,0.07275106
"cell61088",106.06061,2264.4243,0.24512959
"cell61090",289.6129,2266.4355,0.14506538
"cell61091",308,2263.1562,0.08455541
"cell61092",394.06412,2260.9358,0.6826342
"cell61094",123.46032,2263.6033,0.18627723
"cell61096",440.0606,2266.1516,3.3312147
"cell61103",406.0107,2266.5,3.4005337
"cell61108",135.84091,2265.1365,0.26595625
"cell61109",6.673913,2268.7173,2.864841
"cell61111",320.93332,2263.6667,0
"cell61112",91.46809,2267.2126,0.047793638
"cell61115",22.816902,2268.567,2.8086662
"cell61119",313.7015,2268.2686,0.11154467
"cell61121",613.62024,2270.5823,1.0065683
"cell61122",218.52632,2268.863,0.19693477
"cell61125",333.56,2269.42,0.054991364
