"","x_cord","y_cord","gene"
"cell98205",2014,2990.8435,2.3817444
"cell98206",2366.7476,2982.514,0.056132983
"cell98207",2531.2256,2989.7156,0.3331084
"cell98209",2095.598,2983.4602,2.445955
"cell98210",2435.973,2988.9055,0.23453169
"cell98213",2119.8662,2989.1443,1.0239738
"cell98215",2282.4126,2987.3967,0.08036515
"cell98217",2104.7903,2990.3386,1.8400917
"cell98218",2415.851,2987.2341,0.17955618
"cell98219",2036.5841,2992.458,2.5380342
"cell98220",2044.8496,2994.6692,2.234105
"cell98222",2056.8738,2991.4946,2.0766923
"cell98224",1998.561,2991.4028,3.1818159
"cell98227",2265.3906,2992.0781,0.19750872
"cell98231",2304.9,2991.225,0.06668835
"cell98235",2111.4922,2993.5078,1.7559918
"cell98238",2202.5913,2999.0034,0.4438636
"cell98239",2373.24,2994.832,0.13902013
"cell98243",2289.9607,2995.608,0.03192718
"cell98244",2314.16,2994.5,0.045749735
"cell98246",2097.963,2995.7593,1.6716229
"cell98249",2494.2917,2996.2651,0.41375905
"cell98251",2228.1035,2999.2415,0.08146438
"cell98253",2076.1897,2998.1736,1.6238854
"cell98254",2301.1836,2997.3877,0.20101106
"cell98255",2358.024,2998.8809,0.104732595
"cell98256",2147.631,3000.7378,0.42896888
"cell98257",2024.5858,2998.8687,2.0030806
"cell98258",2279.4707,2997.5686,0.037915554
"cell98259",2061.9558,3001.2036,2.2253578
"cell98261",2112.5076,3000.7803,1.1761639
"cell98262",2219.0447,3000.0447,0.12414527
"cell98263",1992.7059,3003.518,2.3151042
"cell98266",2092.8306,3001.4802,2.4638755
"cell98270",2400.5227,3007.682,0.25916934
"cell98273",2313.5894,3003.6606,0.2972611
"cell98274",2501.967,2999.9277,0.25049493
"cell98275",2236.4666,3002.9666,0.15284789
"cell98276",2175.062,3004.744,0.32513186
"cell98277",2387.4902,3005.9019,0.23545507
"cell98278",2336.7856,3004.8857,0.11933372
"cell98280",2319.2727,3004.5,0.059097834
"cell98281",2299.1667,3003.923,0.115443945
"cell98283",2221.3555,3009.0889,0.26366422
"cell98285",2047.548,3009.5298,2.339353
"cell98286",2366.7844,3006.9019,0.2867632
"cell98290",2082.3408,3013.2346,2.1838644
"cell98291",2021.609,3009.1924,1.0584023
"cell98292",2463.9448,3005.189,0.4346907
"cell98294",2327.5088,3009.4736,0.23269895
"cell98296",2496.0078,3017.246,0.39601165
"cell98297",2263.2693,3014.5935,0.28280365
"cell98300",2373.672,3010.7705,0.14444469
"cell98304",2293.3113,3009.5867,0.24356352
"cell98307",2539.0566,3010.2263,0.17095482
"cell98309",2287.7585,3010.862,0.17893668
"cell98310",2064.9668,3015.6182,1.9304911
"cell98311",2545.7288,3006.9153,0.16322927
"cell98316",2099.7031,3011.3152,2.124562
"cell98317",2423.9253,3014.4924,0.3225581
"cell98320",2033.8397,3014.955,2.5993152
"cell98321",2089.7568,3015.581,2.0070446
"cell98322",2141.8865,3013.8523,0.36357528
"cell98323",2075.986,3014.6667,1.7119106
"cell98324",2185.7537,3013.8806,0.118912175
"cell98325",2319.4468,3013.851,0.06982688
"cell98326",2485.8643,3018.4382,0.45062995
"cell98327",2010.0598,3011.502,1.6894382
"cell98330",2358.3518,3015.463,0.075072154
"cell98331",1923.7361,3016.5,1.5633159
"cell98332",2304.7463,3016.836,0.14209504
"cell98333",1977.4204,3015.7385,1.7976143
"cell98334",2342.5496,3017.8013,0.039094944
"cell98335",2276.0166,3016.65,0.059643008
"cell98337",2544.7144,3017.4795,0.17815827
"cell98339",2110.3699,3020.3735,0.36730018
"cell98340",2347.3489,3017.721,0.057909217
"cell98342",2250.0715,3017.7678,0.18945336
"cell98345",2151.3135,3018.5483,0.43299064
"cell98348",2324.5789,3020.1316,0.14915664
"cell98350",2050.1182,3026.4548,3.138841
"cell98354",2308.7954,3021.9773,0.06870791
"cell98356",2218.4407,3022.8125,0.871298
"cell98357",2270.2642,3022.132,0.1576227
"cell98358",2028.0173,3029.6702,2.463424
"cell98359",1983.7582,3023.1436,2.7981858
"cell98360",2199.171,3023.97,0.40839583
"cell98362",1929.3615,3022.7048,2.3864038
"cell98363",1954.9059,3023.4766,1.071441
"cell98365",2172.3943,3023.405,0.50669354
"cell98371",2252.35,3025.3,0.4077517
"cell98373",2295.6606,3025,0.092030086
"cell98374",2006.1357,3026.7095,3.0620763
"cell98375",2359.015,3026.8806,0.09596182
"cell98376",2065.8174,3028.9038,2.058294
"cell98378",2126.9263,3033.744,0.274442
"cell98380",1955.7959,3032.3389,3.0871477
"cell98383",2310.885,3029.7168,0.033968907
"cell98384",2280.96,3030.26,0.07302779
"cell98385",2088.6282,3031.0662,0.5230894
"cell98386",2331.853,3031.1765,0.11528208
"cell98387",2075.8188,3033.0144,2.494614
"cell98388",2161.8123,3029.14,0.71808606
"cell98393",2323.7546,3034.415,0.044371124
"cell98394",2146.4036,3041.893,0.31271368
"cell98395",1944.2727,3040.0881,2.4545314
"cell98397",2005.0707,3041.9292,3.3020713
"cell98398",2431.0247,3037.4197,0.22935872
"cell98399",2454.6853,3038.7754,0.4543565
"cell98400",2254.9644,3035.8928,0.41812474
"cell98401",2279.435,3036.71,0.12679063
"cell98402",2311.3796,3037.426,0.3833877
"cell98404",2047.9585,3049.3315,2.644342
"cell98405",2440.6238,3046.519,0.31944454
"cell98406",1927.7021,3035.5063,2.9254315
"cell98407",2061.2952,3036.451,1.2720071
"cell98408",2265.8667,3036.7556,0.15443759
"cell98414",2359.9636,3038.8,0.07891899
"cell98416",2189.6,3040.3584,0.33242297
"cell98417",2091.6038,3039.9207,0.5512813
"cell98418",2035.9196,3039.546,2.6323147
"cell98419",2392.508,3043.3174,0.2136337
"cell98420",1990.1436,3039.5562,1.6003134
"cell98422",2304.1086,3042.0435,0.07490259
"cell98423",2325.2708,3042.1458,0.109908424
"cell98425",1981.7391,3044.413,1.7781471
"cell98426",2288.3743,3044.4546,0.3099362
"cell98428",2266.2285,3044.1714,0.2098404
"cell98429",2353.8086,3043.6382,0.14201812
"cell98431",2062.2236,3047.5088,1.7900246
"cell98432",2370.3372,3039.8572,0.40869436
"cell98434",1933.9412,3045.6824,1.7445853
"cell98435",2021.0664,3046.0547,2.7671957
"cell98436",2311.3333,3049.707,0.31017062
"cell98437",2280.802,3047.0938,0.25747153
"cell98438",2368.922,3048.1333,0.10711855
"cell98439",2129.6067,3050.782,0.47003004
"cell98440",2409.2297,3049.7837,0.32099247
"cell98441",2385.3647,3050.7883,0.1627507
"cell98444",2537.888,3048.1194,0.26804873
"cell98445",2232.2646,3046.2334,0.33710817
"cell98449",1974.3375,3049,2.5435426
"cell98450",2196.6375,3051.9414,0.35547313
"cell98452",2355.2727,3050.8635,0.12690131
"cell98453",1996.8596,3054.6978,1.1499298
"cell98454",1930.1927,3056.2952,0.59292704
"cell98455",2548.0676,3051.1082,0.24423018
"cell98457",2323.1023,3049.686,0.043215107
"cell98458",2360.1409,3055.7043,0.085166335
"cell98459",2287.679,3053.5925,0.093743615
"cell98460",2301.1597,3059.486,0.24932079
"cell98462",1957.4952,3055.1904,2.2665393
"cell98464",2033.1311,3055.7432,2.4042509
"cell98465",1947.871,3055.0322,0.81173134
"cell98468",2050.3408,3060.9622,2.1151333
"cell98469",2345.1619,3057.8235,0.012189969
"cell98473",2070.6633,3059.6477,0.64532465
"cell98474",2270.5762,3060.7683,0.4276503
"cell98475",2331.0625,3057.9375,0.15818878
"cell98479",2320.4285,3056.551,0.07016658
"cell98480",1968.7709,3057.4792,1.8717607
"cell98481",2534.7976,3059.738,0.25092062
"cell98487",2144.1868,3060.5708,0.2733966
"cell98488",2309.4683,3061.81,0.073576316
"cell98489",2520.912,3064.2307,0.33403644
"cell98491",2383.378,3066.7795,0.17858373
"cell98494",1981.8667,3059.1067,1.9286422
"cell98497",2025.6953,3064.398,1.0969495
"cell98501",1992.8617,3067.2578,1.2027569
"cell98502",1956.5067,3065.3242,0.51439357
"cell98504",2204.8315,3066.9214,0.35971174
"cell98505",2291.1743,3065.8953,0.11480049
"cell98507",2392.9143,3067.4214,0.27731887
"cell98509",2158.6846,3066.7297,0.27377233
"cell98510",2340.95,3068.01,0.24850416
"cell98511",2361.5107,3065.8086,0.12398487
"cell98512",1967.3768,3073.623,0.5450826
"cell98517",2231.155,3069.4695,0.70003176
"cell98518",2013.6257,3069.3435,1.3627065
"cell98520",2372.0193,3068.1924,0.055574935
"cell98521",2314.8518,3069.8333,0.09069934
"cell98524",2334.3333,3069.3333,0.08841373
"cell98526",1984.8324,3075.2458,0.8868421
"cell98529",1945.75,3073.3333,0.38570717
"cell98531",2172.2842,3071.1135,0.48410255
"cell98533",2189.1135,3070.0908,0.2503279
"cell98535",2064.546,3078.5664,1.2497176
"cell98536",2194.6987,3075.5784,0.38525757
"cell98538",1998.5632,3080.8845,0.86573905
"cell98539",2324.257,3073.7856,0.081122704
"cell98541",2007.2985,3075.985,0.77192265
"cell98542",2379.0715,3075.25,0.12611625
"cell98545",2357.138,3076.6553,0.03944795
"cell98546",2296.256,3076.672,0.45428082
"cell98547",2341.3684,3079.1052,0.16139093
"cell98550",2391.6826,3082.6924,0.2532017
"cell98551",2332.713,3079.5842,0.0847654
"cell98552",2218.0874,3080.7456,0.29434535
"cell98556",2536.883,3080.5583,0.29733086
"cell98559",2133.5916,3077.472,0.42217532
"cell98562",2494.0127,3080.3916,0.23056047
"cell98563",2360.0688,3084.885,0.14193867
"cell98566",2183.3845,3085.7798,0.34747773
"cell98568",2153.1934,3079.64,0.41635442
"cell98570",2168.7424,3088.182,0.3788364
"cell98574",2277.104,3089.488,0.4318749
"cell98575",2084.4163,3085.9456,0.52837515
"cell98577",2219.042,3087,0.8220919
"cell98578",2346.7048,3089.59,0.18972944
"cell98579",2015.2727,3086.2898,0.8100876
"cell98581",2531.3794,3089,0.1816238
"cell98582",2196.7043,3087.6782,0.4635801
"cell98583",2045.4392,3090.3225,0.53869146
"cell98584",2269.4211,3092.4211,0.5302436
"cell98585",2365.989,3093.1978,0.08484339
"cell98587",2245.2935,3093.2695,2.5644796
"cell98588",2207.3691,3091.0596,0.4094318
"cell98592",2484.2,3090.9392,0.37836534
"cell98594",2068.5403,3094.6973,1.0906609
"cell98595",2223.5068,3097.0632,2.2640338
"cell98597",2360,3094.5918,0.255375
"cell98599",2100.4036,3092.6147,0.18183933
"cell98600",2545.9194,3094.758,0.2532487
"cell98601",2376.3992,3094.8792,0.14938045
"cell98603",2385.6099,3100.4634,0.24736452
"cell98605",1971.7303,3094.955,0.08535172
"cell98606",2095.5762,3095.4407,0.19121836
"cell98608",2211.7659,3097.919,2.1269462
"cell98610",2332.4963,3096.7913,0.2241834
"cell98611",2238.568,3098.5227,1.138299
"cell98612",2352.627,3098.5522,0.09417487
"cell98614",2182.4421,3101.6106,0.58838475
"cell98615",2132.4695,3099.355,0.50198597
"cell98616",2250.8447,3102.0688,1.4223796
"cell98617",2318.0115,3099.4773,0.123544574
"cell98619",2159.5,3103.508,0.40025386
"cell98621",2058.2517,3104.2993,0.93347377
"cell98624",1934.75,3101.2,0.25221634
"cell98626",2347,3101.5952,0.115538
"cell98627",2272.2585,3103.3535,0.56788605
"cell98628",2339.0757,3102.2576,0.1238205
"cell98630",2404.7478,3099.4622,0.19654162
"cell98633",2257.6,3110.1372,1.488522
"cell98638",2127.9062,3103.9375,0.2945145
"cell98640",1958.2952,3104.1648,0.34233335
"cell98641",2240.4392,3109.9827,3.0236232
"cell98642",2116.423,3104.5,0.33000907
"cell98643",2008.0914,3104.6829,0.29070288
"cell98644",2309.5522,3113.8918,0.5889662
"cell98645",2201.3906,3105.8477,1.2258255
"cell98646",2086.1172,3109.4067,0.2689142
"cell98648",2357.6943,3111.5557,0.4200696
"cell98650",2209.5618,3109.6404,2.9596279
"cell98652",2049.5774,3105.4978,0.502052
"cell98653",2342.8,3107.8,0.042082425
"cell98654",2218.3923,3114.4832,2.6881871
"cell98656",2168.4849,3107.2878,0.45598206
"cell98657",2132.9333,3110.3333,0.23608465
"cell98658",1939.5201,3104.6533,0.3428352
"cell98660",1915.4857,3108.5571,0.45002088
"cell98661",2265.6013,3111.3218,2.0544016
"cell98662",2274.3389,3112.966,1.0742859
"cell98664",2333.4243,3111.682,0.10150134
"cell98665",2186.628,3114,1.6715635
"cell98666",2480.9158,3116.9841,0.4032351
"cell98669",2230.6196,3116.0652,2.0185401
"cell98670",2344.0923,3113.923,0.06868763
"cell98671",2197.8215,3121.4854,2.7212777
"cell98672",1957.8368,3115.6377,0.49881792
"cell98673",2284.2363,3119.8,0.673944
"cell98674",2425.1396,3119.8918,0.34156194
"cell98677",2527.9866,3119.64,0.24665225
"cell98678",2149.8862,3118.3545,0
"cell98679",2050.3914,3122.9238,0.4164095
"cell98680",1971.2119,3119.351,0.6706622
"cell98681",2379.682,3119.606,0.35310957
"cell98682",2251.2656,3121.5,1.8577569
"cell98683",2491.125,3119.7307,0.19577056
"cell98684",2108.8083,3118.55,0.42234206
"cell98685",2348.025,3118.9,0.03311814
"cell98686",2225.3694,3121.991,2.1805859
"cell98688",2242.611,3124.2468,2.4318457
"cell98690",2272.3132,3127.4912,2.8157732
"cell98691",2156.0557,3123.7036,0.3498096
"cell98692",2374.1936,3123.0806,0.13627636
"cell98693",2096.8157,3124.3032,0.43695384
"cell98695",2183.4797,3128.723,2.4876351
"cell98699",2168.5964,3126.0942,0.88499814
"cell98700",1926.6652,3124.2083,0.37381324
"cell98701",2381.2754,3135.467,0.36781564
"cell98703",2118.6853,3126.4966,0.46061197
"cell98705",2342.5605,3127.9011,0.3183523
"cell98708",1977.3789,3127.4211,0.25710505
"cell98709",2040.9587,3127.0095,0.6508523
"cell98712",2450.0303,3122.464,0.24236207
"cell98713",2258.9036,3134.078,3.0572898
"cell98714",2325.1182,3126.2847,0.13799037
"cell98717",2352.5596,3132.2024,0.22801797
"cell98718",2478.3582,3131.0225,0.2115377
"cell98719",1946.6504,3128.4336,0.39363062
"cell98723",2286.1943,3132.8193,1.4591925
"cell98725",2174.26,3142,2.6246028
"cell98726",1942.2699,3133.9263,0.58130854
"cell98730",2315.7327,3135.7327,0.17357427
"cell98731",2304.255,3141.804,0.46351868
"cell98732",1996.871,3137.6748,0.4998404
"cell98733",2126.283,3134.9604,0.51714677
"cell98734",2269.5686,3137.7058,1.726508
"cell98736",1937.9756,3137.1707,0.5238176
"cell98741",2088.4202,3136.4817,0.39781964
"cell98744",1967.1793,3132.992,0.49159023
"cell98745",2342.4126,3143.7124,0.22601084
"cell98747",2322.1523,3141.3857,0.14581175
"cell98748",2552.0747,3138.709,0.4200202
"cell98750",2185.6514,3144.6667,1.7354546
"cell98753",2369.6497,3143.1367,0.211193
"cell98756",1979.0721,3140.5566,0.32149103
"cell98758",2230.4,3142.94,1.9907242
"cell98760",2219.0535,3144.8015,1.2589
"cell98761",2103.241,3142.4731,0.3650317
"cell98762",2202.424,3142.0823,2.0997632
"cell98763",2457.4673,3146.837,0.22795358
"cell98766",2351.738,3146.1428,0.25093332
"cell98770",1956.8085,3145.4822,1.2531466
"cell98771",1922.6123,3141.9102,0.7608066
"cell98772",1937.1954,3146.041,0.72330517
"cell98773",2239.588,3146.4014,1.088836
"cell98775",2522.6353,3150.4526,0.21161263
"cell98776",2044.8513,3145.8572,0.40633032
"cell98778",2361.761,3145.3696,0.069968894
"cell98779",2115.576,3147.9863,0.7031636
"cell98780",2142.4841,3141.821,0.34740704
"cell98783",2019.0496,3151.1323,0.3848326
"cell98785",1950.9714,3147.043,0.91812307
"cell98786",2292.4224,3149.615,1.4062185
"cell98789",2386.08,3142.16,0.17224295
"cell98790",1969.8632,3152,0.8155552
"cell98791",2534.96,3153.7144,0.5053611
"cell98792",2279.319,3150.9148,2.237975
"cell98793",2057.1724,3152.555,0.3193601
"cell98794",1937.2203,3150.712,0.7099491
"cell98795",2366.353,3150.1765,0.03909638
"cell98796",2544.8604,3153.442,0.22038369
"cell98797",2268.6506,3152.228,2.8869143
"cell98798",1944.6578,3152.5264,0.43193993
"cell98803",2504.6794,3156.8855,0.14010486
"cell98804",1921.6405,3153.7908,0.7031048
"cell98805",2200.8633,3152.7878,2.951712
"cell98808",1991.3112,3149.56,0.30370829
"cell98811",2248.0881,3156.4119,1.72376
"cell98812",2006.8682,3154.3296,0.47283703
"cell98813",2392.5,3155.7,0.09960645
"cell98814",2089.4739,3153.1492,0.34399012
"cell98821",2147.567,3162.9485,0.36124152
"cell98823",2517.7637,3157.291,0.14885008
"cell98825",1972.9756,3160.3901,0.53814083
"cell98827",2117.1428,3158.6218,0.68308455
"cell98830",2311.7239,3163.591,0.32994106
"cell98833",2285.313,3163.8435,2.9253082
"cell98834",1985.5883,3158.4902,0.48491493
"cell98836",1956.3086,3161.3457,0.8031088
"cell98837",2349.7104,3160.7632,0.18381707
"cell98838",2385.5,3162.3608,0.015577952
"cell98839",1998.7858,3159.6714,0.32115176
"cell98840",2359.5852,3155.7373,0.042976376
"cell98841",2036.2473,3158.0789,0.5966065
"cell98842",1938.266,3162.383,0.664186
"cell98843",2200.4292,3166.0366,2.23227
"cell98846",2343.9048,3164.4048,0.1735884
"cell98848",2025.7406,3165.1003,0.5474865
"cell98851",2300.2021,3165.2258,1.6177323
"cell98853",2161.3965,3164.2415,0.6516231
"cell98856",2272.4749,3168.6711,2.8133085
"cell98857",2358.9722,3165.9167,0.04612786
"cell98859",2399.9385,3167.4153,0.19824886
"cell98862",2248.3472,3167.014,0.7272746
"cell98863",1922.1873,3169.781,0.5005781
"cell98864",2489.5918,3169.0205,0.25635353
"cell98865",2018.2467,3171.7056,0.4780185
"cell98867",2366.3555,3167.8223,0.041795492
"cell98868",2550.1538,3167.9487,0.26715252
"cell98869",2167.4604,3171.986,1.6517552
"cell98875",2500.2974,3168.856,0.22780752
"cell98876",1969.5859,3170.1562,0.5114123
"cell98877",2259.5476,3170.762,2.102814
"cell98879",2350,3170.182,0.16213766
"cell98880",2446.6055,3167.9766,0.31540066
"cell98881",1983.7117,3169.4143,0.60649604
"cell98883",2107.445,3173.1965,0.17174926
"cell98884",2515.1396,3168.5813,0.10187868
"cell98886",2075.9663,3171.7268,0.42314315
"cell98887",2241.9834,3174.0833,0.89127153
"cell98888",2533.724,3172.6553,0.21370676
"cell98891",2364.907,3173.7441,0
"cell98894",1978.6182,3174.0364,0.63218474
"cell98896",2406.4138,3174.161,0.35514665
"cell98897",1998.9298,3176.3513,0.6682054
"cell98902",1919.1473,3177.9224,0.31900278
"cell98903",2251.1,3174.09,0.6822247
"cell98905",2382.9011,3173.2036,0.114211656
"cell98906",2176.7947,3172.345,1.7437447
"cell98908",1982.7468,3180.1265,0.62596214
"cell98910",2344.9265,3181.5596,0.29458648
"cell98911",1990.6893,3173.7476,0.67271477
"cell98914",2311.2551,3183.1226,0.683273
"cell98915",2320.4363,3180.9546,0.14588837
"cell98916",2017.42,3181.74,0.39750877
"cell98918",2185.7393,3184.8108,3.011731
"cell98920",2245.0588,3182.2117,0.76208687
"cell98923",2363.1143,3183.1143,0.12955965
"cell98924",2265.0078,3182.1138,1.7228756
"cell98928",2030.8018,3193.4526,0.5281736
"cell98932",2083.152,3185.848,0.35409456
"cell98934",2478.8147,3183.494,0.24030185
"cell98936",2374.7397,3189.267,0.07918348
"cell98937",2145.8071,3186.7544,0.3272734
"cell98940",2074.6714,3186.1428,0.3677633
"cell98941",2383,3186.4482,0.09462253
"cell98942",2298.0996,3182.3413,1.1003665
"cell98943",2057.6196,3182.8882,0.463392
"cell98944",2157.3965,3181.0474,0.39977148
"cell98945",2329.7896,3187.4736,0.20024835
"cell98946",2361.0645,3187.6453,0.16326599
"cell98947",1990.3729,3188.2458,1.33727
"cell98948",2255.528,3189.6516,0.68593824
"cell98949",2043.2122,3189.1333,0.38003135
"cell98951",2123.4736,3193.8303,0.3585344
"cell98954",2277.9058,3186.859,2.5152802
"cell98955",2309.6553,3192.4656,0.20649715
"cell98956",2539.2263,3189.7737,0.10914188
"cell98957",2245.5,3190.1216,0.6348789
"cell98958",2322.7046,3190.182,0.16012096
"cell98959",2004.6871,3193.553,0.58023864
"cell98961",2297.8835,3193.0688,1.7152588
"cell98962",2207.7065,3193.5173,1.1537176
"cell98963",2377.347,3191.5918,0.11450783
"cell98964",2497.1482,3193.2346,0.17429441
"cell98965",2172.6782,3194.634,0.87974626
"cell98969",2138.1345,3193.327,0.18620138
"cell98970",2091,3197.3696,0.30415377
"cell98974",2070.2405,3196.0095,0.47317943
"cell98976",2016.4274,3196.4033,0.72580993
"cell98977",2339.8713,3196.5088,0.46474057
"cell98978",2367.9434,3195.2642,0.13469814
"cell98981",2262.2126,3199.8455,2.724967
"cell98984",2352.68,3196.42,0.03237853
"cell98987",2289.8242,3202.588,2.4866025
"cell98989",2004.0829,3203.1006,0.97894317
"cell98990",2246.3862,3200.708,0.69007814
"cell98991",2279.781,3196.568,2.4327083
"cell98992",2414.2837,3197.8508,0.3780534
"cell98994",2193.5862,3195.469,2.213471
"cell98995",2224.0388,3202.4514,0.80293065
"cell98996",2325.8694,3196.6797,0.28818974
"cell98997",2493.7896,3202.0752,0.19847606
"cell99003",2510.0952,3202.5,0.10016381
"cell99004",2216.4167,3201.5557,1.9355444
"cell99005",2549.25,3200.327,0.041810196
"cell99009",2175.6582,3207.265,0.44174576
"cell99011",2356.4167,3205.5715,0.15884916
"cell99012",2281.29,3206.53,2.5131142
"cell99013",2299.631,3209.869,2.3716667
"cell99014",2127.236,3205.0557,0.29141688
"cell99015",2198.3376,3204.4026,2.6111963
"cell99016",2363.6487,3204.973,0.059589278
"cell99017",2392.1797,3206.211,0.10424743
"cell99018",2264.2415,3207.6553,3.0010412
"cell99019",2025.988,3205.2024,1.1847845
"cell99020",2308.1528,3207.014,1.0791776
"cell99022",2376.8235,3206.608,0.1315081
"cell99024",2323.3977,3212.2273,0.1281896
"cell99025",2143.3357,3208,0.2713115
"cell99026",2319.925,3203.6365,0.08295289
"cell99028",2244.4963,3209.2444,2.394308
"cell99036",2211.7173,3211.9697,2.9294012
"cell99037",2477.7935,3211.0544,0.12969553
"cell99038",2541.3853,3207.9724,0.038104493
"cell99041",2072.0415,3209.5645,0.4635994
"cell99043",2205.48,3210.5,0.5721296
"cell99044",2292.8,3211.6858,1.4337438
"cell99045",2355.2888,3212.7556,0.21384473
"cell99048",2366.1858,3211.2144,0.07740344
"cell99051",2388.1155,3213.0193,0.080015086
"cell99053",2082.5588,3214.4707,0.5555934
"cell99054",2161.2888,3209.689,0.28948283
"cell99057",2125.6316,3213.6492,0.2184665
"cell99060",2192.9766,3213.2825,0.62355626
"cell99061",2523.1355,3212,0.07796509
"cell99063",2229.5535,3215.585,2.1451828
"cell99065",2272.1978,3217.5854,2.580399
"cell99066",2500.2222,3214.4556,0.0692625
"cell99067",2311.5886,3215.9434,1.2210503
"cell99069",2028.4689,3219.2917,0.9382801
"cell99071",2217.457,3220.262,0.9921611
"cell99074",2020,3216.4673,1.1142763
"cell99075",2093.6458,3218.4583,0.2386492
"cell99079",2382.2124,3216,0.058163833
"cell99080",2179.1082,3215.944,0.42124972
"cell99081",2001.1125,3218.6375,0.50256497
"cell99082",2150.922,3218.1558,0.07969781
"cell99084",2453.148,3218.6174,0.28510985
"cell99086",2478.8276,3220.7585,0.2649904
"cell99087",2259.7778,3220.053,1.5535468
"cell99088",2325.5112,3219.889,0.2243258
"cell99089",2349.4707,3219.25,0.13794653
"cell99090",2012.6418,3215.7026,1.2594292
"cell99093",2286.4182,3221.9739,1.9340861
"cell99099",2317.1843,3227.7234,0.20527609
"cell99101",2363.9124,3224.1228,0.07514012
"cell99102",2043.3125,3222.8958,0.3291297
"cell99103",2246.704,3222.9172,1.9006577
"cell99104",2533.9485,3229.2427,0.17376049
"cell99105",2006.4166,3224.5693,0.45391032
"cell99107",2051.0513,3224.513,0.25492144
"cell99109",2201.7925,3222.6147,0.3909983
"cell99110",2379.7014,3226.9253,0.08845381
"cell99114",2340.5,3226.327,0.079537325
"cell99115",2503.7273,3226.9092,0.08712316
"cell99116",2109.3953,3228.314,0.08708696
"cell99123",2033.6831,3234.7979,0.5976105
"cell99125",2306.1675,3229.8372,0.8655278
"cell99126",2393.74,3226.74,0.1823936
"cell99128",2388.25,3229.2334,0.24609907
"cell99129",2074.1716,3230.9941,0.4578917
"cell99133",2235.6074,3234.1753,1.6549332
"cell99136",2008.4849,3231.8687,0.47372895
"cell99137",2368.975,3230.275,0.04826923
"cell99139",2415.6855,3235.2017,0.34139577
"cell99140",1938.168,3233.2812,0.752977
"cell99142",2272.9834,3231.6833,1.6936495
"cell99143",2544.442,3231.442,0.049704302
"cell99144",1922.8625,3231.4126,0.6567094
"cell99145",2145.691,3231.8364,0.22840793
"cell99146",2262.3452,3231.0476,1.8763602
"cell99147",2121.8286,3232.9,0.3649103
"cell99148",2020.9568,3232.7778,0.29216534
"cell99150",2282.2942,3233.8992,2.3747869
"cell99151",2344.3555,3232.0889,0.023203501
"cell99155",2204.4727,3233.5818,0.31389982
"cell99156",2353.6606,3233.6785,0.07593431
"cell99158",2421.3975,3238.5369,0.35189283
"cell99160",2094.427,3235.1235,0.3829817
"cell99162",2056.5466,3232.7441,0.33928162
"cell99163",1995.1726,3232.705,0.6265365
"cell99164",2375.725,3234.15,0.08755609
"cell99165",2509.2058,3235.7058,0.2035357
"cell99166",2080.8333,3233.4792,0.47365546
"cell99168",2102.3718,3232.7563,0.37909845
"cell99169",2295.1794,3232.1685,1.615304
"cell99170",2337.4067,3235.4746,0.03958797
"cell99171",2528.5637,3236.0364,0.060712345
"cell99172",2047.7543,3239.8088,0.6926712
"cell99173",2040.1477,3239.8296,0.6213212
"cell99175",2519.25,3236.4834,0.049645215
"cell99177",2154.84,3237.04,0.27410632
"cell99181",2021.836,3241.369,0.53974366
"cell99185",2358.9102,3242.427,0.055527728
"cell99186",1917.3549,3241.0508,0.87302667
"cell99190",2258.8167,3239.6982,1.2740932
"cell99191",2268.1804,3243.8901,1.5938532
"cell99192",2369.7058,3244.603,0.30346802
"cell99194",2346.4187,3241.5117,0.18929732
"cell99196",2385.0068,3253.0676,0.155039
"cell99199",1996.2625,3242.6833,0.8766487
"cell99200",2088.2258,3239.471,0.42555618
"cell99201",2292.6992,3245.7195,0.785477
"cell99206",2143.9795,3244.4846,0.18622854
"cell99208",1954.5632,3243.2258,0.93589145
"cell99209",2500.5454,3244.1558,0.15026669
"cell99211",2172.5095,3242.3584,0.09519252
"cell99212",2281.4443,3243.2666,0.77462167
"cell99214",2522.2126,3245.032,0.079825185
"cell99218",2114.6619,3244.2058,0.50891703
"cell99220",2079.513,3245.5898,0.25422895
"cell99221",2230.532,3248.2454,0.51312304
"cell99222",2006.3561,3248.053,0.5071365
"cell99223",2137.3188,3245.8262,0.086819604
"cell99225",2541.3845,3245.75,0.042216867
"cell99227",2331.4856,3245.3047,0.4214986
"cell99228",2549.0466,3246.6511,0.056425035
"cell99230",2474.6418,3246.1045,0.20665227
"cell99231",2029.1558,3250.1394,2.0874658
"cell99232",2529.651,3247.2856,0.047450554
"cell99234",2093.803,3247.7153,0.41539198
"cell99235",2354.7805,3249.0977,0.1406828
"cell99237",2250.9736,3248.4473,0.54639167
"cell99238",2071.491,3248.3884,0.49509725
"cell99240",1957.5096,3255.6194,0.56529
"cell99241",2152.7722,3251.4683,0.29878363
"cell99242",2124.8386,3251.4678,0.06832616
"cell99243",2042.4596,3253.8508,0.7284457
"cell99244",1929.5892,3254.7207,0.7697155
"cell99245",2136.64,3255.04,0.1298146
"cell99247",2503.6567,3253.418,0.04973496
"cell99250",2015.5612,3254.5908,2.5723839
"cell99252",2306.5728,3251.3364,0.067450464
"cell99253",2480.442,3255.3489,0.19450644
"cell99254",2258.8293,3253.6047,0.56125575
