"","x_cord","y_cord","group_broad_type"
"1",1530.5,19.3333333333333,"Stromal"
"2",1403.04545454545,24.7727272727273,"Stromal"
"3",1502.92857142857,24.3571428571429,"Macrophage"
"4",1283.82142857143,38.75,"Stromal"
"5",1585.14285714286,34,"Stromal"
"6",1295.42857142857,34.6190476190476,"Stromal"
"7",1368.36842105263,35.2631578947368,"T"
"8",1278.90909090909,38.3636363636364,"T"
"9",1357.64705882353,35.1176470588235,"Macrophage"
"10",1255.27272727273,37.7272727272727,"T"
"11",1335.1875,37,"T"
"12",1340,38.5,"T"
"13",1549.22222222222,38.4444444444444,"Stromal"
"14",1697.23076923077,38.2307692307692,"Plasma"
"15",1587.25,43.375,"Stromal"
"16",1330.375,44.6875,"T"
"17",1265.95,45.75,"Macrophage"
"18",1247.61538461538,48.0769230769231,"T"
"19",1319.73684210526,49.8947368421053,"Macrophage"
"20",1309.8,48.6666666666667,"T"
"21",1257.45454545455,49.8636363636364,"B"
"22",1314.5625,50.5625,"T"
"23",1237.1875,54.5,"Stromal"
"24",1087.2,55.08,"T"
"25",1098.69230769231,56.4230769230769,"Stromal"
"26",1286.61538461538,54.3846153846154,"Stromal"
"27",1297.11111111111,55.4444444444444,"Stromal"
"28",1666,56.6304347826087,"Macrophage"
"29",1047.6,55.4,"Stromal"
"30",1119.28571428571,56.5357142857143,"DC_Mast"
"31",1177.5,56,"Malignant"
"32",1210.8,54.8,"Stromal"
"33",1309.42857142857,56.6190476190476,"T"
"34",1147.35714285714,57.8571428571428,"Malignant"
"35",1446.1875,57.8125,"T"
"36",842.272727272727,58.3636363636364,"T"
"37",1320.82608695652,60.5652173913044,"T"
"38",1073.33333333333,64.5,"T"
"39",1182.08333333333,61.9166666666667,"Malignant"
"40",871.947368421053,63.6315789473684,"Macrophage"
"41",1163.91176470588,64.8823529411765,"Malignant"
"42",1086.5625,64.25,"T"
"43",1236.21428571429,65.3571428571429,"Macrophage"
"44",1251.26666666667,67.8,"T"
"45",831.3125,69.0625,"T"
"46",1051.36363636364,68.0909090909091,"T"
"47",1203.83333333333,69.9166666666667,"Stromal"
"48",1437.08333333333,68.6666666666667,"T"
"49",1520.88888888889,69.2222222222222,"Stromal"
"50",839,69.3333333333333,"T"
"51",1291.66666666667,70.8,"T"
"52",776.8125,73.0625,"T"
"53",794.52380952381,72.3809523809524,"T"
"54",1220.28260869565,73.8913043478261,"Stromal"
"55",810.411764705882,72.7058823529412,"T"
"56",1088.11111111111,73,"Macrophage"
"57",1503.11111111111,73.5555555555556,"Macrophage"
"58",804.6875,76.8125,"T"
"59",1286.08695652174,73.9565217391304,"T"
"60",1439,74.5,"Stromal"
"61",1020,77.4736842105263,"Macrophage"
"62",1333.71428571429,78.5714285714286,"Macrophage"
"63",676.05,82.25,"T"
"64",1121.39473684211,82.6052631578947,"Macrophage"
"65",1252.66666666667,78.8333333333333,"Stromal"
"66",573.129032258065,82.0322580645161,"T"
"67",732.333333333333,80.5,"T"
"68",1094.90909090909,80.0454545454545,"Macrophage"
"69",1026.72727272727,81.2727272727273,"Macrophage"
"70",1089,81,"Macrophage"
"71",1684.76923076923,81.2307692307692,"T"
"72",709,81.7931034482759,"T"
"73",837.380952380952,83.7142857142857,"B"
"74",1013.13333333333,85.5333333333333,"Stromal"
"75",1034.89473684211,84.5789473684211,"T"
"76",1473.33333333333,83.6666666666667,"Stromal"
"77",540.357142857143,87,"Stromal"
"78",829.384615384615,85.3846153846154,"T"
"79",1063.05,85.9,"T"
"80",1068.53333333333,87.3333333333333,"T"
"81",1080.2,86.92,"Macrophage"
"82",1452.66666666667,86,"Stromal"
"83",716.578947368421,86.3157894736842,"Macrophage"
"84",1463.2,89.1,"Stromal"
"85",1088.09090909091,88.3636363636364,"B"
"86",1102.36111111111,90.0833333333333,"Macrophage"
"87",1134.34482758621,88.2758620689655,"Stromal"
"88",1333.27272727273,88.7272727272727,"Macrophage"
"89",759.307692307692,90.5384615384615,"T"
"90",1165.60869565217,91.4347826086957,"DC_Mast"
"91",1231.9,90.95,"T"
"92",692.333333333333,90.3888888888889,"T"
"93",807.186440677966,91.2542372881356,"Stromal"
"94",863.545454545455,104.974025974026,"Stromal"
"95",1277.85,90.75,"T"
"96",1435.70833333333,91.1666666666667,"Stromal"
"97",708.441860465116,91.2093023255814,"Macrophage"
"98",822.666666666667,89.9166666666667,"Stromal"
"99",1258.9,90.1,"T"
"100",774,93.5,"T"
"101",930.483870967742,95.4193548387097,"Stromal"
"102",1035.57142857143,93.3214285714286,"T"
"103",1045.625,93.125,"T"
"104",1195.48,92.32,"Stromal"
"105",794.653846153846,93.7692307692308,"Macrophage"
"106",988.625,93.25,"Macrophage"
"107",1264.93333333333,95.7333333333333,"T"
"108",277,99.75,"unassigned"
"109",550.586206896552,96.2068965517241,"Stromal"
"110",570.933333333333,95.9333333333333,"Stromal"
"111",889.823529411765,96.8235294117647,"Macrophage"
"112",1416.84615384615,96.0769230769231,"Stromal"
"113",1424,96.3333333333333,"Stromal"
"114",1634.0303030303,99.5454545454546,"Stromal"
"115",584.722222222222,96.1666666666667,"B"
"116",740.434782608696,98.8260869565217,"Macrophage"
"117",1118.15,98.65,"Stromal"
"118",1200.25925925926,97.8148148148148,"Stromal"
"119",1281.41176470588,98.3529411764706,"Macrophage"
"120",1303.73684210526,96.2105263157895,"T"
"121",1352.71428571429,100.333333333333,"Macrophage"
"122",1375.75,99.25,"T"
"123",908.846153846154,101.538461538462,"T"
"124",1086.125,98.875,"Macrophage"
