"corr","gene","n","type","model","sample"
0.734608109494166,"TACSTD2","top_20","svg","czi minor","breast_sample2"
0.665010842048015,"TFAP2A","top_20","svg","czi minor","breast_sample2"
0.738528907986643,"MLPH","top_20","svg","czi minor","breast_sample2"
0.773344106882784,"EPCAM","top_20","svg","czi minor","breast_sample2"
0.68855598537542,"LYPD3","top_20","svg","czi minor","breast_sample2"
0.754571464026384,"KRT7","top_20","svg","czi minor","breast_sample2"
0.704737339116468,"SCD","top_20","svg","czi minor","breast_sample2"
0.368657903034169,"PIGR","top_20","svg","czi minor","breast_sample2"
0.497006584749096,"KRT14","top_20","svg","czi minor","breast_sample2"
0.60982091383031,"ANKRD30A","top_20","svg","czi minor","breast_sample2"
0.461066402284592,"PTN","top_20","svg","czi minor","breast_sample2"
0.794280939606716,"ABCC11","top_50","svg","czi minor","breast_sample2"
0.62378863978148,"MYBPC1","top_50","svg","czi minor","breast_sample2"
0.777755201914865,"FOXA1","top_50","svg","czi minor","breast_sample2"
0.0836734840339473,"OPRPN","top_50","svg","czi minor","breast_sample2"
0.807761995266254,"SERHL2","top_50","svg","czi minor","breast_sample2"
0.747709790887647,"FASN","top_50","svg","czi minor","breast_sample2"
0.574830895492298,"MUC6","top_50","svg","czi minor","breast_sample2"
0.767483956914031,"CDH1","top_50","svg","czi minor","breast_sample2"
0.491852597490536,"MYH11","top_50","svg","czi minor","breast_sample2"
0.734608109494166,"TACSTD2","top_50","svg","czi minor","breast_sample2"
0.665010842048015,"TFAP2A","top_50","svg","czi minor","breast_sample2"
0.738528907986643,"MLPH","top_50","svg","czi minor","breast_sample2"
0.773344106882784,"EPCAM","top_50","svg","czi minor","breast_sample2"
0.68855598537542,"LYPD3","top_50","svg","czi minor","breast_sample2"
0.754571464026384,"KRT7","top_50","svg","czi minor","breast_sample2"
0.704737339116468,"SCD","top_50","svg","czi minor","breast_sample2"
0.368657903034169,"PIGR","top_50","svg","czi minor","breast_sample2"
0.497006584749096,"KRT14","top_50","svg","czi minor","breast_sample2"
0.60982091383031,"ANKRD30A","top_50","svg","czi minor","breast_sample2"
0.461066402284592,"PTN","top_50","svg","czi minor","breast_sample2"
0.359918040303513,"S100A8","top_50","svg","czi minor","breast_sample2"
0.673271019971126,"DSP","top_50","svg","czi minor","breast_sample2"
0.507386777399515,"POSTN","top_50","svg","czi minor","breast_sample2"
0.515171669295293,"KRT5","top_50","svg","czi minor","breast_sample2"
0.655435976299584,"AR","top_50","svg","czi minor","breast_sample2"
0.335557954536867,"CEACAM6","top_50","svg","czi minor","breast_sample2"
0.475092096476646,"SERPINA3","top_50","svg","czi minor","breast_sample2"
0.436120349106518,"ESR1","top_50","svg","czi minor","breast_sample2"
0.4695720351442,"SFRP1","top_50","svg","czi minor","breast_sample2"
0.681422903088052,"JUP","top_50","svg","czi minor","breast_sample2"
0.735974451945677,"CD9","top_50","svg","czi minor","breast_sample2"
0.114143013693893,"MMP1","top_50","svg","czi minor","breast_sample2"
0.804180557174009,"ERBB2","top_50","svg","czi minor","breast_sample2"
0.427545039102112,"AKR1C1","top_50","svg","czi minor","breast_sample2"
0.532369332964084,"ALDH1A3","top_50","svg","czi minor","breast_sample2"
0.636130353460727,"TRAF4","top_50","svg","czi minor","breast_sample2"
0.407737001805587,"TOP2A","top_50","svg","czi minor","breast_sample2"
0.572053656063271,"AQP3","top_50","svg","czi minor","breast_sample2"
0.608565637715722,"DSC2","top_50","svg","czi minor","breast_sample2"
0.593799088115383,"SLC5A6","top_50","svg","czi minor","breast_sample2"
0.557737827837192,"SQLE","top_50","svg","czi minor","breast_sample2"
0.30468165730127,"KRT23","top_50","svg","czi minor","breast_sample2"
0.755791603319935,"TPD52","top_50","svg","czi minor","breast_sample2"
0.481832627747184,"SDC4","top_50","svg","czi minor","breast_sample2"
0.251589060509245,"SFRP4","top_50","svg","czi minor","breast_sample2"
0.589254402379436,"RUNX1","top_50","svg","czi minor","breast_sample2"
0.632213283107127,"MDM2","top_50","svg","czi minor","breast_sample2"
0.657426309724429,"ENAH","top_50","svg","czi minor","breast_sample2"
0.720964112489459,"KRT8","top_50","svg","czi minor","breast_sample2"
0.372157769792627,"LYZ","top_50","svg","czi minor","breast_sample2"
0.803518633610889,"ABCC11","top_20","svg","czi major","breast_sample2"
0.620808394727004,"MYBPC1","top_20","svg","czi major","breast_sample2"
0.778690544867467,"FOXA1","top_20","svg","czi major","breast_sample2"
0.827498742487803,"SERHL2","top_20","svg","czi major","breast_sample2"
0.743984615209322,"FASN","top_20","svg","czi major","breast_sample2"
0.521496717709692,"MUC6","top_20","svg","czi major","breast_sample2"
0.772603871851009,"CDH1","top_20","svg","czi major","breast_sample2"
0.478863552180133,"MYH11","top_20","svg","czi major","breast_sample2"
0.740420873499435,"TACSTD2","top_20","svg","czi major","breast_sample2"
0.66190960157941,"TFAP2A","top_20","svg","czi major","breast_sample2"
0.731444803774348,"MLPH","top_20","svg","czi major","breast_sample2"
0.780497773509935,"EPCAM","top_20","svg","czi major","breast_sample2"
0.683225593130803,"LYPD3","top_20","svg","czi major","breast_sample2"
0.760600057762416,"KRT7","top_20","svg","czi major","breast_sample2"
0.687499772299757,"SCD","top_20","svg","czi major","breast_sample2"
0.346600123161442,"PIGR","top_20","svg","czi major","breast_sample2"
0.475118756429884,"KRT14","top_20","svg","czi major","breast_sample2"
0.561513963252317,"ANKRD30A","top_20","svg","czi major","breast_sample2"
0.45628721305098,"PTN","top_20","svg","czi major","breast_sample2"
0.34292041591965,"S100A8","top_20","svg","czi major","breast_sample2"
0.803518633610889,"ABCC11","top_50","svg","czi major","breast_sample2"
0.620808394727004,"MYBPC1","top_50","svg","czi major","breast_sample2"
0.778690544867467,"FOXA1","top_50","svg","czi major","breast_sample2"
0.827498742487803,"SERHL2","top_50","svg","czi major","breast_sample2"
0.743984615209322,"FASN","top_50","svg","czi major","breast_sample2"
0.521496717709692,"MUC6","top_50","svg","czi major","breast_sample2"
0.772603871851009,"CDH1","top_50","svg","czi major","breast_sample2"
0.478863552180133,"MYH11","top_50","svg","czi major","breast_sample2"
0.740420873499435,"TACSTD2","top_50","svg","czi major","breast_sample2"
0.66190960157941,"TFAP2A","top_50","svg","czi major","breast_sample2"
0.731444803774348,"MLPH","top_50","svg","czi major","breast_sample2"
0.780497773509935,"EPCAM","top_50","svg","czi major","breast_sample2"
0.683225593130803,"LYPD3","top_50","svg","czi major","breast_sample2"
0.760600057762416,"KRT7","top_50","svg","czi major","breast_sample2"
0.687499772299757,"SCD","top_50","svg","czi major","breast_sample2"
0.346600123161442,"PIGR","top_50","svg","czi major","breast_sample2"
0.475118756429884,"KRT14","top_50","svg","czi major","breast_sample2"
0.561513963252317,"ANKRD30A","top_50","svg","czi major","breast_sample2"
0.45628721305098,"PTN","top_50","svg","czi major","breast_sample2"
0.34292041591965,"S100A8","top_50","svg","czi major","breast_sample2"
0.675361831548946,"DSP","top_50","svg","czi major","breast_sample2"
0.469110850395321,"POSTN","top_50","svg","czi major","breast_sample2"
0.506718513264793,"KRT5","top_50","svg","czi major","breast_sample2"
0.648608992356339,"AR","top_50","svg","czi major","breast_sample2"
0.383547262634638,"CEACAM6","top_50","svg","czi major","breast_sample2"
0.392799689489365,"ESR1","top_50","svg","czi major","breast_sample2"
0.46965221845062,"SFRP1","top_50","svg","czi major","breast_sample2"
0.677057962347721,"JUP","top_50","svg","czi major","breast_sample2"
0.739158019622962,"CD9","top_50","svg","czi major","breast_sample2"
0.151472391756793,"MMP1","top_50","svg","czi major","breast_sample2"
0.8161946597611,"ERBB2","top_50","svg","czi major","breast_sample2"
0.431994314453469,"AKR1C1","top_50","svg","czi major","breast_sample2"
0.527062931818906,"ALDH1A3","top_50","svg","czi major","breast_sample2"
0.62118361032146,"TRAF4","top_50","svg","czi major","breast_sample2"
0.410815113207264,"TOP2A","top_50","svg","czi major","breast_sample2"
0.56935055267636,"AQP3","top_50","svg","czi major","breast_sample2"
0.607273517676308,"DSC2","top_50","svg","czi major","breast_sample2"
0.593843000863303,"SLC5A6","top_50","svg","czi major","breast_sample2"
0.555155792226097,"SQLE","top_50","svg","czi major","breast_sample2"
0.288341334748495,"KRT23","top_50","svg","czi major","breast_sample2"
0.759216224041466,"TPD52","top_50","svg","czi major","breast_sample2"
0.479569729147931,"SDC4","top_50","svg","czi major","breast_sample2"
0.236407385795384,"SFRP4","top_50","svg","czi major","breast_sample2"
0.585428236828159,"RUNX1","top_50","svg","czi major","breast_sample2"
0.637580942549703,"MDM2","top_50","svg","czi major","breast_sample2"
0.660363154680474,"ENAH","top_50","svg","czi major","breast_sample2"
0.724574869366345,"KRT8","top_50","svg","czi major","breast_sample2"
0.330599311761416,"LYZ","top_50","svg","czi major","breast_sample2"
0.53905628126466,"CD3E","top_50","svg","czi major","breast_sample2"
0.373055600585037,"MMP2","top_50","svg","czi major","breast_sample2"
