"pred_type","gene","gene_set","model_id","cor_pearson","ssim"
"test","A2M","All Genes","iStar",0.142382869988095,0.12944163454649
"test","AAMDC","All Genes","iStar",0.0105011741786169,0.0228752050605889
"test","ABCA3","All Genes","iStar",0.0407247338265686,0.057120319058045
"test","ABCA7","All Genes","iStar",0.0435285061496679,0.0497797553968807
"test","ABCF3","All Genes","iStar",0.0437302866474767,0.05608671474093
"test","ABHD14A","All Genes","iStar",0.0199380962013628,0.0393955285277398
"test","ABHD4","All Genes","iStar",0.0258984835008819,0.0417452880332451
"test","ACAA1","All Genes","iStar",0.0545921084650381,0.0663047029083023
"test","ACER3","All Genes","iStar",0.0300868648229531,0.0471736435955136
"test","ADAM15","All Genes","iStar",0.0551273159880335,0.0541315511327966
"test","ADCY3","All Genes","iStar",0.0165111792471601,0.037925821780959
"test","ADI1","All Genes","iStar",0.062630499027089,0.0714838495359708
"test","AEBP1","All Genes","iStar",0.107938070899384,0.0975295291241174
"test","AEBP1","SVGs","iStar",0.16722480154677,0.166382248436388
"test","AES","All Genes","iStar",0.103578838673176,0.101496151742221
"test","AES","SVGs","iStar",0.0748872622555166,0.0763273360262868
"test","AGAP2","All Genes","iStar",0.025855067711297,0.0355519704654091
"test","AGO2","All Genes","iStar",0.0479425258150099,0.0639683137214546
"test","AGPAT2","All Genes","iStar",0.0583371302909483,0.0680847544161899
"test","AGPAT2","SVGs","iStar",-0.0880538919931569,-0.0630398806048412
"test","AGR2","All Genes","iStar",0.10326059760253,0.112828615411467
"test","AHCY","All Genes","iStar",0.0631841186094687,0.0742664832115209
"test","AKAP9","All Genes","iStar",0.0162065356367235,0.034242200908331
"test","AKR1A1","All Genes","iStar",0.0551805603194533,0.0673833521199048
"test","AKT1S1","All Genes","iStar",0.0912136320382157,0.0943746659966205
"test","ALDH16A1","All Genes","iStar",0.00615012644985312,0.0224003516076029
"test","ALG3","All Genes","iStar",0.049250445238765,0.0623916036797953
"test","ANGPTL4","All Genes","iStar",0.0056414294358166,0.0232717286109644
"test","ANKLE2","All Genes","iStar",0.0814621881648579,0.0828544832304856
"test","ANKRD12","All Genes","iStar",0.052254004993874,0.0673129282474007
"test","ANKRD28","All Genes","iStar",0.0145629561367903,0.0549464270890792
"test","ANO10","All Genes","iStar",-0.00246070628272038,0.0203338049446073
"test","AP5B1","All Genes","iStar",-0.0148094879419412,0.0235064360019461
"test","AP5Z1","All Genes","iStar",-0.00709294283906585,0.0156607337262561
"test","APBA2","All Genes","iStar",0.0113838041806592,0.0345221570631154
"test","APBB2","All Genes","iStar",0.00809632932271893,0.0281930462102949
"test","APOBEC3G","All Genes","iStar",0.0722054433617017,0.0856947397469099
"test","APOC1","All Genes","iStar",0.0984231243421689,0.102699249190204
"test","AQP1","All Genes","iStar",0.00366844279927546,0.0282213852144195
"test","ARF5","All Genes","iStar",-0.00588075238212708,0.0220701441478815
"test","ARF6","All Genes","iStar",0.118031015561587,0.11604859125656
"test","ARFGEF2","All Genes","iStar",0.0411484913334416,0.0635732873631217
"test","ARHGAP10","All Genes","iStar",0.0200098069278305,0.0483037301332277
"test","ARHGAP4","All Genes","iStar",0.0710311372905343,0.0719214582403149
"test","ARHGAP45","All Genes","iStar",0.0708183429840898,0.0828038698609684
"test","ARHGAP5","All Genes","iStar",0.012851916141392,0.0465761402830423
"test","ARHGEF10L","All Genes","iStar",1.70064535489722e-05,0.020311240042115
"test","ARHGEF3","All Genes","iStar",0.0361551299802917,0.0466318598619988
"test","ARHGEF40","All Genes","iStar",-0.0011088570693697,0.0327377261527751
"test","ARID1B","All Genes","iStar",-0.0110364094102316,0.0112221929001835
"test","ARID3A","All Genes","iStar",0.0349784467158441,0.0520377418750913
"test","ARID4A","All Genes","iStar",0.00299929104404611,0.0319334526938721
"test","ARID5A","All Genes","iStar",0.0932258065709084,0.0848320541152398
"test","ARID5B","All Genes","iStar",0.0663831020866509,0.0776396359885263
"test","ARNT","All Genes","iStar",0.0279038794132033,0.0397726829879406
"test","ASCL2","All Genes","iStar",-0.0356729762065855,-0.012940025734253
"test","ASH2L","All Genes","iStar",0.0517943812124185,0.0743530168435466
"test","ASL","All Genes","iStar",0.0238514265226348,0.0400968832591365
"test","ASMTL","All Genes","iStar",-0.02095390573982,-0.00202043264497711
"test","ASNA1","All Genes","iStar",0.0835550965998301,0.0895291867190553
"test","ASNA1","SVGs","iStar",0.125743081693537,0.135721471956155
"test","ASNS","All Genes","iStar",0.00558047094509849,0.027106480517928
"test","ATAD1","All Genes","iStar",0.0294285507401892,0.0533693943866056
"test","ATF6B","All Genes","iStar",-0.00815794963390136,0.0152698517576183
"test","ATG12","All Genes","iStar",0.0705043696173564,0.0780871961373273
"test","ATG16L2","All Genes","iStar",0.0382657584126843,0.0599012313021805
"test","ATL2","All Genes","iStar",0.0625937122090649,0.0857002349352744
"test","ATP5H","All Genes","iStar",0.0650054258356762,0.0745693061382706
"test","ATP5O","All Genes","iStar",0.0993792538862253,0.110479837551967
"test","ATP6AP1","All Genes","iStar",0.0857477994493086,0.0867114520372823
"test","ATP6AP1","SVGs","iStar",0.0729762616073485,0.0702575841605135
"test","ATP6V0D1","All Genes","iStar",0.0313201677137801,0.0358571882489973
"test","AURKAIP1","All Genes","iStar",0.0827781959667445,0.086384051389782
"test","AVEN","All Genes","iStar",0.0105488483806455,0.0311547494809132
"test","BABAM1","All Genes","iStar",0.0298225367331796,0.0458403569751884
"test","BAD","All Genes","iStar",0.0447274916523846,0.0586703825618126
"test","BAIAP3","All Genes","iStar",-0.00751850745440533,0.0225032274291242
"test","BCAM","All Genes","iStar",0.0820408231751752,0.0867798914943341
"test","BCL2L12","All Genes","iStar",0.042068310869116,0.0696030514966627
"test","BGN","All Genes","iStar",0.108371573245302,0.0928430738280717
"test","BGN","SVGs","iStar",0.117500386708406,0.12959955965137
"test","BICDL1","All Genes","iStar",-0.00196320376037468,0.0280597599831816
"test","BIN3","All Genes","iStar",0.0614761102118845,0.073592747892353
"test","BIRC2","All Genes","iStar",0.0649858366481946,0.0715669918966789
"test","BOK","All Genes","iStar",-0.0141668671897415,0.00894293840951364
"test","BOLA3","All Genes","iStar",0.0647058258128661,0.0965745248540625
"test","BRD9","All Genes","iStar",0.0575487400061409,0.0686389020091085
"test","BRF1","All Genes","iStar",0.0482616823411235,0.0663665509724601
"test","BRF2","All Genes","iStar",0.0457943785927865,0.0571072958197166
"test","BRK1","All Genes","iStar",0.0312923321786447,0.0347466256794271
"test","BRPF1","All Genes","iStar",0.0161073941914837,0.0274747084869627
"test","BSG","All Genes","iStar",0.0800086156508618,0.0679200353884302
"test","BSG","SVGs","iStar",0.0180015211236541,0.0337481254949237
"test","BST2","All Genes","iStar",0.0666560761894246,0.0723076419364667
"test","BST2","SVGs","iStar",0.0780720313608502,0.0813255776521622
"test","BTG1","All Genes","iStar",0.132461181253396,0.145073053879035
"test","C10orf10","All Genes","iStar",0.0342888634455185,0.0439001561739572
"test","C10orf54","All Genes","iStar",0.0936509318265642,0.0981566047907879
"test","C12orf45","All Genes","iStar",0.0202875762857322,0.0541120117054107
"test","C15orf61","All Genes","iStar",-0.00492540224672054,0.0349034845741788
"test","C19orf24","All Genes","iStar",-0.00390025335050503,0.0141876275573628
"test","C19orf52","All Genes","iStar",-0.00153367780752084,0.0283841234593272
"test","C19orf60","All Genes","iStar",0.0143883373373648,0.0330741573137014
"test","C1QB","All Genes","iStar",0.14382037914714,0.142107864030409
"test","C1R","All Genes","iStar",0.0512705786471702,0.0527506994724299
"test","C1S","All Genes","iStar",0.0928206252452341,0.102451186076807
"test","C1orf216","All Genes","iStar",-0.013169381086178,0.015407723362485
"test","C2","All Genes","iStar",0.0176096107907445,0.03460341982019
"test","C2CD2L","All Genes","iStar",0.00695689918657955,0.0229205244332131
"test","C3","All Genes","iStar",0.163451759831278,0.14673752985867
"test","C3","SVGs","iStar",0.132283719174669,0.134384848815839
"test","C4orf48","All Genes","iStar",-0.00224868652202187,0.0022207430033878
"test","C5orf38","All Genes","iStar",0.00770119731063384,0.0326997345005675
"test","C6orf136","All Genes","iStar",0.0464138439078704,0.0737411095107793
"test","C6orf48","All Genes","iStar",0.0707315422872179,0.0876249893769456
"test","CADM4","All Genes","iStar",0.022254695698462,0.035300197243374
"test","CALML5","All Genes","iStar",-9.76890396625959e-05,0.00846118229636812
"test","CAMTA2","All Genes","iStar",0.00971942325455755,0.0348736400041611
"test","CAPG","All Genes","iStar",0.0868316691697984,0.0885162088512425
"test","CARS2","All Genes","iStar",0.00843109232616946,0.0236136913431985
"test","CBLC","All Genes","iStar",0.0126251778326834,0.0457291081048858
"test","CCDC106","All Genes","iStar",-0.0153793690836501,0.0123521764967884
"test","CCDC167","All Genes","iStar",0.0109922441846787,0.0341867764442435
"test","CCDC57","All Genes","iStar",-0.0143563552188562,0.00544604226586027
"test","CCDC80","All Genes","iStar",0.0165986487715749,0.0308563555731969
"test","CCDC88B","All Genes","iStar",0.0749465980091828,0.0901353526293262
"test","CCL19","All Genes","iStar",0.103574412259713,0.109668084379076
"test","CCL2","All Genes","iStar",0.042726837582519,0.0686343588150716
"test","CCL21","All Genes","iStar",0.046221965105729,0.0775884589418722
"test","CCM2","All Genes","iStar",0.0873087703586618,0.0997639322976929
"test","CCNB1IP1","All Genes","iStar",0.0330900422339141,0.0471933989990332
"test","CCNE2","All Genes","iStar",0.0497394504884803,0.0697027102529908
"test","CCS","All Genes","iStar",0.0520345676813808,0.0633122372139429
"test","CCT4","All Genes","iStar",0.128276013674958,0.142154443247602
"test","CD14","All Genes","iStar",0.0190139746573704,0.0311482777661318
"test","CD320","All Genes","iStar",0.0690618720443954,0.0742468800352276
"test","CD3D","All Genes","iStar",0.10133461981778,0.0994386119405776
"test","CD4","All Genes","iStar",-0.00524906400008997,0.0151487759671628
"test","CD52","All Genes","iStar",0.121175538586041,0.1050774769005
"test","CD68","All Genes","iStar",0.0864314082967547,0.0916112157831362
"test","CD74","All Genes","iStar",0.200580679242394,0.169993579739544
"test","CD74","SVGs","iStar",0.15081340789921,0.137805908146528
"test","CD79A","All Genes","iStar",0.0223613241722159,0.0394724460909121
"test","CDH11","All Genes","iStar",0.00759214268553938,0.0466323840141768
"test","CDK5RAP1","All Genes","iStar",0.0526486454665036,0.0694357261589462
"test","CEP250","All Genes","iStar",0.0356519280509487,0.0553733280469623
"test","CERCAM","All Genes","iStar",-0.00428087205772573,0.0102052035673514
"test","CERS5","All Genes","iStar",0.0194132662166837,0.0356046679389767
"test","CES2","All Genes","iStar",0.0194080416946947,0.0408245468974109
"test","CFAP36","All Genes","iStar",0.0549600286079326,0.0741094990998335
"test","CFDP1","All Genes","iStar",0.0710300782656694,0.108901204345504
"test","CGGBP1","All Genes","iStar",0.0428153302678016,0.0575741113591745
"test","CHCHD6","All Genes","iStar",-0.000464394571288582,0.0251009210873272
"test","CHD1","All Genes","iStar",0.0348225565875496,0.0482743451616723
"test","CHD6","All Genes","iStar",0.0307972068946127,0.0559528461581767
"test","CHFR","All Genes","iStar",0.0699055833416106,0.0857309201180268
"test","CHST11","All Genes","iStar",0.0573126557045804,0.0494093740861846
"test","CIR1","All Genes","iStar",0.0139175831189166,0.0466474434393546
"test","CLASRP","All Genes","iStar",0.0673825137940395,0.0783086757587302
"test","CLDN3","All Genes","iStar",0.120524480791483,0.108475408814498
"test","CLDN3","SVGs","iStar",0.0837013603025054,0.0916537834628881
"test","CLDN4","All Genes","iStar",0.181513934758352,0.167425124833915
"test","CLDN4","SVGs","iStar",0.126185614278485,0.126797850392035
"test","CLU","All Genes","iStar",0.0556250492838679,0.0473003401232948
"test","CNN2","All Genes","iStar",0.0795620591154959,0.0865814612844318
"test","CNN2","SVGs","iStar",0.360259726971478,0.335450444874963
"test","COL14A1","All Genes","iStar",-0.0119246988909836,0.01568354714185
"test","COL3A1","All Genes","iStar",0.0570075872119963,0.0558299574349875
"test","COL4A1","All Genes","iStar",0.0951754451306777,0.0969277624658154
"test","COL6A2","All Genes","iStar",0.154145836245381,0.142893881430097
"test","COL8A2","All Genes","iStar",0.0191341596669349,0.0370016995617301
"test","COMMD1","All Genes","iStar",0.0128556295017764,0.030488046684571
"test","COMP","All Genes","iStar",0.0553565582935629,0.0534166686580523
"test","COMP","SVGs","iStar",0.0582472542659431,0.0625310272714268
"test","COPS7A","All Genes","iStar",0.0160506600992173,0.031318923054784
"test","COQ4","All Genes","iStar",0.0504649205971281,0.0623681339889772
"test","CORO1A","All Genes","iStar",0.0754115662625897,0.0819099946112449
"test","CORO1B","All Genes","iStar",0.0589678277375429,0.0688079671273747
"test","CORO2A","All Genes","iStar",0.0440891614135774,0.0514042390911954
"test","CORO7","All Genes","iStar",0.0431096336800951,0.0550779091871583
"test","COX5A","All Genes","iStar",0.0243186539532195,0.0410151704936143
"test","CPNE1","All Genes","iStar",0.0578706067552406,0.0647480295197913
"test","CPSF1","All Genes","iStar",0.0592007340320541,0.0629961187375943
"test","CPVL","All Genes","iStar",-0.0107097295655889,0.00916728034787585
"test","CRABP2","All Genes","iStar",0.0628859829669294,0.0843780688438835
"test","CRABP2","SVGs","iStar",0.168044208674482,0.151438595069266
"test","CRACR2B","All Genes","iStar",0.149521334243424,0.146874503934278
"test","CRELD2","All Genes","iStar",0.0777812096661064,0.0930925922422207
"test","CROCC","All Genes","iStar",0.0341713958017855,0.0678924431010337
"test","CSF1","All Genes","iStar",0.0425116834530656,0.0623227132847049
"test","CSF1R","All Genes","iStar",0.062310497987521,0.0759189326151287
"test","CTDSPL","All Genes","iStar",0.111674313586243,0.114087071596508
"test","CTIF","All Genes","iStar",0.0208072435710635,0.0409855373462507
"test","CTSK","All Genes","iStar",0.0323904506909602,0.0195508452263789
"test","CTU2","All Genes","iStar",0.00742661419290349,0.0296041885046559
"test","CUTC","All Genes","iStar",0.021906817907782,0.0450434807936735
"test","CUX1","All Genes","iStar",0.0664472810101294,0.0659448513014357
"test","CX3CL1","All Genes","iStar",0.0287217265990195,0.0480685824874807
"test","CXCL10","All Genes","iStar",0.103155725895949,0.0980426650703479
"test","CXXC5","All Genes","iStar",0.08760111243943,0.0981102560734116
"test","CYP27A1","All Genes","iStar",0.0340089232853984,0.0491188969548728
"test","DAPK3","All Genes","iStar",0.114697517889542,0.115080558346067
"test","DCAF6","All Genes","iStar",0.0894501104452321,0.115640985291983
"test","DCXR","All Genes","iStar",0.0168526856875806,0.0289760430496831
"test","DDAH1","All Genes","iStar",0.0772561329338524,0.080243087545098
"test","DDB2","All Genes","iStar",0.0637726262834758,0.0732038939596193
"test","DDIT3","All Genes","iStar",0.0738899850056099,0.106016857534339
"test","DDRGK1","All Genes","iStar",0.0193227282630641,0.0362232377389513
"test","DDT","All Genes","iStar",0.0240792619804568,0.0374453846253577
"test","DEAF1","All Genes","iStar",0.0337077489615288,0.0534455221859598
"test","DENND1A","All Genes","iStar",0.0554267080284936,0.0703161005371095
"test","DERL3","All Genes","iStar",0.0214100608166449,0.0285543196022203
"test","DESI1","All Genes","iStar",0.0582216505774556,0.0744632695475536
"test","DHX16","All Genes","iStar",0.0239397358548742,0.0437862816032707
"test","DLG1","All Genes","iStar",0.0725349960548587,0.0825597127267067
"test","DMAP1","All Genes","iStar",-0.0129808854115573,0.00919245700654357
"test","DNAJB2","All Genes","iStar",0.0612258338534229,0.0734895193468905
"test","DNAJC1","All Genes","iStar",0.0241905142315065,0.037165460462663
"test","DNAJC7","All Genes","iStar",0.0473086184002748,0.0639449647378149
"test","DOCK6","All Genes","iStar",0.0267642337366934,0.0354207443296369
"test","DPH3","All Genes","iStar",0.0323525879430402,0.0564833664607204
"test","DPM2","All Genes","iStar",0.0804804035966014,0.0836354863189404
"test","DPP7","All Genes","iStar",0.0155755325995208,0.0320252386760288
"test","DPP9","All Genes","iStar",0.0381708955953328,0.044492080961461
"test","DPYSL3","All Genes","iStar",0.0544589573011497,0.0717987595494578
"test","DVL1","All Genes","iStar",0.0265307811671221,0.0337614279431545
"test","EBAG9","All Genes","iStar",0.0237289508769899,0.0433155487491197
"test","ECHDC2","All Genes","iStar",0.0142899663525483,0.0377336595230402
"test","ECM1","All Genes","iStar",-6.9141753896617e-05,0.0200764750358737
"test","EFEMP2","All Genes","iStar",-0.00883511518071153,0.00294566306542705
"test","EFHD2","All Genes","iStar",0.0361703953912734,0.0532808640968272
"test","EIF1AD","All Genes","iStar",0.0687833544539008,0.0722818040970356
"test","EIF3B","All Genes","iStar",0.071387285249897,0.0807511087591422
"test","EIF3B","SVGs","iStar",0.076875752728355,0.086749822728737
"test","EIF3F","All Genes","iStar",0.000992499909969911,0.0146679999944253
"test","EIF3G","All Genes","iStar",0.062245132404689,0.0736604189643657
"test","ELN","All Genes","iStar",0.0201169357999797,0.0408716407679401
"test","ELOF1","All Genes","iStar",0.016840919559894,0.0353739399710396
"test","EMC3","All Genes","iStar",0.0485008433216995,0.0574345252594399
"test","ENPP1","All Genes","iStar",0.0137434178743644,0.0344818539170945
"test","EPHB3","All Genes","iStar",0.100201046788196,0.105240896479208
"test","ERAL1","All Genes","iStar",0.0688612634102906,0.0860330084696734
"test","ERI3","All Genes","iStar",0.0738453181219656,0.0813971452793422
"test","ERMP1","All Genes","iStar",0.0772315511167913,0.0978941006574265
"test","ETFB","All Genes","iStar",0.0535730615271623,0.0637698971142665
"test","EVA1B","All Genes","iStar",0.0434062697015417,0.0477503700733155
"test","EXD3","All Genes","iStar",0.0276049780116701,0.0524535600814567
"test","EXOC5","All Genes","iStar",0.0174134630734924,0.050321013944096
"test","EXOSC1","All Genes","iStar",0.0226026170617494,0.0567324656305004
"test","EXOSC10","All Genes","iStar",0.0140033343529176,0.0384086964734535
"test","EXOSC2","All Genes","iStar",0.0604674020101174,0.0636372215888311
"test","EZH2","All Genes","iStar",0.0819061065242376,0.117895320183348
"test","FAAH","All Genes","iStar",0.0372956999069041,0.0583017020568051
"test","FADS2","All Genes","iStar",0.148195407371324,0.152333717255122
"test","FAH","All Genes","iStar",0.0115728487971985,0.0276183876864395
"test","FAIM2","All Genes","iStar",-0.00675194357263261,0.0301982703238633
"test","FAM102A","All Genes","iStar",0.0441762519843311,0.0484676871882389
"test","FAM117A","All Genes","iStar",0.0541873555611507,0.0791944085825168
"test","FAM118A","All Genes","iStar",0.00800365458524537,0.032337386406071
"test","FAM160B1","All Genes","iStar",0.0480537744940018,0.0752774539473184
"test","FAM173A","All Genes","iStar",0.059851308787303,0.07420412363762
"test","FAM193B","All Genes","iStar",0.102472202396679,0.111638430065957
"test","FAM213B","All Genes","iStar",0.000173675449186393,0.0215686233239317
"test","FAM3A","All Genes","iStar",0.0382826679323808,0.0472018216394232
"test","FAM45A","All Genes","iStar",0.0112547004041964,0.0293624561831605
"test","FAP","All Genes","iStar",-0.0108247995422291,0.0239861068026565
"test","FARP1","All Genes","iStar",0.0787620626851731,0.0677235167496729
"test","FARSB","All Genes","iStar",0.0350006865244567,0.0448831922538599
"test","FASN","All Genes","iStar",0.275492293945602,0.235391003739472
"test","FASN","SVGs","iStar",0.254305033943127,0.234490866815334
"test","FBF1","All Genes","iStar",0.0499201630458115,0.0736194272129908
"test","FBLN2","All Genes","iStar",0.0727991037466897,0.0586836010698766
"test","FCER1G","All Genes","iStar",0.033395547353686,0.0473137343113969
"test","FDPS","All Genes","iStar",0.0651276467101116,0.0766601044417327
"test","FGFR1","All Genes","iStar",-0.00530617719631761,0.00929152760573648
"test","FKBP10","All Genes","iStar",0.0226531923837736,0.0374583328288259
"test","FKBP8","All Genes","iStar",0.00969512795303523,0.0215543416524986
"test","FLNA","All Genes","iStar",0.0920455557563013,0.0888739829466235
"test","FLNA","SVGs","iStar",0.18089748757521,0.168988527106144
"test","FN1","All Genes","iStar",0.172632442231952,0.13652446607728
"test","FNBP4","All Genes","iStar",0.018617876662439,0.0332133923754331
"test","FOXP4","All Genes","iStar",0.132691111353302,0.128490942197866
"test","FOXP4","SVGs","iStar",-0.0330086703889412,-0.00746950321845959
"test","FSTL1","All Genes","iStar",-0.00945149145082109,0.00461760554560494
"test","FSTL3","All Genes","iStar",-0.0044653202698816,0.0115414431481807
"test","FUOM","All Genes","iStar",0.0423883114899743,0.0677696184305736
"test","FUS","All Genes","iStar",0.114617686392793,0.133990114596432
"test","FZD2","All Genes","iStar",0.00712648837685552,0.0206197820236572
"test","GALK1","All Genes","iStar",-0.00713469694590444,0.0210637108125674
"test","GANAB","All Genes","iStar",0.105656254479903,0.101968122436342
"test","GAR1","All Genes","iStar",0.0645978834618477,0.0822364062847755
"test","GAS6","All Genes","iStar",0.0726959088631221,0.0732155942492365
"test","GATA3","All Genes","iStar",0.144282923965329,0.143767402518045
"test","GATC","All Genes","iStar",0.0848921301775809,0.0866726696614293
"test","GBP1","All Genes","iStar",0.0311605715270956,0.0482964066289707
"test","GBP2","All Genes","iStar",0.0437050466607137,0.0784642791269678
"test","GBP3","All Genes","iStar",0.0448952648886162,0.0703250118970665
"test","GBP4","All Genes","iStar",0.0551319866192169,0.0911804201970034
"test","GBP5","All Genes","iStar",0.0221615177843879,0.0241531119408783
"test","GEMIN4","All Genes","iStar",-0.0170222234498526,0.00981314701610981
"test","GLCCI1","All Genes","iStar",0.032382563564297,0.0499198959091865
"test","GLG1","All Genes","iStar",0.0321631817562311,0.0452071212418688
"test","GLTSCR2","All Genes","iStar",0.0552785800308579,0.0568538922092138
"test","GMFG","All Genes","iStar",0.0484102027807887,0.0721064692344971
"test","GMPPA","All Genes","iStar",0.0686564028541135,0.0687493550386975
"test","GNAI2","All Genes","iStar",0.0894108639149211,0.0669994626957451
"test","GNAI2","SVGs","iStar",0.069036131205917,0.0392957388935113
"test","GNAS","All Genes","iStar",0.264323148560379,0.252107062715421
"test","GNAS","SVGs","iStar",0.271550133451401,0.261908864667608
"test","GNL2","All Genes","iStar",0.0919434472832327,0.103732027485983
"test","GPR108","All Genes","iStar",0.0570978667327798,0.0686462238321129
"test","GPRC5A","All Genes","iStar",0.0831844534848893,0.0991132064678967
"test","GPS1","All Genes","iStar",0.0361316147554207,0.0512181629720959
"test","GPSM1","All Genes","iStar",0.0284630349191138,0.0475232865258753
"test","GPX3","All Genes","iStar",0.0210347676916541,0.0335789674120414
"test","GRK3","All Genes","iStar",0.11903071709105,0.12262811412708
"test","GSK3A","All Genes","iStar",0.0953990107415957,0.0849067508703261
"test","GSTM3","All Genes","iStar",0.0101058326464445,0.0392614813504266
"test","GYPC","All Genes","iStar",0.0793249257511815,0.0843659630031375
"test","HAGHL","All Genes","iStar",0.0655383587651038,0.0592377115287138
"test","HCFC1R1","All Genes","iStar",0.0967872302291194,0.0805760026315272
"test","HCFC1R1","SVGs","iStar",0.155488854821156,0.108913459828014
"test","HCST","All Genes","iStar",0.0865478233384321,0.0958959294176703
"test","HDAC5","All Genes","iStar",-0.00597954820440356,0.00924437631709243
"test","HDAC6","All Genes","iStar",-0.0052148656835538,0.0153319233813251
"test","HELZ2","All Genes","iStar",0.0341955511651817,0.0509075580466537
"test","HES1","All Genes","iStar",0.0794658692198793,0.0914973398719394
"test","HLA.B","All Genes","iStar",0.124598627067566,0.112103979316393
"test","HLA.B","SVGs","iStar",0.213188613957793,0.174890069230996
"test","HLA.DMA","All Genes","iStar",0.019728892955988,0.0334484781668586
"test","HLA.DMB","All Genes","iStar",0.0766973184397444,0.0942630779216354
"test","HLA.DOA","All Genes","iStar",0.0365527191089142,0.0674632541047628
"test","HLA.DPA1","All Genes","iStar",0.161634234901026,0.158054045401665
"test","HLA.DPB1","All Genes","iStar",0.152747470732768,0.163695586453959
"test","HLA.DRA","All Genes","iStar",0.130417453272795,0.132048082133271
"test","HLA.DRB1","All Genes","iStar",0.0825958031992652,0.0950069208464944
"test","HMGB2","All Genes","iStar",0.122628743583222,0.138506450227773
"test","HNRNPUL2","All Genes","iStar",0.0988912876847849,0.0992285319067633
"test","HOOK3","All Genes","iStar",0.016071810616882,0.0445843606724249
"test","HPS6","All Genes","iStar",-0.00976408754124175,0.0178126661266781
"test","HSD17B1","All Genes","iStar",0.0477051309644489,0.0520135991860007
"test","HSPA4","All Genes","iStar",0.0710097293318565,0.0810648855509776
"test","HSPB1","All Genes","iStar",0.110945861673168,0.129990377146093
"test","HSPB1","SVGs","iStar",0.084076019047532,0.120333507623585
"test","HSPB11","All Genes","iStar",0.0446078740183881,0.0737318099290416
"test","HYI","All Genes","iStar",0.0738919080013696,0.0841462964931902
"test","IDH3G","All Genes","iStar",0.0463454104052487,0.05596092177119
"test","IDUA","All Genes","iStar",0.0232146253076376,0.0392266804349526
"test","IER5L","All Genes","iStar",0.095790689050608,0.0982981984962865
"test","IFI27","All Genes","iStar",0.0500263772593545,0.0594194444365697
"test","IFI27L1","All Genes","iStar",0.0152371309639813,0.042151324516461
"test","IFI44L","All Genes","iStar",0.0852258426192561,0.0926926082042063
"test","IGFBP2","All Genes","iStar",0.0742650373008372,0.0575144562725286
"test","IGFBP2","SVGs","iStar",-0.0255841297698926,-0.010022038042219
"test","IGFBP4","All Genes","iStar",0.109129001030415,0.102997979507333
"test","IGHA1","All Genes","iStar",0.0709665766421729,0.0672436830443368
"test","IGHG3","All Genes","iStar",0.0964186876428891,0.084529944400474
"test","IGHG4","All Genes","iStar",0.0192828443855583,0.034494028426983
"test","IGHM","All Genes","iStar",0.0442013905956177,0.0386953911104509
"test","IGKC","All Genes","iStar",0.0840757951446777,0.088822342951085
"test","IGLC2","All Genes","iStar",0.0516329322190467,0.0484296493694176
"test","IGLC2","SVGs","iStar",0.0679241658144129,0.0599987402307792
"test","IGLC3","All Genes","iStar",0.055128110117242,0.0499185353434688
"test","IGLC7","All Genes","iStar",0.0393419361183896,0.0690819160257589
"test","IKZF3","All Genes","iStar",0.0266078675347937,0.0598306161225592
"test","IL10RA","All Genes","iStar",0.12474783250324,0.117433923793313
"test","ILKAP","All Genes","iStar",0.000346682324485244,0.0195110981872473
"test","INAFM1","All Genes","iStar",-0.00948424147108851,0.0123217173843744
"test","INPP4B","All Genes","iStar",0.00929810982030436,0.0473625442438442
"test","INPP5D","All Genes","iStar",0.074718366032068,0.0842787734617394
"test","INPP5J","All Genes","iStar",0.0208800845185081,0.0544943129018387
"test","INTS8","All Genes","iStar",0.0859995437449862,0.105371735023312
"test","ISG15","All Genes","iStar",0.00585963686793405,0.0229514263220223
"test","ISLR","All Genes","iStar",0.0249801938452863,0.0333913703644076
"test","ITGA5","All Genes","iStar",0.0213035808710689,0.0364166437088412
"test","ITGB4","All Genes","iStar",0.0161969767775605,0.0378040737271421
"test","ITGB6","All Genes","iStar",0.0838318953525024,0.0656425533671207
"test","ITSN1","All Genes","iStar",0.0146922960843477,0.0342053642882724
"test","JAG2","All Genes","iStar",0.0315410364347801,0.054676026525656
"test","JAK1","All Genes","iStar",-0.00292302086944406,0.0215132402129475
"test","JAK3","All Genes","iStar",0.0650292949813568,0.0792901509557598
"test","JCHAIN","All Genes","iStar",0.105048202805024,0.107379458246789
"test","JMJD6","All Genes","iStar",0.0327864171277476,0.0488757611633803
"test","KAT6B","All Genes","iStar",0.0334381300576952,0.051022850076067
"test","KATNA1","All Genes","iStar",-0.000135329255177755,0.0241598307203768
"test","KCNAB2","All Genes","iStar",0.0958361116576855,0.111398812905109
"test","KCTD10","All Genes","iStar",0.0719034314148742,0.0685055613504761
"test","KDM4B","All Genes","iStar",0.0452708604394705,0.0597690867282599
"test","KIAA0895L","All Genes","iStar",0.0868802691559391,0.0956526942809771
"test","KIAA1211L","All Genes","iStar",0.0417969515999125,0.0573206353169811
"test","KIAA1217","All Genes","iStar",0.0702895787628471,0.0718742398989454
"test","KIAA1468","All Genes","iStar",0.022612202057693,0.0424714639475318
"test","KIAA1715","All Genes","iStar",0.0300422990984665,0.050321048216835
