data,permutation,subgroup,cindex
THItoGene,8,HER2+,0.316492008
THItoGene,9,HER2+,0.505753719
THItoGene,10,HER2+,0.458504628
THItoGene,11,HER2+,0.320673853
THItoGene,12,HER2+,0.327102191
THItoGene,13,HER2+,0.419615423
THItoGene,14,HER2+,0.582281328
THItoGene,15,HER2+,0.556453593
THItoGene,16,HER2+,0.502863368
THItoGene,17,HER2+,0.503998316
THItoGene,18,HER2+,0.566191833
THItoGene,19,HER2+,0.472053067
THItoGene,20,HER2+,0.347460929
THItoGene,21,HER2+,0.540104229
THItoGene,22,HER2+,0.759323638
THItoGene,23,HER2+,0.436529157
THItoGene,24,HER2+,0.450547731
THItoGene,25,HER2+,0.781053917
THItoGene,26,HER2+,0.448100771
THItoGene,27,HER2+,0.271940701
THItoGene,28,HER2+,0.669806763
THItoGene,29,HER2+,0.364126044
THItoGene,30,HER2+,0.344553914
THItoGene,31,HER2+,0.580372463
THItoGene,32,HER2+,0.617730496
THItoGene,33,HER2+,0.442356397
THItoGene,34,HER2+,0.326851852
THItoGene,35,HER2+,0.362219464
THItoGene,36,HER2+,0.473313253
THItoGene,37,HER2+,0.326050136
THItoGene,38,HER2+,0.743686869
THItoGene,39,HER2+,0.446732015
THItoGene,40,HER2+,0.616170547
THItoGene,41,HER2+,0.439120078
THItoGene,42,HER2+,0.485794003
THItoGene,43,HER2+,0.603035391
THItoGene,44,HER2+,0.442322821
THItoGene,45,HER2+,0.391788767
THItoGene,46,HER2+,0.664959016
THItoGene,47,HER2+,0.413977386
THItoGene,48,HER2+,0.419095816
THItoGene,49,HER2+,0.522507686
THItoGene,50,HER2+,0.486457591
THItoGene,51,HER2+,0.390232196
THItoGene,52,HER2+,0.558233628
THItoGene,53,HER2+,0.461772769
THItoGene,54,HER2+,0.517268662
THItoGene,55,HER2+,0.5672355
THItoGene,56,HER2+,0.213333333
THItoGene,57,HER2+,0.405495495
THItoGene,58,HER2+,0.662972085
THItoGene,59,HER2+,0.3657328
THItoGene,60,HER2+,0.489020415
THItoGene,61,HER2+,0.302875696
THItoGene,62,HER2+,0.419012346
THItoGene,63,HER2+,0.564997263
THItoGene,64,HER2+,0.700744179
THItoGene,65,HER2+,0.352814476
THItoGene,66,HER2+,0.230357143
THItoGene,67,HER2+,0.5
THItoGene,68,HER2+,0.581309042
THItoGene,69,HER2+,0.520162686
THItoGene,70,HER2+,0.469940955
THItoGene,71,HER2+,0.579661017
THItoGene,72,HER2+,0.30230011
THItoGene,73,HER2+,0.512994558
THItoGene,74,HER2+,0.534751835
THItoGene,75,HER2+,0.617994824
THItoGene,76,HER2+,0.72795785
THItoGene,77,HER2+,0.455049708
THItoGene,78,HER2+,0.392727743
THItoGene,79,HER2+,0.523496755
THItoGene,80,HER2+,0.652344339
THItoGene,81,HER2+,0.383868559
THItoGene,82,HER2+,0.542592593
THItoGene,83,HER2+,0.637772675
THItoGene,84,HER2+,0.602893929
THItoGene,85,HER2+,0.602035483
THItoGene,86,HER2+,0.743793543
THItoGene,87,HER2+,0.346809052
THItoGene,88,HER2+,0.32696313
THItoGene,89,HER2+,0.458730159
THItoGene,90,HER2+,0.579611993
THItoGene,91,HER2+,0.626098544
THItoGene,92,HER2+,0.602318251
THItoGene,93,HER2+,0.398484848
THItoGene,94,HER2+,0.428865881
THItoGene,95,HER2+,0.517991004
THItoGene,96,HER2+,0.348172043
THItoGene,97,HER2+,0.461107767
THItoGene,98,HER2+,0.568381608
THItoGene,99,HER2+,0.731097697
THItoGene,100,HER2+,0.331803774
