"time","n.risk","n.event","n.censor","surv","std.err","upper","lower","strata","risk_cat","pval.txt","pval","data","subgroup"
3128,3,0,1,0.833676453037355,0.0864773772772889,0.987659424257376,0.703700497640197,"risk_cat=high-risk","high-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
3409,2,1,0,0.416838226518678,0.712375137677305,1,0.10317933463396,"risk_cat=high-risk","high-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
3957,1,0,1,0.416838226518678,0.712375137677305,1,0.10317933463396,"risk_cat=high-risk","high-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
9,43,0,1,1,0,1,1,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
10,42,0,3,1,0,1,1,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
70,39,0,1,1,0,1,1,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
172,38,1,0,0.973684210526316,0.0266690373531333,1,0.92409666242619,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
196,37,0,1,0.973684210526316,0.0266690373531333,1,0.92409666242619,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
213,36,0,1,0.973684210526316,0.0266690373531333,1,0.92409666242619,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
224,35,1,1,0.945864661654135,0.0393900201548133,1,0.875588712296613,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
242,33,0,1,0.945864661654135,0.0393900201548133,1,0.875588712296613,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
273,32,0,1,0.945864661654135,0.0393900201548133,1,0.875588712296613,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
297,31,0,1,0.945864661654135,0.0393900201548133,1,0.875588712296613,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
304,30,0,1,0.945864661654135,0.0393900201548133,1,0.875588712296613,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
385,29,1,0,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
394,28,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
463,27,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
502,26,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
504,25,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
506,24,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
518,23,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
521,22,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
532,21,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
607,20,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
622,19,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
652,18,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
664,17,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
707,16,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
715,15,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
734,14,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
1004,13,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
1156,12,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
1196,11,0,1,0.913248638838476,0.0527551019465668,1,0.823538314872578,"risk_cat=low-risk","low-risk","p = 0.94",0.937974405527788,"DeepSpaCE","HER2+"
