"x","y","exprs"
0,0,-0.451484842852766
1,0,-0.451484842852766
2,0,-0.451484842852766
3,0,-0.451484842852766
4,0,-0.451484842852766
5,0,-0.451484842852766
6,0,-0.451484842852766
7,0,-0.451484842852766
8,0,-0.451484842852766
9,0,-0.451484842852766
10,0,-0.451484842852766
11,0,-0.451484842852766
12,0,-0.451484842852766
13,0,-0.451484842852766
14,0,-0.451484842852766
15,0,-0.451484842852766
16,0,-0.451484842852766
17,0,-0.313669151014139
18,0,-0.451484842852766
19,0,0.180394936238285
20,0,-0.451484842852766
21,0,-0.451484842852766
22,0,-0.233052139277599
23,0,-0.451484842852766
24,0,-0.451484842852766
25,0,-0.451484842852766
26,0,-0.451484842852766
27,0,-0.451484842852766
28,0,-0.451484842852766
29,0,-0.451484842852766
30,0,-0.451484842852766
31,0,-0.451484842852766
32,0,-0.451484842852766
33,0,-0.313669151014139
34,0,0.0425792443996571
35,0,-0.175853459175511
36,0,-0.0380377673368829
37,0,0.640678675023073
38,0,-0.313669151014139
39,0,-0.451484842852766
40,0,-0.451484842852766
41,0,-0.451484842852766
42,0,-0.451484842852766
43,0,-0.451484842852766
44,0,-0.451484842852766
45,0,-0.451484842852766
46,0,-0.451484842852766
47,0,-0.451484842852766
48,0,-0.451484842852766
49,0,-0.451484842852766
50,0,-0.451484842852766
51,0,-0.451484842852766
52,0,-0.451484842852766
53,0,-0.451484842852766
54,0,-0.313669151014139
55,0,-0.451484842852766
56,0,-0.451484842852766
57,0,-0.451484842852766
58,0,-0.451484842852766
59,0,-0.451484842852766
60,0,-0.451484842852766
61,0,-0.451484842852766
62,0,-0.451484842852766
63,0,-0.451484842852766
64,0,-0.451484842852766
65,0,-0.451484842852766
66,0,-0.451484842852766
67,0,-0.451484842852766
68,0,-0.451484842852766
69,0,-0.451484842852766
70,0,-0.451484842852766
71,0,-0.451484842852766
0,1,-0.451484842852766
1,1,-0.451484842852766
2,1,-0.451484842852766
3,1,-0.451484842852766
4,1,-0.451484842852766
5,1,-0.451484842852766
6,1,-0.451484842852766
7,1,-0.313669151014139
8,1,0.180394936238285
9,1,-0.451484842852766
10,1,-0.451484842852766
11,1,-0.451484842852766
12,1,-0.451484842852766
13,1,-0.313669151014139
14,1,-0.451484842852766
15,1,-0.451484842852766
16,1,-0.451484842852766
17,1,0.731657703592796
18,1,-0.0380377673368829
19,1,-0.0380377673368829
20,1,-0.451484842852766
21,1,-0.451484842852766
22,1,-0.451484842852766
23,1,-0.451484842852766
24,1,-0.451484842852766
25,1,-0.451484842852766
26,1,-0.451484842852766
27,1,-0.451484842852766
28,1,-0.451484842852766
29,1,-0.451484842852766
30,1,-0.451484842852766
31,1,-0.0952364474389708
32,1,-0.451484842852766
33,1,-0.451484842852766
34,1,-0.451484842852766
35,1,-0.313669151014139
36,1,0.0425792443996571
37,1,-0.451484842852766
38,1,-0.451484842852766
39,1,-0.451484842852766
40,1,-0.451484842852766
41,1,-0.451484842852766
42,1,-0.451484842852766
43,1,-0.451484842852766
44,1,-0.451484842852766
45,1,-0.451484842852766
46,1,-0.451484842852766
47,1,-0.451484842852766
48,1,-0.451484842852766
49,1,-0.451484842852766
50,1,-0.451484842852766
51,1,-0.451484842852766
52,1,-0.451484842852766
53,1,-0.451484842852766
54,1,-0.451484842852766
55,1,-0.451484842852766
56,1,-0.451484842852766
57,1,-0.451484842852766
58,1,-0.451484842852766
59,1,-0.451484842852766
60,1,-0.451484842852766
61,1,-0.451484842852766
62,1,-0.451484842852766
63,1,-0.451484842852766
64,1,-0.451484842852766
65,1,-0.451484842852766
66,1,-0.451484842852766
67,1,-0.451484842852766
68,1,-0.451484842852766
69,1,-0.451484842852766
70,1,-0.451484842852766
71,1,-0.451484842852766
0,2,-0.0952364474389708
1,2,-0.451484842852766
2,2,-0.451484842852766
3,2,-0.451484842852766
4,2,-0.175853459175511
5,2,0.0997779245017449
6,2,-0.313669151014139
7,2,1.67882014699925
8,2,-0.175853459175511
9,2,-0.451484842852766
10,2,-0.451484842852766
11,2,-0.451484842852766
12,2,-0.451484842852766
13,2,-0.451484842852766
14,2,-0.451484842852766
15,2,-0.451484842852766
16,2,1.06448776737214
17,2,0.0425792443996571
18,2,-0.451484842852766
19,2,-0.451484842852766
20,2,0.211044101644435
21,2,-0.451484842852766
22,2,-0.451484842852766
23,2,-0.451484842852766
24,2,-0.313669151014139
25,2,-0.451484842852766
26,2,-0.451484842852766
27,2,-0.451484842852766
28,2,-0.451484842852766
29,2,-0.451484842852766
30,2,-0.451484842852766
31,2,0.617260343388621
32,2,-0.451484842852766
33,2,-0.451484842852766
34,2,-0.451484842852766
35,2,0.636544929137406
36,2,0.180394936238285
37,2,-0.451484842852766
38,2,1.79933571347638
39,2,-0.451484842852766
40,2,-0.451484842852766
41,2,-0.451484842852766
42,2,-0.451484842852766
43,2,-0.451484842852766
44,2,-0.451484842852766
45,2,-0.451484842852766
46,2,-0.451484842852766
47,2,-0.451484842852766
48,2,-0.451484842852766
49,2,-0.451484842852766
50,2,-0.451484842852766
51,2,-0.451484842852766
52,2,-0.451484842852766
53,2,-0.451484842852766
54,2,-0.451484842852766
55,2,-0.451484842852766
56,2,-0.451484842852766
57,2,-0.451484842852766
58,2,-0.451484842852766
59,2,-0.451484842852766
60,2,-0.451484842852766
61,2,-0.451484842852766
62,2,-0.451484842852766
63,2,-0.451484842852766
64,2,-0.451484842852766
65,2,-0.451484842852766
66,2,-0.451484842852766
67,2,-0.451484842852766
68,2,-0.451484842852766
69,2,-0.451484842852766
70,2,-0.451484842852766
71,2,-0.451484842852766
0,3,-0.313669151014139
1,3,-0.451484842852766
2,3,-0.451484842852766
3,3,-0.0952364474389708
4,3,-0.451484842852766
5,3,-0.175853459175511
